source_file,well_name,DEPT,FORCE_2020_LITHOFACIES_CONFIDENCE,FORCE_2020_LITHOFACIES_LITHOLOGY,CALI,RDEP,RSHA,RMED,SP,DTC,NPHI,PEF,GR,RHOB,DRHO,SGR,DEPTH_MD,X_LOC,Y_LOC,Z_LOC
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,1476.313436,1.0,30000.0,16.891407013,1.2534922361,,1.2204282284,32.562011719,126.81464386,,,48.028717041,,,,1476.3134766,482076.96875,6847169.0,-1443.279175
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,1476.465436,1.0,30000.0,16.980609894,1.2530066967,,1.2067220211,29.50261116,126.89776611,,,46.722297668,,,,1476.4654541,482076.96875,6847169.0,-1443.431152
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,1476.617436,1.0,30000.0,16.99996376,1.2552520037,,1.2007524967,28.817106247,126.98088074,,,45.732242584,,,,1476.6174316,482076.96875,6847169.0,-1443.58313
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,1476.769436,1.0,30000.0,16.98805809,1.2575016022,,1.2000000477,29.252784729,126.68002319,,,44.517433167,,,,1476.7694092,482076.96875,6847169.0,-1443.735107
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,1476.921436,1.0,30000.0,16.983999252,1.2609733343,,1.2000067234,29.194221497,126.26445007,,,45.689365387,,,,1476.9213867,482076.96875,6847169.0,-1443.887085
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,1477.073436,1.0,30000.0,16.983999252,1.2612612247,,1.2022275925,29.5001297,125.84887695,,,45.805194855,,,,1477.0734863,482076.96875,6847169.0,-1444.039185
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,1477.225436,1.0,30000.0,16.98406601,1.2617533207,,1.2044683695,29.261100769,125.9400177,,,46.80626297,,,,1477.2254639,482076.96875,6847169.0,-1444.191162
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,1477.377436,1.0,30000.0,17.007543564,1.2671610117,,1.202069521,30.783641815,125.81063843,,,45.823028564,,,,1477.3774414,482076.96875,6847169.0,-1444.34314
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,1477.529436,1.0,30000.0,17.016132355,1.2726664543,,1.205425024,33.394332886,126.31612396,,,47.471500397,,,,1477.5294189,482076.96875,6847169.0,-1444.495117
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,1477.681436,1.0,30000.0,17.061256409,1.2740168571,,1.2157840729,34.130001068,126.68804169,,,49.924404144,,,,1477.6813965,482076.96875,6847169.0,-1444.647095
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,1477.833436,1.0,30000.0,17.067110062,1.2798236609,,1.2255386114,33.402832031,126.56260681,,,53.352344513,,,,1477.8334961,482076.96875,6847169.0,-1444.799194
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,1477.985436,1.0,30000.0,17.073846817,1.2819977999,,1.2236280441,30.594833374,126.31326294,,,54.565074921,,,,1477.9854736,482076.96875,6847169.0,-1444.951172
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,1478.137436,1.0,30000.0,17.067159653,1.2812924385,,1.2147777081,29.088607788,126.06391907,,,54.702579498,,,,1478.1374512,482076.96875,6847169.0,-1445.103149
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,1478.289436,1.0,65030.0,17.062934875,1.2860785723,,1.2134188414,28.879999161,126.1854248,,,50.402549744,,,,1478.2894287,482076.96875,6847169.0,-1445.255127
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,1478.441436,1.0,65030.0,17.039945602,1.3016427755,,1.2068536282,29.238269806,126.43476868,,,46.648029327,,,,1478.4414063,482076.96875,6847169.0,-1445.407104
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,1478.593436,1.0,65030.0,16.99738884,1.3113222122,,1.2133666277,29.558570862,125.57942963,,,42.940486908,,,,1478.5933838,482076.96875,6847169.0,-1445.559082
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,1478.745436,1.0,65030.0,16.983999252,1.3237607479,,1.2412406206,29.629999161,124.69962311,,,42.469528198,,,,1478.7454834,482076.96875,6847169.0,-1445.711182
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,1478.897436,1.0,30000.0,16.983999252,1.3542963266,,1.2588533163,29.629999161,123.7687912,,,42.169792175,,,,1478.8974609,482076.96875,6847169.0,-1445.863159
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,1479.049436,1.0,30000.0,16.984035492,1.376318574,,1.2775907516,29.806535721,121.86068726,,,40.638736725,,,,1479.0494385,482076.96875,6847169.0,-1446.015137
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,1479.201436,1.0,30000.0,16.995370865,1.3831467628,,1.2967122793,29.704084396,121.06851196,,,41.610507965,,,,1479.201416,482076.96875,6847169.0,-1446.167114
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,1479.353436,1.0,30000.0,17.032981873,1.3952583075,,1.3125340939,29.279579163,121.36166382,,,41.425788879,,,,1479.3533936,482076.96875,6847169.0,-1446.319092
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,1479.505436,1.0,30000.0,17.046743393,1.4104946852,,1.3197948933,29.129999161,121.86035156,,,44.031959534,,,,1479.5054932,482076.96875,6847169.0,-1446.471191
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,1479.657436,1.0,30000.0,16.959758759,1.4170712233,,1.3203097582,29.47776413,122.8976059,,,44.381145477,,,,1479.6574707,482076.96875,6847169.0,-1446.623169
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,1479.809436,1.0,30000.0,16.856578827,1.4117388725,,1.3220388889,29.629999161,123.78659821,,,45.381221771,,,,1479.8094482,482076.96875,6847169.0,-1446.775146
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,1479.961436,1.0,65030.0,16.763067245,1.4034552574,,1.3084599972,29.802553177,124.53462982,,,46.973995209,,,,1479.9614258,482076.96875,6847169.0,-1446.927124
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,1480.113436,1.0,65030.0,16.745019913,1.3954772949,,1.2930519581,29.708070755,124.92755127,,,48.181278229,,,,1480.1134033,482076.96875,6847169.0,-1447.079102
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,1480.265436,1.0,65030.0,16.749904633,1.3881951571,,1.2903875113,29.801225662,125.17689514,,,48.718570709,,,,1480.2653809,482076.96875,6847169.0,-1447.231079
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,1480.417436,1.0,65030.0,16.717882156,1.3846291304,,1.2964924574,29.70939827,124.89752197,,,46.82667923,,,,1480.4174805,482076.96875,6847169.0,-1447.383179
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,1480.569436,1.0,65030.0,16.703033447,1.3826215267,,1.3078643084,29.289926529,124.3988266,,,45.942928314,,,,1480.569458,482076.96875,6847169.0,-1447.535156
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,1480.721436,1.0,30000.0,16.713853836,1.3765572309,,1.3153834343,29.468671799,124.42492676,,,43.939712524,,,,1480.7214355,482076.96875,6847169.0,-1447.687134
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,1480.873436,1.0,30000.0,16.718999863,1.3685854673,,1.3142907619,29.123876572,123.97718811,,,44.865718842,,,,1480.8734131,482076.96875,6847169.0,-1447.839111
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,1481.025436,1.0,30000.0,16.719026566,1.3633018732,,1.3109687567,29.720043182,124.27084351,,,44.561901093,,,,1481.0253906,482076.96875,6847169.0,-1447.991089
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,1481.177436,1.0,30000.0,16.729236603,1.359980464,,1.3059535027,29.795240402,124.67295837,,,44.089412689,,,,1481.1774902,482076.96875,6847169.0,-1448.143188
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,1481.329436,1.0,30000.0,16.796762466,1.3563271761,,1.2959996462,29.629999161,124.92230225,,,42.473125458,,,,1481.3294678,482076.96875,6847169.0,-1448.295166
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,1481.481436,1.0,30000.0,16.828033447,1.3543348312,,1.2959872484,29.796049118,125.17164612,,,44.0417099,,,,1481.4814453,482076.96875,6847169.0,-1448.447144
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,1481.633436,1.0,30000.0,16.838718414,1.3539999723,,1.296683073,30.541414261,124.90802002,,,47.096336365,,,,1481.6334229,482076.96875,6847169.0,-1448.599121
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,1481.785436,1.0,65030.0,16.885004044,1.3539960384,,1.2986646891,32.197776794,124.57966614,,,49.450271606,,,,1481.7854004,482076.96875,6847169.0,-1448.751099
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,1481.937436,1.0,65030.0,16.936792374,1.3526738882,,1.3085575104,31.403762817,123.48192596,,,48.786949158,,,,1481.9373779,482076.96875,6847169.0,-1448.903076
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,1482.089436,1.0,65030.0,16.922117233,1.3480703831,,1.3182574511,30.139818192,122.66194916,,,46.466873169,,,,1482.0894775,482076.96875,6847169.0,-1449.055176
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,1482.241436,1.0,65030.0,16.86555481,1.3453462124,,1.3281413317,29.717300415,122.33163452,,,45.541732788,,,,1482.2414551,482076.96875,6847169.0,-1449.207153
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,1482.393436,1.0,65030.0,16.833610535,1.3443371058,,1.3222301006,30.278259277,122.75312805,,,44.901760101,,,,1482.3934326,482076.96875,6847169.0,-1449.359131
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,1482.545436,1.0,30000.0,16.827999115,1.3394702673,,1.3066458702,32.243717194,123.83525848,,,48.015720367,,,,1482.5454102,482076.96875,6847169.0,-1449.511108
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,1482.697436,1.0,65030.0,16.827999115,1.3357100487,,1.2977721691,31.522636414,125.24838257,,,49.344093323,,,,1482.6973877,482076.96875,6847169.0,-1449.663086
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,1482.849436,1.0,65030.0,16.82803154,1.3343524933,,1.2934515476,29.829137802,125.91574097,,,49.565711975,,,,1482.8494873,482076.96875,6847169.0,-1449.815186
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,1483.001436,1.0,65030.0,16.838193893,1.3320715427,,1.2984082699,29.220518112,125.66982269,,,47.518371582,,,,1483.0014648,482076.96875,6847169.0,-1449.967163
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,1483.153436,1.0,65030.0,16.833961487,1.3271831274,,1.308362484,29.129999161,125.33557129,,,45.948871613,,,,1483.1534424,482076.96875,6847169.0,-1450.119141
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,1483.305436,1.0,30000.0,16.877370834,1.3256355524,,1.3113605976,29.129999161,124.75868225,,,45.658519745,,,,1483.3054199,482076.96875,6847169.0,-1450.271118
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,1483.457436,1.0,30000.0,16.886346817,1.3266475201,,1.3091430664,29.445030212,124.01065063,,,46.905105591,,,,1483.4573975,482076.96875,6847169.0,-1450.423096
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,1483.609436,1.0,65030.0,16.845464706,1.3326848745,,1.3205877542,29.78682518,123.58753967,,,48.005180359,,,,1483.6094971,482076.96875,6847169.0,-1450.575195
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,1483.761436,1.0,65030.0,16.827999115,1.3460154533,,1.3348898888,30.817117691,123.44606781,,,49.207000732,,,,1483.7614746,482076.96875,6847169.0,-1450.727173
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,1483.913436,1.0,65030.0,16.828056335,1.3526250124,,1.3408638239,33.09047699,123.36295319,,,50.488124847,,,,1483.9134521,482076.96875,6847169.0,-1450.87915
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,1484.065436,1.0,65030.0,16.847269058,1.3536094427,,1.340143919,34.130001068,123.27983856,,,48.889442444,,,,1484.0654297,482076.96875,6847169.0,-1451.031128
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,1484.217436,1.0,65030.0,16.86885643,1.3502639532,,1.340824604,34.284172058,123.09015656,,,47.729610443,,,,1484.2174072,482076.96875,6847169.0,-1451.183105
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,1484.369436,1.0,65030.0,16.86504364,1.3381068707,,1.3321068287,34.072940826,123.79589081,,,46.556739807,,,,1484.3693848,482076.96875,6847169.0,-1451.335083
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,1484.521436,1.0,65030.0,16.821056366,1.3154184818,,1.3093744516,33.880001068,125.04261017,,,47.902496338,,,,1484.5214844,482076.96875,6847169.0,-1451.487183
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,1484.673436,1.0,65030.0,16.806871414,1.2903499603,,1.2697056532,33.727798462,126.44720459,,,48.120735168,,,,1484.6734619,482076.96875,6847169.0,-1451.63916
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,1484.825436,1.0,65030.0,16.850622177,1.2773627043,,1.2455447912,30.597259521,127.47163391,,,45.871623993,,,,1484.8254395,482076.96875,6847169.0,-1451.791138
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,1484.977436,1.0,30000.0,16.856409073,1.2780479193,,1.2468570471,28.479047775,128.21966553,,,46.147109985,,,,1484.977417,482076.96875,6847169.0,-1451.943115
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,1485.129436,1.0,30000.0,16.900539398,1.2878762484,,1.2560521364,28.53030777,127.72050476,,,48.78143692,,,,1485.1293945,482076.96875,6847169.0,-1452.095093
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,1485.281436,1.0,30000.0,16.909975052,1.3086616993,,1.2696486712,28.92924881,126.78427124,,,51.748668671,,,,1485.2814941,482076.96875,6847169.0,-1452.247192
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,1485.433436,1.0,65030.0,16.946445465,1.3435387611,,1.2945885658,29.278978348,125.8816452,,,52.681983948,,,,1485.4334717,482076.96875,6847169.0,-1452.39917
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,1485.585436,1.0,65030.0,16.956497192,1.3802391291,,1.3344839811,29.231702805,124.42248535,,,54.382598877,,,,1485.5854492,482076.96875,6847169.0,-1452.551147
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,1485.737436,1.0,65030.0,16.882562637,1.404686451,,1.4033300877,30.311210632,122.52380371,,,57.952865601,,,,1485.7374268,482076.96875,6847169.0,-1452.703125
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,1485.889436,1.0,65030.0,16.908128738,1.423854351,,1.4479533434,32.893634796,121.59737396,,,60.763198853,,,,1485.8894043,482076.96875,6847169.0,-1452.855103
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,1486.041436,1.0,65030.0,16.925298691,1.4572528601,,1.4344389439,34.130001068,121.34803772,,,61.169887543,,,,1486.0413818,482076.96875,6847169.0,-1453.00708
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,1486.193436,1.0,65030.0,16.860462189,1.4867163897,,1.4089567661,33.838718414,120.19085693,,,61.848762512,,,,1486.1934814,482076.96875,6847169.0,-1453.15918
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,1486.345436,1.0,65000.0,16.827999115,1.5089744329,,1.417899847,33.774993896,118.44544983,,,62.981739044,,,,1486.345459,482076.96875,6847169.0,-1453.311157
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,1486.497436,1.0,65000.0,16.827947617,1.5276809931,,1.4456171989,33.591373444,115.35010529,,,63.764072418,,,,1486.4974365,482076.96875,6847169.0,-1453.463135
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,1486.649436,1.0,65000.0,16.810094833,1.5352002382,,1.4564355612,31.225011826,111.80860901,,,62.357879639,,,,1486.6494141,482076.96875,6847169.0,-1453.615112
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,1486.801436,1.0,65000.0,16.779188156,1.5527553558,,1.4601075649,29.486896515,109.60791016,,,59.807361603,,,,1486.8013916,482076.96875,6847169.0,-1453.76709
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,1486.953436,1.0,65000.0,16.756891251,1.6068000793,,1.4950957298,29.379999161,108.40789795,,,58.721240997,,,,1486.9534912,482076.96875,6847169.0,-1453.919189
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,1487.105436,1.0,65030.0,16.759065628,1.6807214022,,1.5622763634,29.238225937,105.93683624,,,60.867809296,,,,1487.1054688,482077.0,6847169.0,-1454.071167
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,1487.257436,1.0,65030.0,16.756896973,1.7464302778,,1.6239340305,28.988903046,103.03287506,,,62.711608887,,,,1487.2574463,482077.0,6847169.0,-1454.223145
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,1487.409436,1.0,65030.0,16.723405838,1.8018711805,,1.6910610199,28.879999161,100.10126495,,,59.609340668,,,,1487.4094238,482077.0,6847169.0,-1454.375122
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,1487.561436,1.0,65030.0,16.624969482,1.8518687487,,1.7528476715,28.879999161,99.040802002,,,55.393684387,,,,1487.5614014,482077.0,6847169.0,-1454.5271
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,1487.713436,1.0,65030.0,16.746311188,1.8690868616,,1.7594192028,29.158231735,99.539489746,,,54.609390259,,,,1487.7133789,482077.0,6847169.0,-1454.679077
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,1487.865436,1.0,65030.0,17.150651932,1.8598632813,,1.7029725313,31.733499527,102.19949341,,,56.705780029,,,,1487.8654785,482077.0,6847169.0,-1454.831177
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,1488.017436,1.0,65030.0,17.402656555,1.8367503881,,1.6172804832,33.767787933,107.29893494,,,56.302173615,,,,1488.0174561,482077.0,6847169.0,-1454.983154
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,1488.169436,1.0,65030.0,17.463220596,1.8054435253,,1.5594165325,33.880001068,114.03327179,,,53.002437592,,,,1488.1694336,482077.0,6847169.0,-1455.135132
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,1488.321436,1.0,65030.0,17.458200455,1.7536312342,,1.5428184271,33.607082367,119.2396698,,,52.226840973,,,,1488.3214111,482077.0,6847169.0,-1455.287109
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,1488.473436,1.0,65030.0,17.106315613,1.6734896898,,1.5436420441,33.923145294,121.3158493,,,54.505722046,,,,1488.4733887,482077.0,6847169.0,-1455.439087
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,1488.625436,1.0,65030.0,16.920661926,1.5884861946,,1.5068713427,34.109741211,123.58049011,,,55.159511566,,,,1488.6254883,482077.0,6847169.0,-1455.591187
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,1488.777436,1.0,65030.0,16.765213013,1.4938395023,,1.4033443928,33.476623535,127.80301666,,,51.932910919,,,,1488.7774658,482077.0,6847169.0,-1455.743164
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,1488.929436,1.0,65030.0,16.889837265,1.4192572832,,1.3054628372,31.256771088,129.1630249,,,47.778438568,,,,1488.9294434,482077.0,6847169.0,-1455.895142
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,1489.081436,1.0,65030.0,17.3471241,1.3927235603,,1.2692804337,29.097047806,129.47187805,,,46.445110321,,,,1489.0814209,482077.0,6847169.0,-1456.047119
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,1489.233436,1.0,30000.0,17.508499146,1.3863270283,,1.2750518322,28.76256752,129.42089844,,,48.248725891,,,,1489.2333984,482077.0,6847169.0,-1456.198975
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,1489.385436,1.0,30000.0,17.51590538,1.3755300045,,1.2940998077,29.011909485,128.47494507,,,50.901008606,,,,1489.385376,482077.0,6847169.0,-1456.350952
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,1489.537436,1.0,30000.0,17.466552734,1.3616858721,,1.3039958477,29.392478943,127.97625732,,,53.082668304,,,,1489.5374756,482077.0,6847169.0,-1456.503052
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,1489.689436,1.0,65030.0,17.413644791,1.3544322252,,1.30189538,29.629999161,128.02243042,,,54.521087646,,,,1489.6894531,482077.0,6847169.0,-1456.655029
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,1489.841436,1.0,65030.0,17.414297104,1.3540625572,,1.2942659855,31.318864822,129.06333923,,,53.894760132,,,,1489.8414307,482077.0,6847169.0,-1456.807007
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,1489.993436,1.0,65030.0,17.405488968,1.3658868074,,1.2853814363,33.655513763,130.01980591,,,53.390583038,,,,1489.9934082,482077.0,6847169.0,-1456.958984
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,1490.145436,1.0,65030.0,17.156536102,1.3811696768,,1.2856179476,33.994243622,129.84725952,,,52.66878891,,,,1490.1453857,482077.0,6847169.0,-1457.110962
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,1490.297436,1.0,65030.0,16.912559509,1.3947380781,,1.2946557999,33.50207901,128.69845581,,,52.35918045,,,,1490.2974854,482077.0,6847169.0,-1457.263062
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,1490.449436,1.0,65030.0,16.866889954,1.4147533178,,1.3086981773,33.125484467,128.39878845,,,50.668148041,,,,1490.4494629,482077.0,6847169.0,-1457.415039
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,1490.601436,1.0,65030.0,16.947023392,1.4382148981,,1.3317496777,31.487451553,127.82405853,,,47.439289093,,,,1490.6014404,482077.0,6847169.0,-1457.567017
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,1490.753436,1.0,65030.0,17.062644958,1.4702637196,,1.3652290106,29.248487473,126.34189606,,,45.838951111,,,,1490.753418,482077.0,6847169.0,-1457.718994
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,1490.905436,1.0,65030.0,17.07790947,1.5302188396,,1.4106525183,28.254732132,125.0951767,,,46.226963043,,,,1490.9053955,482077.0,6847169.0,-1457.870972
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,1491.057436,1.0,30000.0,17.03122139,1.6000221968,,1.4605246782,28.254701614,123.06660461,,,49.029647827,,,,1491.0574951,482077.0,6847169.0,-1458.023071
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,1491.209436,1.0,30000.0,17.085477829,1.6484466791,,1.5024383068,28.255960464,120.58312225,,,50.098968506,,,,1491.2094727,482077.0,6847169.0,-1458.175049
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,1491.361436,1.0,30000.0,17.218584061,1.6942434311,,1.5442621708,28.50012207,119.11301422,,,50.307304382,,,,1491.3614502,482077.0,6847169.0,-1458.327026
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,1491.513436,1.0,65030.0,17.211637497,1.7466349602,,1.5793222189,29.125423431,119.26335907,,,53.05014801,,,,1491.5134277,482077.0,6847169.0,-1458.479004
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,1491.665436,1.0,65030.0,17.172000885,1.7945342064,,1.5959091187,29.135908127,122.0483017,,,57.080799103,,,,1491.6654053,482077.0,6847169.0,-1458.630981
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,1491.817436,1.0,65030.0,17.171840668,1.8345460892,,1.6098115444,29.001382828,124.37702179,,,59.777442932,,,,1491.8173828,482077.0,6847169.0,-1458.782959
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,1491.969436,1.0,65030.0,17.088762283,1.8538964987,,1.6470806599,30.578605652,123.86814117,,,58.331188202,,,,1491.9694824,482077.0,6847169.0,-1458.935059
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,1492.121436,1.0,65030.0,16.992315292,1.8361917734,,1.6856329441,33.210514069,120.86141205,,,54.968910217,,,,1492.12146,482077.0,6847169.0,-1459.087036
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,1492.273436,1.0,65030.0,16.991657257,1.7766385078,,1.6800837517,34.380001068,116.99929047,,,54.000545502,,,,1492.2734375,482077.0,6847169.0,-1459.239014
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,1492.425436,1.0,65030.0,16.999563217,1.6982830763,,1.6239289045,34.498729706,116.74401855,,,53.629039764,,,,1492.425415,482077.0,6847169.0,-1459.390991
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,1492.577436,1.0,65030.0,16.77837944,1.6243530512,,1.5354360342,33.685520172,119.60870361,,,52.308254242,,,,1492.5773926,482077.0,6847169.0,-1459.542969
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,1492.729436,1.0,65030.0,16.707490921,1.565299511,,1.4492394924,30.868970871,123.71181488,,,50.027217865,,,,1492.7294922,482077.0,6847169.0,-1459.695068
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,1492.881436,1.0,65030.0,16.906000137,1.5156556368,,1.3836261034,28.996730804,126.86217499,,,47.979423523,,,,1492.8814697,482077.0,6847169.0,-1459.847046
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,1493.033436,1.0,65030.0,16.906000137,1.450643301,,1.3364073038,29.246166229,127.3782196,,,48.029907227,,,,1493.0334473,482077.0,6847169.0,-1459.999023
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,1493.185436,1.0,30000.0,16.906013489,1.3946230412,,1.2977923155,29.495510101,127.73448944,,,47.749271393,,,,1493.1854248,482077.0,6847169.0,-1460.151001
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,1493.337436,1.0,30000.0,16.913352966,1.3673907518,,1.2794649601,29.629999161,127.88860321,,,48.968326569,,,,1493.3374023,482077.0,6847169.0,-1460.302979
