source_file,well_name,DEPT,FORCE_2020_LITHOFACIES_CONFIDENCE,FORCE_2020_LITHOFACIES_LITHOLOGY,CALI,BS,ROPA,RDEP,RMED,DTS,DTC,NPHI,PEF,GR,RHOB,DEPTH_MD,X_LOC,Y_LOC,Z_LOC
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,464.2584,,,,36.0,11.010800362,,,,,,,10.95436573,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,464.4104,,,,36.0,10.934800148,,,,,,,10.398358345,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,464.5624,,,,36.0,10.858799934,,,,,,,9.9851331711,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,464.7144,,,,36.0,10.782800674,,,,,,,10.318214417,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,464.8664,,,,36.0,10.706800461,,,,,,,10.447807312,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,465.0184,,,,36.0,10.663920403,,,,,,,9.9496936798,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,465.1704,,,,36.0,10.861519814,,,,,,,9.7890205383,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,465.3224,,,,36.0,11.059120178,,,,,,,10.294585228,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,465.4744,,,,36.0,11.256719589,,,,,,,10.965965271,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,465.6264,,,,36.0,11.454319954,,,,,,,11.178578377,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,465.7784,,,,36.0,11.651919365,,,,,,,11.050243378,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,465.9304,,,,36.0,11.84951973,,,,,,,11.589992523,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,466.0824,,,,36.0,12.427807808,,,,,,,12.672755241,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,466.2344,,,,36.0,13.327648163,,,,,,,13.235154152,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,466.3864,,,,36.0,14.227487564,,,,,,,12.839523315,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,466.5384,,,,36.0,15.127327919,,,,,,,12.244450569,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,466.6904,,,,36.0,16.027168274,,,,,,,11.969667435,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,466.8424,,,,36.0,16.927007675,,,,,,,12.058015823,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,466.9944,,,,36.0,17.826848984,,,,,,,11.673443794,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,467.1464,,,,36.0,16.660984039,,,,,,,11.303874016,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,467.2984,,,,36.0,15.416104317,,,,,,,11.283750534,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,467.4504,,,,36.0,14.171224594,,,,,,,11.399180412,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,467.6024,,,,36.0,12.926343918,,,,,,,10.87907505,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,467.7544,,,,36.0,11.681464195,,,,,,,10.35378933,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,467.9064,,,,36.0,10.436584473,,,,,,,10.064331055,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,468.0584,,,,36.0,9.4661836624,,,,,,,10.21204567,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,468.2104,,,,36.0,8.9357042313,,,,,,,10.4358778,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,468.3624,,,,36.0,8.4052238464,,,,,,,10.820579529,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,468.5144,,,,36.0,7.8747439384,,,,,,,11.139740944,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,468.6664,,,,36.0,7.3442640305,,,,,,,10.68484211,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,468.8184,,,,36.0,6.8137836456,,,,,,,10.275910378,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,468.9704,,,,36.0,6.2833037376,,,,,,,10.545762062,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,469.1224,,,,36.0,6.585144043,,,,,,,10.793358803,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,469.2744,,,,36.0,7.0882639885,,,,,,,10.532633781,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,469.4264,,,,36.0,7.591383934,,,,,,,10.227490425,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,469.5784,,,,36.0,8.0945034027,,,,,,,10.361591339,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,469.7304,,,,36.0,8.5976238251,,,,,,,10.708189011,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,469.8824,,,,36.0,9.1007442474,,,,,,,11.396038055,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,470.0344,,,,36.0,9.4841518402,,,,,,,11.703350067,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,470.1864,,,,36.0,9.4583120346,,,,,,,12.37551403,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,470.3384,,,,36.0,9.4324712753,,,,,,,12.103563309,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,470.4904,,,,36.0,9.4066314697,,,,,,,12.287485123,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,470.6424,,,,36.0,9.3807916641,,,,,,,12.179610252,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,470.7944,,,,36.0,9.3549518585,,,,,,,12.094463348,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,470.9464,,,,36.0,9.3291120529,,,,,,,11.977945328,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,471.0984,,,,36.0,8.8752317429,,,,,,,11.312864304,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,471.2504,,,,36.0,8.1881914139,,,,,,,11.216397285,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,471.4024,,,,36.0,7.5011520386,,,,,,,10.566112518,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,471.5544,,,,36.0,6.8141121864,,,,,,,10.663937569,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,471.7064,,,,36.0,6.1270718575,,,,,,,10.636689186,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,471.8584,,,,36.0,5.4400320053,,,,,,,11.042298317,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,472.0104,,,,36.0,4.8157043457,,,,,,,11.149866104,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,472.1624,,,,36.0,5.0452241898,,,,,,,11.060482025,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,472.3144,,,,36.0,5.2747440338,,,,,,,11.141619682,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,472.4664,,,,36.0,5.5042638779,,,,,,,10.714282036,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,472.6184,,,,36.0,5.7337841988,,,,,,,10.608163834,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,472.7704,,,,36.0,5.9633040428,,,,,,,10.403837204,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,472.9224,,,,36.0,6.1928238869,,,,,,,11.171895981,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,473.0744,,,,36.0,6.421599865,,,,,,,11.804671288,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,473.2264,,,,36.0,6.649600029,,,,,,,12.260167122,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,473.3784,,,,36.0,6.8775997162,,,,,,,13.448471069,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,473.5304,,,,36.0,7.1055998802,,,,,,,14.266137123,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,473.6824,,,,36.0,7.3336000443,,,,,,,15.083382607,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,473.8344,,,,36.0,7.5615997314,,,,,,,14.523490906,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,473.9864,,,,36.0,7.7895998955,,,,,,,13.363973618,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,474.1384,,,,36.0,7.5359678268,,,,,,,12.06289959,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,474.2904,,,,36.0,7.2350077629,,,,,,,11.731460571,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,474.4424,,,,36.0,6.934047699,,,,,,,12.093846321,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,474.5944,,,,36.0,6.6330881119,,,,,,,12.549852371,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,474.7464,,,,36.0,6.3321280479,,,,,,,12.537015915,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,474.8984,,,,36.0,6.031167984,,,,,,,13.153441429,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,475.0504,,,,36.0,6.4453840256,,,,,,,14.353648186,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,475.2024,,,,36.0,8.3013038635,,,,,,,15.144490242,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,475.3544,,,,36.0,10.157224655,,,,,,,15.012972832,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,475.5064,,,,36.0,12.013144493,,,,,,,13.999857903,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,475.6584,,,,36.0,13.869064331,,,,,,,12.900289536,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,475.8104,,,,36.0,15.724985123,,,,,,,13.152209282,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,475.9624,,,,36.0,17.580904007,,,,,,,13.163803101,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,476.1144,,,,36.0,17.456560135,,,,,,,13.132693291,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,476.2664,,,,36.0,16.681360245,,,,,,,11.94870472,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,476.4184,,,,36.0,15.906160355,,,,,,,11.70488739,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,476.5704,,,,36.0,15.130960464,,,,,,,11.877547264,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,476.7224,,,,36.0,14.355759621,,,,,,,11.643550873,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,476.8744,,,,36.0,13.580559731,,,,,,,11.248515129,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,477.0264,,,,36.0,13.04533577,,,,,,,11.343635559,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,477.1784,,,,36.0,13.651815414,,,,,,,11.659999847,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,477.3304,,,,36.0,14.258296013,,,,,,,12.136803627,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,477.4824,,,,36.0,14.864775658,,,,,,,12.32997036,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,477.6344,,,,36.0,15.471256256,,,,,,,13.056681633,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,477.7864,,,,36.0,16.077735901,,,,,,,12.554199219,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,477.9384,,,,36.0,16.684215546,,,,,,,11.817609787,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,478.0904,,,,36.0,16.704000473,,,,,,,11.135902405,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,478.2424,,,,36.0,16.323999405,,,,,,,11.627278328,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,478.3944,,,,36.0,15.944000244,,,,,,,11.814529419,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,478.5464,,,,36.0,15.56400013,,,,,,,11.965834618,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,478.6984,,,,36.0,15.184000015,,,,,,,12.112738609,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,478.8504,,,,36.0,14.803999901,,,,,,,13.170678139,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,479.0024,,,,36.0,14.41711235,,,,,,,13.584367752,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,479.1544,,,,36.0,13.60087204,,,,,,,14.278310776,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,479.3064,,,,36.0,12.784632683,,,,,,,13.762672424,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,479.4584,,,,36.0,11.968392372,,,,,,,12.618875504,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,479.6104,,,,36.0,11.152152061,,,,,,,11.732563972,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,479.7624,,,,36.0,10.335912704,,,,,,,11.877962112,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,479.9144,,,,36.0,9.5196723938,,,,,,,12.982702255,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,480.0664,,,,36.0,9.0633201599,,,,,,,12.681130409,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,480.2184,,,,36.0,9.0709199905,,,,,,,11.827731133,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,480.3704,,,,36.0,9.0785198212,,,,,,,11.640465736,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,480.5224,,,,36.0,9.0861196518,,,,,,,12.796090126,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,480.6744,,,,36.0,9.0937194824,,,,,,,13.487900734,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,480.8264,,,,36.0,9.101319313,,,,,,,13.880420685,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,480.9784,,,,36.0,9.1089200974,,,,,,,13.139035225,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,481.1304,,,,36.0,9.2638721466,,,,,,,12.937525749,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,481.2824,,,,36.0,9.4432315826,,,,,,,13.288031578,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,481.4344,,,,36.0,9.6225919724,,,,,,,14.031042099,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,481.5864,,,,36.0,9.8019514084,,,,,,,13.788639069,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,481.7384,,,,36.0,9.9813117981,,,,,,,12.55521965,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,481.8904,,,,36.0,10.160672188,,,,,,,10.872879028,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,482.0424,,,,36.0,10.209015846,,,,,,,9.982375145,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,482.1944,,,,36.0,9.9186964035,,,,,,,10.58790493,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,482.3464,,,,36.0,9.6283760071,,,,,,,10.939741135,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,482.4984,,,,36.0,9.3380556107,,,,,,,12.566968918,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,482.6504,,,,36.0,9.0477361679,,,,,,,12.257619858,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,482.8024,,,,36.0,8.7574157715,,,,,,,12.660097122,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,482.9544,,,,36.0,8.4670963287,,,,,,,12.336643219,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,483.1064,,,,36.0,8.3502082825,,,,,,,12.801017761,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,483.2584,,,,36.0,8.3076486588,,,,,,,13.949263573,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,483.4104,,,,36.0,8.2650880814,,,,,,,14.355374336,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,483.5624,,,,36.0,8.2225284576,,,,,,,13.649765968,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,483.7144,,,,36.0,8.1799678802,,,,,,,12.245992661,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,483.8664,,,,36.0,8.1374082565,,,,,,,9.5482034683,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,484.0184,,,,36.0,8.3016643524,,,,,,,9.4458808899,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,484.1704,,,,36.0,9.96758461,,,,,,,10.973231316,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,484.3224,,,,36.0,11.633503914,,,,,,,13.098813057,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,484.4744,,,,36.0,13.299424171,,,,,,,13.460227966,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,484.6264,,,,36.0,14.965343475,,,,,,,12.465703964,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,484.7784,,,,36.0,16.631263733,,,,,,,11.73530674,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,484.9304,,,,36.0,18.29718399,,,,,,,12.022857666,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,485.0824,,,,36.0,18.233528137,,,,,,,13.309606552,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,485.2344,,,,36.0,16.708967209,,,,,,,14.505860329,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,485.3864,,,,36.0,15.184407234,,,,,,,14.151879311,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,485.5384,,,,36.0,13.65984726,,,,,,,12.855512619,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,485.6904,,,,36.0,12.135287285,,,,,,,13.14495945,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,485.8424,,,,36.0,10.61072731,,,,,,,13.093960762,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,485.9944,,,,36.0,9.0861673355,,,,,,,12.956408501,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,486.1464,,,,36.0,9.1807918549,,,,,,,12.845891953,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,486.2984,,,,36.0,9.337351799,,,,,,,14.163071632,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,486.4504,,,,36.0,9.4939117432,,,,,,,14.105297089,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,486.6024,,,,36.0,9.6504716873,,,,,,,12.781585693,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,486.7544,,,,36.0,9.8070325851,,,,,,,12.376838684,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,486.9064,,,,36.0,9.9635925293,,,,,,,13.27137661,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,487.0584,,,,36.0,10.238120079,,,,,,,14.299497604,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,487.2104,,,,36.0,10.701720238,,,,,,,14.358923912,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,487.3624,,,,36.0,11.165320396,,,,,,,13.911855698,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,487.5144,,,,36.0,11.628919601,,,,,,,13.837335587,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,487.6664,,,,36.0,12.09251976,,,,,,,14.268115997,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,487.8184,,,,36.0,12.556119919,,,,,,,14.041383743,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,487.9704,,,,36.0,13.019720078,,,,,,,14.299674988,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,488.1224,,,,36.0,12.644879341,,,,,,,13.819197655,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,488.2744,,,,36.0,12.067279816,,,,,,,13.439266205,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,488.4264,,,,36.0,11.48968029,,,,,,,12.307188988,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,488.5784,,,,36.0,10.912079811,,,,,,,11.037147522,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,488.7304,,,,36.0,10.334480286,,,,,,,10.73486042,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,488.8824,,,,36.0,9.7568807602,,,,,,,10.268051147,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,489.0344,,,,36.0,9.3368320465,,,,,,,10.964233398,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,489.1864,,,,36.0,9.4553928375,,,,,,,11.636222839,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,489.3384,,,,36.0,9.5739526749,,,,,,,12.610019684,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,489.4904,,,,36.0,9.6925125122,,,,,,,12.671915054,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,489.6424,,,,36.0,9.8110723495,,,,,,,13.439069748,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,489.7944,,,,36.0,9.9296321869,,,,,,,13.801475525,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,489.9464,,,,36.0,10.048192024,,,,,,,13.846152306,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,490.0984,,,,36.0,10.090000153,,,,,,,13.226809502,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,490.2504,,,,36.0,10.090000153,,,,,,,12.903106689,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,490.4024,,,,36.0,10.090000153,,,,,,,13.244134903,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,490.5544,,,,36.0,10.090000153,,,,,,,13.233781815,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,490.7064,,,,36.0,10.090000153,,,,,,,13.385173798,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,490.8584,,,,36.0,10.090000153,,,,,,,12.99988842,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,491.0104,,,,36.0,10.081888199,,,,,,,12.898612976,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,491.1624,,,,36.0,9.9633283615,,,,,,,12.497068405,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,491.3144,,,,36.0,9.8447685242,,,,,,,13.373831749,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,491.4664,,,,36.0,9.7262086868,,,,,,,13.577096939,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,491.6184,,,,36.0,9.6076478958,,,,,,,14.77688694,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,491.7704,,,,36.0,9.4890880585,,,,,,,16.264123917,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,491.9224,,,,36.0,9.3705282211,,,,,,,18.663751602,,,,,
