source_file,well_name,DEPT,FORCE_2020_LITHOFACIES_CONFIDENCE,FORCE_2020_LITHOFACIES_LITHOLOGY,CALI,ROPA,RDEP,RSHA,RMED,RXO,SP,DTC,NPHI,PEF,GR,RHOB,DRHO,DEPTH_MD,X_LOC,Y_LOC,Z_LOC
Force_2020_all_wells_train_test_blind_hidden_final/34_11-2 S.las,34/11-2 S,1167.904,1.0,65000.0,26.738031387,44.919200897,1.2217583656,,0.4718607962,-999.0,33.898796082,148.92137146,,38.994564056,95.897605896,1.8223432302,-0.071231999,1167.9040527,466837.21875,6788249.5,-1142.714478
Force_2020_all_wells_train_test_blind_hidden_final/34_11-2 S.las,34/11-2 S,1168.056,1.0,65000.0,26.746400833,44.888801575,1.2157487869,,0.4757455885,-999.0,33.724403381,148.60353088,,36.445888519,96.201385498,1.8081799746,-0.074688002,1168.0560303,466837.21875,6788249.5,-1142.866455
Force_2020_all_wells_train_test_blind_hidden_final/34_11-2 S.las,34/11-2 S,1168.208,1.0,65000.0,26.748193741,44.858402252,1.2156847715,,0.48156479,-999.0,33.690391541,150.7988739,,32.767894745,94.946800232,1.771884799,-0.081983998,1168.2080078,466837.1875,6788249.5,-1143.018433
Force_2020_all_wells_train_test_blind_hidden_final/34_11-2 S.las,34/11-2 S,1168.36,1.0,65000.0,26.752443314,44.82800293,1.1961759329,,0.4817120135,-999.0,33.798091888,152.25656128,,30.184143066,94.059875488,1.7321599722,-0.087519996,1168.3599854,466837.1875,6788249.5,-1143.170288
Force_2020_all_wells_train_test_blind_hidden_final/34_11-2 S.las,34/11-2 S,1168.512,1.0,65000.0,26.745193481,44.797599792,1.1924376488,,0.4841704071,-999.0,33.952297211,151.33198547,,29.10717392,94.372566223,1.7003711462,-0.091192,1168.5119629,466837.1875,6788249.5,-1143.322266
Force_2020_all_wells_train_test_blind_hidden_final/34_11-2 S.las,34/11-2 S,1168.664,1.0,65000.0,26.735212326,44.76720047,1.2023359537,,0.4913143814,-999.0,33.725681305,152.09666443,,29.452905655,95.874145508,1.6899231672,-0.090191998,1168.6639404,466837.1875,6788249.5,-1143.474243
Force_2020_all_wells_train_test_blind_hidden_final/34_11-2 S.las,34/11-2 S,1168.816,1.0,65000.0,26.750202179,44.736801147,1.1936751604,,0.4909111857,-999.0,33.039985657,153.78851318,,33.002483368,95.312187195,1.6862223148,-0.081887998,1168.81604,466837.1875,6788249.5,-1143.626343
Force_2020_all_wells_train_test_blind_hidden_final/34_11-2 S.las,34/11-2 S,1168.968,1.0,65000.0,26.748157501,44.706401825,1.1515504122,,0.4785040021,-999.0,32.971908569,155.91137695,,38.602790833,93.320892334,1.662992835,-0.076280005,1168.9680176,466837.1875,6788249.5,-1143.77832
Force_2020_all_wells_train_test_blind_hidden_final/34_11-2 S.las,34/11-2 S,1169.12,1.0,65000.0,26.744644165,44.712001801,1.1223599911,,0.473224014,-999.0,33.377914429,158.57061768,,40.67943573,92.188331604,1.6398119926,-0.068280004,1169.1199951,466837.1875,6788249.5,-1143.930298
Force_2020_all_wells_train_test_blind_hidden_final/34_11-2 S.las,34/11-2 S,1169.272,1.0,65000.0,26.74751091,44.727199554,1.1113648415,,0.4759503901,-999.0,33.347942352,157.64477539,,32.443340302,93.10118103,1.65074718,-0.055183999,1169.2719727,466837.1875,6788249.5,-1144.082275
Force_2020_all_wells_train_test_blind_hidden_final/34_11-2 S.las,34/11-2 S,1169.424,1.0,65000.0,26.739660263,44.742401123,1.1326816082,,0.4866327941,-999.0,32.763225555,154.88275146,,22.982000351,95.558563232,1.6986087561,-0.043175999,1169.4239502,466837.1875,6788249.5,-1144.234253
Force_2020_all_wells_train_test_blind_hidden_final/34_11-2 S.las,34/11-2 S,1169.576,1.0,65000.0,26.741424561,44.757598877,1.1970080137,,0.5119863749,-999.0,32.122787476,151.87759399,,20.293119431,96.258552551,1.7440871,-0.043784,1169.5760498,466837.1875,6788249.5,-1144.386353
Force_2020_all_wells_train_test_blind_hidden_final/34_11-2 S.las,34/11-2 S,1169.728,1.0,65000.0,26.745634079,44.772800446,1.227959156,,0.5308343768,-999.0,32.166786194,150.41763306,,21.685600281,95.16456604,1.770290494,-0.044648003,1169.7280273,466837.1875,6788249.5,-1144.53833
Force_2020_all_wells_train_test_blind_hidden_final/34_11-2 S.las,34/11-2 S,1169.88,1.0,65000.0,26.749307632,44.787998199,1.21408391,,0.5332399607,-999.0,32.575950623,150.84587097,,23.886135101,94.139129639,1.7719640732,-0.050280001,1169.8800049,466837.1875,6788249.5,-1144.690308
Force_2020_all_wells_train_test_blind_hidden_final/34_11-2 S.las,34/11-2 S,1170.032,1.0,65000.0,26.741231918,43.816318512,1.1777768135,,0.5298031569,-999.0,32.765575409,151.81192017,,25.12509346,95.244285583,1.7588951588,-0.058024,1170.0319824,466837.1875,6788249.5,-1144.842163
Force_2020_all_wells_train_test_blind_hidden_final/34_11-2 S.las,34/11-2 S,1170.184,1.0,65000.0,26.748073578,39.14384079,1.1553863287,,0.5271624327,-999.0,32.498268127,152.86476135,,25.563995361,98.234481812,1.7687784433,-0.057696,1170.18396,466837.1875,6788249.5,-1144.994141
Force_2020_all_wells_train_test_blind_hidden_final/34_11-2 S.las,34/11-2 S,1170.336,1.0,65000.0,26.126695633,34.471359253,1.1663911343,,0.5355160236,-999.0,31.975513458,153.28948975,,24.680913925,98.144805908,1.7983192205,-0.049183998,1170.3360596,466837.1875,6788249.5,-1145.14624
Force_2020_all_wells_train_test_blind_hidden_final/34_11-2 S.las,34/11-2 S,1170.488,1.0,65000.0,24.049501419,29.798879623,1.1894015074,,0.5484576225,-999.0,31.720834732,152.80143738,,24.648012161,95.640922546,1.8234856129,-0.043384001,1170.4880371,466837.1875,6788249.5,-1145.298218
Force_2020_all_wells_train_test_blind_hidden_final/34_11-2 S.las,34/11-2 S,1170.64,1.0,65000.0,22.076007843,25.126399994,1.2427480221,,0.5750560164,-999.0,31.856157303,153.24356079,,25.362239838,93.014251709,1.8237080574,-0.041000001,1170.6400146,466837.1875,6788249.5,-1145.450195
Force_2020_all_wells_train_test_blind_hidden_final/34_11-2 S.las,34/11-2 S,1170.792,1.0,65000.0,22.148544312,20.453920364,1.2831847668,,0.6058927774,-999.0,31.914855957,152.50918579,,28.685321808,92.360687256,1.7989543676,-0.041672003,1170.7919922,466837.1875,6788249.5,-1145.602173
Force_2020_all_wells_train_test_blind_hidden_final/34_11-2 S.las,34/11-2 S,1170.944,1.0,65000.0,22.313905716,15.781440735,1.2689472437,,0.6165952086,-999.0,31.90268898,152.52311707,,29.166847229,93.86869812,1.785943985,-0.044656001,1170.9439697,466837.1875,6788249.5,-1145.75415
Force_2020_all_wells_train_test_blind_hidden_final/34_11-2 S.las,34/11-2 S,1171.096,1.0,65000.0,22.311117172,14.222240448,1.2636671066,,0.6252992153,-999.0,31.723379135,152.52793884,,25.615615845,95.84463501,1.7875951529,-0.047536001,1171.0959473,466837.1875,6788249.5,-1145.906128
Force_2020_all_wells_train_test_blind_hidden_final/34_11-2 S.las,34/11-2 S,1171.248,1.0,65000.0,22.166685104,14.479120255,1.2502015829,,0.6312295794,-999.0,31.16988945,151.59907532,,22.761739731,95.853858948,1.7952896357,-0.047015999,1171.2480469,466837.1875,6788249.5,-1146.058228
Force_2020_all_wells_train_test_blind_hidden_final/34_11-2 S.las,34/11-2 S,1171.4,1.0,65000.0,21.906280518,14.736000061,1.240819931,,0.6378800273,-999.0,30.754047394,150.54273987,,22.393718719,93.686317444,1.7954399586,-0.049600001,1171.4000244,466837.1875,6788249.5,-1146.210205
Force_2020_all_wells_train_test_blind_hidden_final/34_11-2 S.las,34/11-2 S,1171.552,1.0,65000.0,21.449298859,14.992879868,1.2544744015,,0.6518352032,-999.0,31.071393967,149.35536194,,24.107543945,92.929084778,1.7820544243,-0.057663999,1171.552002,466837.1875,6788249.5,-1146.362061
Force_2020_all_wells_train_test_blind_hidden_final/34_11-2 S.las,34/11-2 S,1171.704,1.0,65000.0,21.182413101,15.249759674,1.2586655617,,0.6622400284,-999.0,31.606803894,148.53746033,,26.196035385,95.497215271,1.7753560543,-0.059999999,1171.7039795,466837.1875,6788249.5,-1146.514038
Force_2020_all_wells_train_test_blind_hidden_final/34_11-2 S.las,34/11-2 S,1171.856,1.0,65000.0,20.657819748,15.506640434,1.2747919559,,0.6715295911,-999.0,31.712100983,148.85949707,,25.80280304,98.737464905,1.7691208124,-0.059999999,1171.855957,466837.1875,6788249.5,-1146.666016
Force_2020_all_wells_train_test_blind_hidden_final/34_11-2 S.las,34/11-2 S,1172.008,1.0,65000.0,20.047855377,15.761119843,1.2840431929,,0.6791639924,-999.0,31.080150604,150.22940063,,23.524715424,99.085632324,1.7628208399,-0.059935998,1172.0080566,466837.1875,6788249.5,-1146.818115
Force_2020_all_wells_train_test_blind_hidden_final/34_11-2 S.las,34/11-2 S,1172.16,1.0,65000.0,20.393735886,15.972399712,1.2573119402,,0.6770200133,-999.0,30.269172668,152.19134521,,22.616596222,98.26966095,1.759920001,-0.059,1172.1600342,466837.15625,6788249.5,-1146.970093
Force_2020_all_wells_train_test_blind_hidden_final/34_11-2 S.las,34/11-2 S,1172.312,1.0,65000.0,21.184679031,16.183679581,1.2399471998,,0.6718279719,-999.0,30.236268997,154.02037048,,24.174467087,97.093757629,1.7623744011,-0.057512,1172.3120117,466837.15625,6788249.5,-1147.12207
Force_2020_all_wells_train_test_blind_hidden_final/34_11-2 S.las,34/11-2 S,1172.464,1.0,65000.0,21.445793152,16.394960403,1.227484107,,0.671751976,-999.0,30.747245789,154.53193665,,27.321987152,96.49041748,1.7673799992,-0.051728003,1172.4639893,466837.15625,6788249.5,-1147.274048
Force_2020_all_wells_train_test_blind_hidden_final/34_11-2 S.las,34/11-2 S,1172.616,1.0,65000.0,21.076080322,16.606239319,1.2076376677,,0.6673520207,-999.0,30.962703705,154.58317566,,29.436027527,96.677032471,1.7679144144,-0.047215998,1172.6159668,466837.15625,6788249.5,-1147.426025
Force_2020_all_wells_train_test_blind_hidden_final/34_11-2 S.las,34/11-2 S,1172.768,1.0,65000.0,20.333280563,16.817520142,1.2209048271,,0.6793152094,-999.0,30.157117844,154.59887695,,30.262533188,97.621154785,1.776556015,-0.048432,1172.7679443,466837.15625,6788249.5,-1147.578003
Force_2020_all_wells_train_test_blind_hidden_final/34_11-2 S.las,34/11-2 S,1172.92,1.0,65000.0,19.350959778,17.028799057,1.2650239468,,0.7075919509,-999.0,29.004392624,154.44215393,,28.374771118,98.901473999,1.8109599352,-0.048840001,1172.9200439,466837.15625,6788249.5,-1147.72998
Force_2020_all_wells_train_test_blind_hidden_final/34_11-2 S.las,34/11-2 S,1173.072,1.0,65000.0,17.925039291,17.548959732,1.2972223759,,0.730523169,-999.0,29.046960831,154.07167053,,26.614925385,97.780105591,1.8497695923,-0.043848,1173.0720215,466837.15625,6788249.5,-1147.881958
Force_2020_all_wells_train_test_blind_hidden_final/34_11-2 S.las,34/11-2 S,1173.224,1.0,65000.0,17.82783699,18.412319183,1.3351647854,,0.7564072013,-999.0,29.532196045,154.45233154,,26.425031662,95.895095825,1.8441224098,-0.04696,1173.223999,466837.15625,6788249.5,-1148.033936
Force_2020_all_wells_train_test_blind_hidden_final/34_11-2 S.las,34/11-2 S,1173.376,1.0,65000.0,18.179718018,19.275678635,1.3542488813,,0.7736759782,-999.0,29.344373703,155.668396,,27.502725601,94.864608765,1.7987928391,-0.058071997,1173.3759766,466837.15625,6788249.5,-1148.185913
Force_2020_all_wells_train_test_blind_hidden_final/34_11-2 S.las,34/11-2 S,1173.528,1.0,65000.0,18.272859573,20.139039993,1.3317592144,,0.7683928013,-999.0,28.73718071,156.30732727,,26.642908096,96.281784058,1.771083951,-0.068567999,1173.5279541,466837.15625,6788249.5,-1148.337891
Force_2020_all_wells_train_test_blind_hidden_final/34_11-2 S.las,34/11-2 S,1173.68,1.0,65000.0,18.091480255,21.002399445,1.3092960119,,0.7570120096,-999.0,28.343269348,156.69111633,,24.934509277,95.371063232,1.7757599354,-0.073559999,1173.6800537,466837.15625,6788249.5,-1148.48999
Force_2020_all_wells_train_test_blind_hidden_final/34_11-2 S.las,34/11-2 S,1173.832,1.0,65000.0,18.009496689,21.865758896,1.2915583849,,0.7524375916,-999.0,28.07673645,156.43652344,,22.751901627,95.116874695,1.8021456003,-0.074312001,1173.8320313,466837.15625,6788249.5,-1148.641968
Force_2020_all_wells_train_test_blind_hidden_final/34_11-2 S.las,34/11-2 S,1173.984,1.0,65000.0,18.041046143,22.729120255,1.2894719839,,0.7558751702,-999.0,28.014677048,155.76237488,,19.434791565,94.554351807,1.8073279858,-0.078488007,1173.9840088,466837.15625,6788249.5,-1148.793945
Force_2020_all_wells_train_test_blind_hidden_final/34_11-2 S.las,34/11-2 S,1174.136,1.0,65000.0,17.999095917,22.830879211,1.2944991589,,0.7634952068,-999.0,28.140272141,154.33274841,,14.772633553,96.534423828,1.788028717,-0.079559997,1174.1359863,466837.15625,6788249.5,-1148.945923
Force_2020_all_wells_train_test_blind_hidden_final/34_11-2 S.las,34/11-2 S,1174.288,1.0,65000.0,17.782373428,22.843040466,1.302767992,,0.7740743756,-999.0,27.961076736,152.86473083,,11.616384506,97.985565186,1.7624319792,-0.071352005,1174.2879639,466837.15625,6788249.5,-1149.0979
Force_2020_all_wells_train_test_blind_hidden_final/34_11-2 S.las,34/11-2 S,1174.44,1.0,65000.0,17.590780258,22.855199814,1.3186039925,,0.7869479656,-999.0,27.280609131,151.88131714,,10.478516579,98.685432434,1.7512239218,-0.059360001,1174.4399414,466837.15625,6788249.5,-1149.249878
Force_2020_all_wells_train_test_blind_hidden_final/34_11-2 S.las,34/11-2 S,1174.592,1.0,65000.0,17.620349884,22.867359161,1.3264216185,,0.7960423827,-999.0,26.802562714,149.5773468,,10.382718086,97.881210327,1.7610735893,-0.050848,1174.592041,466837.15625,6788249.5,-1149.401855
Force_2020_all_wells_train_test_blind_hidden_final/34_11-2 S.las,34/11-2 S,1174.744,1.0,65000.0,17.684106827,22.879520416,1.3345639706,,0.8017888069,-999.0,26.589637756,147.3215332,,10.869158745,97.601806641,1.7824881077,-0.044239998,1174.7440186,466837.15625,6788249.5,-1149.553833
Force_2020_all_wells_train_test_blind_hidden_final/34_11-2 S.las,34/11-2 S,1174.896,1.0,65000.0,17.791410446,22.891679764,1.3398231268,,0.8070520163,-999.0,26.661424637,147.11456299,,11.894213676,99.87096405,1.8051831722,-0.043336,1174.8959961,466837.15625,6788249.5,-1149.705811
Force_2020_all_wells_train_test_blind_hidden_final/34_11-2 S.las,34/11-2 S,1175.048,1.0,65000.0,17.909145355,22.901439667,1.3210967779,,0.804997623,-999.0,26.747983932,147.54031372,,12.900934219,101.64432526,1.8167288303,-0.046152003,1175.0479736,466837.15625,6788249.5,-1149.857788
Force_2020_all_wells_train_test_blind_hidden_final/34_11-2 S.las,34/11-2 S,1175.2,1.0,65000.0,18.022418976,22.906000137,1.302579999,,0.8008999825,-999.0,26.565731049,147.72651672,,13.345179558,100.35617828,1.8199000359,-0.048599999,1175.1999512,466837.15625,6788249.5,-1150.009766
Force_2020_all_wells_train_test_blind_hidden_final/34_11-2 S.las,34/11-2 S,1175.352,1.0,65000.0,18.107063293,22.910560608,1.3081512451,,0.8045560122,-999.0,26.063922882,148.16412354,,14.129874229,96.308532715,1.8184968233,-0.051448002,1175.3520508,466837.15625,6788249.5,-1150.161865
Force_2020_all_wells_train_test_blind_hidden_final/34_11-2 S.las,34/11-2 S,1175.504,1.0,65000.0,18.272731781,22.915119171,1.3104552031,,0.8093135953,-999.0,25.729883194,148.7019043,,15.883626938,94.383865356,1.8167072535,-0.057,1175.5040283,466837.15625,6788249.5,-1150.313843
Force_2020_all_wells_train_test_blind_hidden_final/34_11-2 S.las,34/11-2 S,1175.656,1.0,65000.0,18.441905975,22.919679642,1.3330048323,,0.824900806,-999.0,26.052175522,149.19670105,,17.09197998,98.45438385,1.8288767338,-0.056256,1175.6560059,466837.15625,6788249.5,-1150.46582
Force_2020_all_wells_train_test_blind_hidden_final/34_11-2 S.las,34/11-2 S,1175.808,1.0,65000.0,18.251670837,22.924240112,1.3820704222,,0.8519839644,-999.0,25.990270615,149.29034424,,14.608502388,102.018013,1.8402447701,-0.053072002,1175.8079834,466837.15625,6788249.5,-1150.617798
Force_2020_all_wells_train_test_blind_hidden_final/34_11-2 S.las,34/11-2 S,1175.96,1.0,65000.0,17.987300873,22.928800583,1.4023640156,,0.8659119606,-999.0,25.312116623,148.36587524,,12.099080086,103.24365997,1.8432319164,-0.051320001,1175.9599609,466837.15625,6788249.5,-1150.769775
Force_2020_all_wells_train_test_blind_hidden_final/34_11-2 S.las,34/11-2 S,1176.112,1.0,65000.0,17.904035568,22.721679688,1.4072088003,,0.8695024252,-999.0,24.633468628,147.64503479,,10.815438271,100.15644836,1.8429312706,-0.048312001,1176.1120605,466837.125,6788249.5,-1150.921753
Force_2020_all_wells_train_test_blind_hidden_final/34_11-2 S.las,34/11-2 S,1176.264,1.0,65000.0,17.934453964,22.438961029,1.4094399214,,0.8721959591,-999.0,24.533470154,147.66894531,,10.887730598,99.687400818,1.8448767662,-0.041887999,1176.2640381,466837.125,6788249.5,-1151.07373
Force_2020_all_wells_train_test_blind_hidden_final/34_11-2 S.las,34/11-2 S,1176.416,1.0,65000.0,17.963916779,22.156240463,1.3937032223,,0.867806375,-999.0,24.574468613,148.01045227,,11.245434761,101.86130524,1.8417351246,-0.042312,1176.4160156,466837.125,6788249.5,-1151.225708
Force_2020_all_wells_train_test_blind_hidden_final/34_11-2 S.las,34/11-2 S,1176.568,1.0,65000.0,17.989599228,21.873519897,1.3912872076,,0.8701552153,-999.0,24.474843979,149.02613831,,11.739408493,104.15346527,1.8338727951,-0.045544002,1176.5679932,466837.125,6788249.5,-1151.377686
Force_2020_all_wells_train_test_blind_hidden_final/34_11-2 S.las,34/11-2 S,1176.72,1.0,65000.0,17.999176025,21.590799332,1.3859519958,,0.870216012,-999.0,24.407764435,150.98658752,,11.657495499,104.0585556,1.8265919685,-0.04676,1176.7199707,466837.125,6788249.5,-1151.529663
Force_2020_all_wells_train_test_blind_hidden_final/34_11-2 S.las,34/11-2 S,1176.872,1.0,65000.0,17.995227814,21.308080673,1.375820756,,0.8587616086,-999.0,24.219470978,152.45187378,,11.771905899,101.37828827,1.8180751801,-0.047976002,1176.8719482,466837.125,6788249.5,-1151.681641
Force_2020_all_wells_train_test_blind_hidden_final/34_11-2 S.las,34/11-2 S,1177.024,1.0,65000.0,17.960607529,20.981920242,1.3536640406,,0.848310411,-999.0,24.140914917,152.54698181,,12.768133163,101.63657379,1.8060479164,-0.046807997,1177.0240479,466837.125,6788249.5,-1151.83374
Force_2020_all_wells_train_test_blind_hidden_final/34_11-2 S.las,34/11-2 S,1177.176,1.0,65000.0,17.891410828,20.424079895,1.3269815445,,0.8352023959,-999.0,24.18444252,152.10647583,,15.19617939,103.32103729,1.7987520695,-0.048039999,1177.1760254,466837.125,6788249.5,-1151.985718
Force_2020_all_wells_train_test_blind_hidden_final/34_11-2 S.las,34/11-2 S,1177.328,1.0,65000.0,17.822034836,19.866239548,1.3117383718,,0.8279352188,-999.0,24.122238159,151.83901978,,18.010520935,103.53178406,1.7995679379,-0.054744001,1177.3280029,466837.125,6788249.5,-1152.137695
Force_2020_all_wells_train_test_blind_hidden_final/34_11-2 S.las,34/11-2 S,1177.48,1.0,65000.0,17.825868607,19.3083992,1.3408840895,,0.8475320339,-999.0,23.953725815,151.59289551,,18.428480148,104.01956177,1.8191679716,-0.057839997,1177.4799805,466837.125,6788249.5,-1152.289551
Force_2020_all_wells_train_test_blind_hidden_final/34_11-2 S.las,34/11-2 S,1177.632,1.0,65000.0,17.960876465,18.750558853,1.420165658,,0.891430378,-999.0,23.613872528,150.44540405,,14.890656471,104.75918579,1.849547267,-0.051552001,1177.631958,466837.125,6788249.5,-1152.441528
Force_2020_all_wells_train_test_blind_hidden_final/34_11-2 S.las,34/11-2 S,1177.784,1.0,65000.0,18.176309586,18.192720413,1.5269383192,,0.9480671883,-999.0,22.743370056,150.03540039,,10.2078619,108.44826508,1.8683423996,-0.041823998,1177.7840576,466837.125,6788249.5,-1152.593628
Force_2020_all_wells_train_test_blind_hidden_final/34_11-2 S.las,34/11-2 S,1177.936,1.0,65000.0,18.288248062,17.634880066,1.6419615746,,1.0158640146,-999.0,21.924797058,150.12971497,,8.3088521957,113.29222107,1.8737912178,-0.030631999,1177.9360352,466837.125,6788249.5,-1152.745605
Force_2020_all_wells_train_test_blind_hidden_final/34_11-2 S.las,34/11-2 S,1178.088,1.0,65000.0,18.311100006,17.370960236,1.726556778,,1.0648239851,-999.0,21.846265793,150.38148499,,8.1867218018,117.62182617,1.8758776188,-0.017960001,1178.0880127,466837.125,6788249.5,-1152.897583
Force_2020_all_wells_train_test_blind_hidden_final/34_11-2 S.las,34/11-2 S,1178.24,1.0,65000.0,18.295211792,17.320798874,1.7562160492,,1.0827400684,-999.0,22.181264877,149.92520142,,9.6566114426,119.63230896,1.8702719212,-0.00948,1178.2399902,466837.125,6788249.5,-1153.049561
Force_2020_all_wells_train_test_blind_hidden_final/34_11-2 S.las,34/11-2 S,1178.392,1.0,65000.0,18.246746063,17.27063942,1.7364704609,,1.0746047497,-999.0,22.221118927,150.01699829,,12.474534035,119.29364014,1.8635720015,-0.00968,1178.3919678,466837.125,6788249.5,-1153.201538
Force_2020_all_wells_train_test_blind_hidden_final/34_11-2 S.las,34/11-2 S,1178.544,1.0,65000.0,17.94972229,17.220479965,1.6659935713,,1.0346944332,-999.0,22.163318634,150.62251282,,15.39557457,116.50552368,1.8671656847,-0.016464001,1178.5439453,466837.125,6788249.5,-1153.353516
Force_2020_all_wells_train_test_blind_hidden_final/34_11-2 S.las,34/11-2 S,1178.696,1.0,65000.0,17.736709595,17.170320511,1.5528327227,,0.9724503756,-999.0,22.669527054,150.08958435,,14.203988075,112.62765503,1.8632727861,-0.025543999,1178.6960449,466837.125,6788249.5,-1153.505615
Force_2020_all_wells_train_test_blind_hidden_final/34_11-2 S.las,34/11-2 S,1178.848,1.0,65000.0,17.648544312,17.120159149,1.4441783428,,0.911719203,-999.0,23.659246445,151.53167725,,12.763831139,107.79236603,1.8303384781,-0.036839999,1178.8480225,466837.125,6788249.5,-1153.657593
Force_2020_all_wells_train_test_blind_hidden_final/34_11-2 S.las,34/11-2 S,1179.0,1.0,65000.0,17.630500793,17.069999695,1.3551000357,,0.8633999825,-999.0,24.222434998,154.36759949,,12.147800446,102.24150085,1.7750999928,-0.048999999,1179.0,466837.125,6788249.5,-1153.80957
Force_2020_all_wells_train_test_blind_hidden_final/34_11-2 S.las,34/11-2 S,1179.152,1.0,65000.0,17.638261795,17.004640579,1.3438367844,,0.857593596,-999.0,24.111379623,152.45928955,,13.780910492,99.276924133,1.7346143723,-0.058512002,1179.1519775,466837.125,6788249.5,-1153.961426
Force_2020_all_wells_train_test_blind_hidden_final/34_11-2 S.las,34/11-2 S,1179.304,1.0,65000.0,17.623878479,16.939279556,1.4475696087,,0.9133232236,-999.0,24.251346588,147.30891418,,14.820363998,97.985443115,1.7411199808,-0.062704004,1179.3039551,466837.125,6788249.5,-1154.113403
Force_2020_all_wells_train_test_blind_hidden_final/34_11-2 S.las,34/11-2 S,1179.456,1.0,65000.0,17.577003479,16.873920441,1.5641671419,,0.9778031707,-999.0,24.475223541,144.39727783,,12.763505936,98.270248413,1.7723680735,-0.057112001,1179.4560547,466837.125,6788249.5,-1154.265503
Force_2020_all_wells_train_test_blind_hidden_final/34_11-2 S.las,34/11-2 S,1179.608,1.0,65000.0,17.534070969,16.808559418,1.6705032587,,1.0368623734,-999.0,24.262304306,143.87258911,,9.8627672195,98.994598389,1.7967424393,-0.049815997,1179.6080322,466837.125,6788249.5,-1154.41748
Force_2020_all_wells_train_test_blind_hidden_final/34_11-2 S.las,34/11-2 S,1179.76,1.0,65000.0,17.52680397,16.743200302,1.7328799963,,1.0707839727,-999.0,24.226387024,146.83692932,,8.1168642044,99.49016571,1.7928040028,-0.046919998,1179.7600098,466837.125,6788249.5,-1154.569458
Force_2020_all_wells_train_test_blind_hidden_final/34_11-2 S.las,34/11-2 S,1179.912,1.0,65000.0,17.525699615,16.677839279,1.6761327982,,1.0339696407,-999.0,24.45680809,150.04974365,,8.0722637177,97.797012329,1.7745552063,-0.044224001,1179.9119873,466837.125,6788249.5,-1154.721436
Force_2020_all_wells_train_test_blind_hidden_final/34_11-2 S.las,34/11-2 S,1180.064,1.0,65000.0,17.529335022,16.630399704,1.5045231581,,0.9375920296,-999.0,24.72942543,150.98486328,,8.3512973785,97.218544006,1.7621456385,-0.038975999,1180.0639648,466837.09375,6788249.5,-1154.873413
Force_2020_all_wells_train_test_blind_hidden_final/34_11-2 S.las,34/11-2 S,1180.216,1.0,65000.0,17.533382416,16.607599258,1.3682552576,,0.8636063933,-999.0,25.074941635,151.89782715,,8.5599470139,95.111221313,1.7496007681,-0.039455999,1180.2159424,466837.09375,6788249.5,-1155.025391
Force_2020_all_wells_train_test_blind_hidden_final/34_11-2 S.las,34/11-2 S,1180.368,1.0,65000.0,17.526424408,16.584798813,1.2763528824,,0.8128448129,-999.0,25.888465881,152.21951294,,8.7190160751,94.500473022,1.7350776196,-0.042832002,1180.368042,466837.09375,6788249.5,-1155.17749
Force_2020_all_wells_train_test_blind_hidden_final/34_11-2 S.las,34/11-2 S,1180.52,1.0,65000.0,17.522464752,16.562000275,1.2232919931,,0.7825439572,-999.0,26.699642181,152.37150574,,9.5914993286,93.424812317,1.7302119732,-0.048160002,1180.5200195,466837.09375,6788249.5,-1155.329468
Force_2020_all_wells_train_test_blind_hidden_final/34_11-2 S.las,34/11-2 S,1180.672,1.0,65000.0,17.533407211,16.539199829,1.2275615931,,0.7827584147,-999.0,26.811574936,153.06919861,,10.604566574,92.812156677,1.7392920256,-0.048248,1180.6719971,466837.09375,6788249.5,-1155.481323
Force_2020_all_wells_train_test_blind_hidden_final/34_11-2 S.las,34/11-2 S,1180.824,1.0,65000.0,17.527851105,16.516399384,1.272126317,,0.8087648153,-999.0,27.086013794,154.05125427,,10.717476845,92.272499084,1.7565304041,-0.046407998,1180.8239746,466837.09375,6788249.5,-1155.633301
Force_2020_all_wells_train_test_blind_hidden_final/34_11-2 S.las,34/11-2 S,1180.976,1.0,65000.0,17.52945137,16.493598938,1.3074616194,,0.828608036,-999.0,27.323339462,153.40791321,,10.415089607,92.140945435,1.7657864094,-0.046807997,1180.9759521,466837.09375,6788249.5,-1155.785278
Force_2020_all_wells_train_test_blind_hidden_final/34_11-2 S.las,34/11-2 S,1181.128,1.0,65000.0,17.535217285,16.575759888,1.3214688301,,0.8339968324,-999.0,27.266548157,152.29412842,,10.092549324,91.87323761,1.7699568272,-0.047952,1181.1280518,466837.09375,6788249.5,-1155.937378
Force_2020_all_wells_train_test_blind_hidden_final/34_11-2 S.las,34/11-2 S,1181.28,1.0,65000.0,17.522239685,16.677598953,1.3035600185,,0.8265359998,-999.0,27.065481186,152.40193176,,9.9844722748,91.906791687,1.7669039965,-0.04552,1181.2800293,466837.09375,6788249.5,-1156.089355
Force_2020_all_wells_train_test_blind_hidden_final/34_11-2 S.las,34/11-2 S,1181.432,1.0,65000.0,17.529960632,16.779439926,1.2827056646,,0.8124152422,-999.0,27.187139511,152.9650116,,9.5557556152,89.850189209,1.758559227,-0.044,1181.4320068,466837.09375,6788249.5,-1156.241333
Force_2020_all_wells_train_test_blind_hidden_final/34_11-2 S.las,34/11-2 S,1181.584,1.0,65000.0,17.528326035,16.881278992,1.2707695961,,0.8042039871,-999.0,27.483528137,153.46582031,,9.1050233841,87.765686035,1.7474520206,-0.044672001,1181.5839844,466837.09375,6788249.5,-1156.393311
