source_file,well_name,DEPT,FORCE_2020_LITHOFACIES_CONFIDENCE,FORCE_2020_LITHOFACIES_LITHOLOGY,CALI,BS,MUDWEIGHT,ROP,RDEP,RMED,DTC,NPHI,PEF,GR,RHOB,DEPTH_MD,X_LOC,Y_LOC,Z_LOC
Force_2020_all_wells_train_test_blind_hidden_final/16_1-6 A.las,16/1-6 A Verdandi Appr,870.91573504,,,,17.0,0.1378003508,51.436210632,0.6912491322,0.7059999704,,,,23.218889236,,870.91571045,459501.0625,6539423.5,-839.8954468
Force_2020_all_wells_train_test_blind_hidden_final/16_1-6 A.las,16/1-6 A Verdandi Appr,871.06773504,,,,17.0,0.1378003508,55.370483398,0.6880000234,0.7070425749,,,,28.170190811,,871.06774902,459501.0625,6539423.5,-840.0474854
Force_2020_all_wells_train_test_blind_hidden_final/16_1-6 A.las,16/1-6 A Verdandi Appr,871.21973504,,,,17.0,0.1378003508,59.18069458,0.6911038756,0.7114140987,,,,26.296224594,,871.21972656,459501.0625,6539423.5,-840.1994629
Force_2020_all_wells_train_test_blind_hidden_final/16_1-6 A.las,16/1-6 A Verdandi Appr,871.37173504,,,,17.0,0.1378003508,59.18069458,0.697342217,0.7170266509,,,,22.1828022,,871.37176514,459501.0625,6539423.5,-840.3515015
Force_2020_all_wells_train_test_blind_hidden_final/16_1-6 A.las,16/1-6 A Verdandi Appr,871.52373504,,,,17.0,0.1378003508,59.18069458,0.6986791492,0.7203581929,,,,20.29268074,,871.52374268,459501.0625,6539423.5,-840.503479
Force_2020_all_wells_train_test_blind_hidden_final/16_1-6 A.las,16/1-6 A Verdandi Appr,871.67573504,,,,17.0,0.1378003508,59.18069458,0.7033690214,0.7273797393,,,,17.024946213,,871.67572021,459501.0625,6539423.5,-840.6554565
Force_2020_all_wells_train_test_blind_hidden_final/16_1-6 A.las,16/1-6 A Verdandi Appr,871.82773504,,,,17.0,0.1378003508,59.18069458,0.7123396993,0.7393424511,,,,12.527733803,,871.82775879,459501.0625,6539423.5,-840.8074951
Force_2020_all_wells_train_test_blind_hidden_final/16_1-6 A.las,16/1-6 A Verdandi Appr,871.97973504,,,,17.0,0.1378003508,59.18069458,0.7189895511,0.7473263741,,,,12.159517288,,871.97973633,459501.0625,6539423.5,-840.9594727
Force_2020_all_wells_train_test_blind_hidden_final/16_1-6 A.las,16/1-6 A Verdandi Appr,872.13173504,,,,17.0,0.1378003508,56.878559113,0.7223418951,0.7503290772,,,,15.020482063,,872.13171387,459501.0625,6539423.5,-841.1114502
Force_2020_all_wells_train_test_blind_hidden_final/16_1-6 A.las,16/1-6 A Verdandi Appr,872.28373504,,,,17.0,0.1378003508,54.746154785,0.7210000157,0.7536134124,,,,16.204753876,,872.28375244,459501.0625,6539423.5,-841.2634888
Force_2020_all_wells_train_test_blind_hidden_final/16_1-6 A.las,16/1-6 A Verdandi Appr,872.43573504,,,,17.0,0.1378003508,54.796825409,0.7210000157,0.7547877431,,,,15.110860825,,872.43572998,459501.0625,6539423.5,-841.4154663
Force_2020_all_wells_train_test_blind_hidden_final/16_1-6 A.las,16/1-6 A Verdandi Appr,872.58773504,,,,17.0,0.1378003508,54.850986481,0.7210000157,0.7431076765,,,,15.222517967,,872.58770752,459501.0625,6539423.5,-841.5674438
Force_2020_all_wells_train_test_blind_hidden_final/16_1-6 A.las,16/1-6 A Verdandi Appr,872.73973504,,,,17.0,0.1378003508,54.906147003,0.7216374278,0.7401871085,,,,17.517225266,,872.73974609,459501.0625,6539423.5,-841.7194824
Force_2020_all_wells_train_test_blind_hidden_final/16_1-6 A.las,16/1-6 A Verdandi Appr,872.89173504,,,,17.0,0.1378003508,54.961917877,0.7236320972,0.7523729205,,,,19.473974228,,872.89172363,459501.0625,6539423.5,-841.87146
Force_2020_all_wells_train_test_blind_hidden_final/16_1-6 A.las,16/1-6 A Verdandi Appr,873.04373504,,,,17.0,0.1378003508,57.389122009,0.7259402275,0.7627463937,,,,21.949525833,,873.04376221,459501.03125,6539423.5,-842.0234985
Force_2020_all_wells_train_test_blind_hidden_final/16_1-6 A.las,16/1-6 A Verdandi Appr,873.19573504,,,,17.0,0.1378003508,59.995422363,0.7245818377,0.7531636357,,,,24.500579834,,873.19573975,459501.03125,6539423.5,-842.1754761
Force_2020_all_wells_train_test_blind_hidden_final/16_1-6 A.las,16/1-6 A Verdandi Appr,873.34773504,,,,17.0,0.1378003508,60.016162872,0.7163838148,0.7370757461,,,,26.021432877,,873.34771729,459501.03125,6539423.5,-842.3274536
Force_2020_all_wells_train_test_blind_hidden_final/16_1-6 A.las,16/1-6 A Verdandi Appr,873.49973504,,,,17.0,0.1378003508,60.016162872,0.7137782574,0.7313348651,,,,23.225711823,,873.49975586,459501.03125,6539423.5,-842.4794922
Force_2020_all_wells_train_test_blind_hidden_final/16_1-6 A.las,16/1-6 A Verdandi Appr,873.65173504,,,,17.0,0.1378003508,60.016162872,0.7103944421,0.7223944664,,,,18.084899902,,873.6517334,459501.03125,6539423.5,-842.6314697
Force_2020_all_wells_train_test_blind_hidden_final/16_1-6 A.las,16/1-6 A Verdandi Appr,873.80373504,,,,17.0,0.1378003508,60.016162872,0.7089999914,0.7206999063,,,,16.251150131,,873.80371094,459501.03125,6539423.5,-842.7833862
Force_2020_all_wells_train_test_blind_hidden_final/16_1-6 A.las,16/1-6 A Verdandi Appr,873.95573504,,,,17.0,0.1378003508,60.016162872,0.7092974782,0.7200000286,,,,16.178634644,,873.95574951,459501.03125,6539423.5,-842.9354248
Force_2020_all_wells_train_test_blind_hidden_final/16_1-6 A.las,16/1-6 A Verdandi Appr,874.10773504,,,,17.0,0.1378003508,66.705879211,0.7105898261,0.7220644951,,,,17.316995621,,874.10772705,459501.03125,6539423.5,-843.0874023
Force_2020_all_wells_train_test_blind_hidden_final/16_1-6 A.las,16/1-6 A Verdandi Appr,874.25973504,,,,17.0,0.1378003508,74.738388062,0.7125850916,0.7267074585,,,,19.322692871,,874.25970459,459501.03125,6539423.5,-843.2393799
Force_2020_all_wells_train_test_blind_hidden_final/16_1-6 A.las,16/1-6 A Verdandi Appr,874.41173504,,,,17.0,0.1378003508,74.68586731,0.7134202123,0.7242606282,,,,21.929357529,,874.41174316,459501.03125,6539423.5,-843.3914185
Force_2020_all_wells_train_test_blind_hidden_final/16_1-6 A.las,16/1-6 A Verdandi Appr,874.56373504,,,,17.0,0.1378003508,74.634414673,0.7128617167,0.7360854149,,,,25.907819748,,874.5637207,459501.03125,6539423.5,-843.543396
Force_2020_all_wells_train_test_blind_hidden_final/16_1-6 A.las,16/1-6 A Verdandi Appr,874.71573504,,,,17.0,0.1378003508,74.582885742,0.7073162794,0.7509567738,,,,27.001079559,,874.71575928,459501.03125,6539423.5,-843.6954346
Force_2020_all_wells_train_test_blind_hidden_final/16_1-6 A.las,16/1-6 A Verdandi Appr,874.86773504,,,,17.0,0.1378003508,74.529144287,0.6809518337,0.6792603135,,,,23.284482956,,874.86773682,459501.03125,6539423.5,-843.8474121
Force_2020_all_wells_train_test_blind_hidden_final/16_1-6 A.las,16/1-6 A Verdandi Appr,875.01973504,,,,17.0,0.1378003508,68.580741882,0.6604865789,0.658675611,,,,17.014677048,,875.01971436,459501.03125,6539423.5,-843.9993896
Force_2020_all_wells_train_test_blind_hidden_final/16_1-6 A.las,16/1-6 A Verdandi Appr,875.17173504,,,,17.0,0.1378003508,61.381546021,0.6589790583,0.6643830538,,,,17.305959702,,875.17175293,459501.03125,6539423.5,-844.1514282
Force_2020_all_wells_train_test_blind_hidden_final/16_1-6 A.las,16/1-6 A Verdandi Appr,875.32373504,,,,17.0,0.1378003508,61.323066711,0.6741916537,0.6688218713,,,,21.836433411,,875.32373047,459501.03125,6539423.5,-844.3034058
Force_2020_all_wells_train_test_blind_hidden_final/16_1-6 A.las,16/1-6 A Verdandi Appr,875.47573504,,,,17.0,0.1378003508,61.267478943,0.6908521056,0.7011145949,,,,25.989276886,,875.47570801,459501.03125,6539423.5,-844.4553833
Force_2020_all_wells_train_test_blind_hidden_final/16_1-6 A.las,16/1-6 A Verdandi Appr,875.62773504,,,,17.0,0.1378003508,61.210945129,0.7267161608,0.7844178081,,,,28.358131409,,875.62774658,459501.03125,6539423.5,-844.6074219
Force_2020_all_wells_train_test_blind_hidden_final/16_1-6 A.las,16/1-6 A Verdandi Appr,875.77973504,,,,17.0,0.1378003508,61.158119202,0.7465959191,0.792329967,,,,26.507316589,,875.77972412,459501.03125,6539423.5,-844.7593994
Force_2020_all_wells_train_test_blind_hidden_final/16_1-6 A.las,16/1-6 A Verdandi Appr,875.93173504,,,,17.0,0.1378003508,61.130237579,0.7473133206,0.7931033373,,,,23.73160553,,875.9317627,459501.03125,6539423.5,-844.911438
Force_2020_all_wells_train_test_blind_hidden_final/16_1-6 A.las,16/1-6 A Verdandi Appr,876.08373504,,,,17.0,0.1378003508,55.685630798,0.7317864299,0.7763975859,,,,23.898683548,,876.08374023,459501.03125,6539423.5,-845.0634155
Force_2020_all_wells_train_test_blind_hidden_final/16_1-6 A.las,16/1-6 A Verdandi Appr,876.23573504,,,,17.0,0.1378003508,48.876361847,0.7151930928,0.7439980507,,,,25.210302353,,876.23571777,459501.03125,6539423.5,-845.2153931
Force_2020_all_wells_train_test_blind_hidden_final/16_1-6 A.las,16/1-6 A Verdandi Appr,876.38773504,,,,17.0,0.1378003508,48.876361847,0.7084653974,0.7148616314,,,,23.843484879,,876.38775635,459501.03125,6539423.5,-845.3674316
Force_2020_all_wells_train_test_blind_hidden_final/16_1-6 A.las,16/1-6 A Verdandi Appr,876.53973504,,,,17.0,0.1378003508,48.876361847,0.7042530775,0.6987717748,,,,19.998819351,,876.53973389,459501.03125,6539423.5,-845.5194092
Force_2020_all_wells_train_test_blind_hidden_final/16_1-6 A.las,16/1-6 A Verdandi Appr,876.69173504,,,,17.0,0.1378003508,48.876361847,0.7090072632,0.7120145559,,,,18.442052841,,876.69171143,459501.03125,6539423.5,-845.6713867
Force_2020_all_wells_train_test_blind_hidden_final/16_1-6 A.las,16/1-6 A Verdandi Appr,876.84373504,,,,17.0,0.1378003508,48.761657715,0.7229824066,0.7399647832,,,,19.613534927,,876.84375,459501.03125,6539423.5,-845.8234253
Force_2020_all_wells_train_test_blind_hidden_final/16_1-6 A.las,16/1-6 A Verdandi Appr,876.99573504,,,,17.0,0.1378003508,47.021057129,0.7282645702,0.7456262708,,,,21.976079941,,876.99572754,459501.03125,6539423.5,-845.9754028
Force_2020_all_wells_train_test_blind_hidden_final/16_1-6 A.las,16/1-6 A Verdandi Appr,877.14773504,,,,17.0,0.1378003508,43.849151611,0.726000011,0.7230901718,,,,22.58408165,,877.14770508,459501.03125,6539423.5,-846.1273804
Force_2020_all_wells_train_test_blind_hidden_final/16_1-6 A.las,16/1-6 A Verdandi Appr,877.29973504,,,,17.0,0.1378003508,42.470878601,0.7274389863,0.7139999866,,,,21.633171082,,877.29974365,459501.03125,6539423.5,-846.2793579
Force_2020_all_wells_train_test_blind_hidden_final/16_1-6 A.las,16/1-6 A Verdandi Appr,877.45173504,,,,17.0,0.1378003508,42.470878601,0.733897388,0.7166089416,,,,23.066059113,,877.45172119,459501.03125,6539423.5,-846.4313354
Force_2020_all_wells_train_test_blind_hidden_final/16_1-6 A.las,16/1-6 A Verdandi Appr,877.60373504,,,,17.0,0.1378003508,42.470878601,0.7566508651,0.7484519482,,,,25.498369217,,877.60375977,459501.03125,6539423.5,-846.583374
Force_2020_all_wells_train_test_blind_hidden_final/16_1-6 A.las,16/1-6 A Verdandi Appr,877.75573504,,,,17.0,0.1378003508,42.470878601,0.8332588673,0.8168847561,,,,29.072898865,,877.7557373,459501.03125,6539423.5,-846.7353516
Force_2020_all_wells_train_test_blind_hidden_final/16_1-6 A.las,16/1-6 A Verdandi Appr,877.90773504,,,,17.0,0.1378003508,39.094661713,0.9120425582,0.8037524819,,,,36.265579224,,877.90771484,459501.03125,6539423.5,-846.8873291
Force_2020_all_wells_train_test_blind_hidden_final/16_1-6 A.las,16/1-6 A Verdandi Appr,878.05973504,,,,17.0,0.1378003508,30.002145767,0.9457648396,0.9030130506,,,,41.796440125,,878.05975342,459501.03125,6539423.5,-847.0393677
Force_2020_all_wells_train_test_blind_hidden_final/16_1-6 A.las,16/1-6 A Verdandi Appr,878.21173504,,,,17.0,0.1378003508,23.992008209,1.0209188461,1.1236454248,,,,46.055290222,,878.21173096,459501.03125,6539423.5,-847.1913452
Force_2020_all_wells_train_test_blind_hidden_final/16_1-6 A.las,16/1-6 A Verdandi Appr,878.36373504,,,,17.0,0.1378003508,23.888141632,1.1051639318,1.2747416496,,,,45.65240097,,878.3637085,459501.03125,6539423.5,-847.3433228
Force_2020_all_wells_train_test_blind_hidden_final/16_1-6 A.las,16/1-6 A Verdandi Appr,878.51573504,,,,17.0,0.1378003508,23.78544426,1.1816860437,1.3199342489,,,,44.801357269,,878.51574707,459501.03125,6539423.5,-847.4953613
Force_2020_all_wells_train_test_blind_hidden_final/16_1-6 A.las,16/1-6 A Verdandi Appr,878.66773504,,,,17.0,0.1378003508,23.681501389,1.167265296,1.297534585,,,,44.423351288,,878.66772461,459501.03125,6539423.5,-847.6473389
Force_2020_all_wells_train_test_blind_hidden_final/16_1-6 A.las,16/1-6 A Verdandi Appr,878.81973504,,,,17.0,0.1378003508,23.585124969,1.121530056,1.2429660559,,,,42.826911926,,878.81976318,459501.03125,6539423.5,-847.7993774
Force_2020_all_wells_train_test_blind_hidden_final/16_1-6 A.las,16/1-6 A Verdandi Appr,878.97173504,,,,17.0,0.1378003508,42.637744904,1.064219594,1.1639807224,,,,39.57559967,,878.97174072,459501.03125,6539423.5,-847.951355
Force_2020_all_wells_train_test_blind_hidden_final/16_1-6 A.las,16/1-6 A Verdandi Appr,879.12373504,,,,17.0,0.1378003508,70.908874512,0.9860823154,1.0302894115,,,,32.820037842,,879.12371826,459501.03125,6539423.5,-848.1033325
Force_2020_all_wells_train_test_blind_hidden_final/16_1-6 A.las,16/1-6 A Verdandi Appr,879.27573504,,,,17.0,0.1378003508,70.953414917,0.9286413193,0.9232991338,,,,29.830141068,,879.27575684,459501.0,6539423.5,-848.2553711
Force_2020_all_wells_train_test_blind_hidden_final/16_1-6 A.las,16/1-6 A Verdandi Appr,879.42773504,,,,17.0,0.1378003508,70.998054504,0.8217816949,0.7697969079,,,,28.127561569,,879.42773438,459501.0,6539423.5,-848.4073486
Force_2020_all_wells_train_test_blind_hidden_final/16_1-6 A.las,16/1-6 A Verdandi Appr,879.57973504,,,,17.0,0.1378003508,71.04258728,0.8141945004,0.7685992122,,,,26.554969788,,879.57971191,459501.0,6539423.5,-848.5593262
Force_2020_all_wells_train_test_blind_hidden_final/16_1-6 A.las,16/1-6 A Verdandi Appr,879.73173504,,,,17.0,0.1378003508,71.087226868,0.801418066,0.7668022513,,,,22.584541321,,879.73175049,459501.0,6539423.5,-848.7113647
Force_2020_all_wells_train_test_blind_hidden_final/16_1-6 A.las,16/1-6 A Verdandi Appr,879.88373504,,,,17.0,0.1378003508,71.130073547,0.7918787003,0.7656098008,,,,21.939174652,,879.88372803,459501.0,6539423.5,-848.8633423
Force_2020_all_wells_train_test_blind_hidden_final/16_1-6 A.las,16/1-6 A Verdandi Appr,880.03573504,,,,17.0,0.1378003508,68.476119995,0.7782303095,0.7634227276,,,,23.82301712,,880.03570557,459501.0,6539423.5,-849.0153198
Force_2020_all_wells_train_test_blind_hidden_final/16_1-6 A.las,16/1-6 A Verdandi Appr,880.18773504,,,,17.0,0.1378003508,63.820724487,0.7734818459,0.7600511312,,,,26.964370728,,880.18774414,459501.0,6539423.5,-849.1673584
Force_2020_all_wells_train_test_blind_hidden_final/16_1-6 A.las,16/1-6 A Verdandi Appr,880.33973504,,,,17.0,0.1378003508,63.636650085,0.766251266,0.755438447,,,,30.50800705,,880.33972168,459501.0,6539423.5,-849.3193359
Force_2020_all_wells_train_test_blind_hidden_final/16_1-6 A.las,16/1-6 A Verdandi Appr,880.49173504,,,,17.0,0.1378003508,63.636650085,0.7581937313,0.753184855,,,,28.418657303,,880.49176025,459501.0,6539423.5,-849.4713135
Force_2020_all_wells_train_test_blind_hidden_final/16_1-6 A.las,16/1-6 A Verdandi Appr,880.64373504,,,,17.0,0.1378003508,63.636650085,0.7357245684,0.7499915957,,,,23.626024246,,880.64373779,459501.0,6539423.5,-849.623291
Force_2020_all_wells_train_test_blind_hidden_final/16_1-6 A.las,16/1-6 A Verdandi Appr,880.79573504,,,,17.0,0.1378003508,63.636650085,0.7273068428,0.7237409353,,,,24.832126617,,880.79571533,459501.0,6539423.5,-849.7752686
Force_2020_all_wells_train_test_blind_hidden_final/16_1-6 A.las,16/1-6 A Verdandi Appr,880.94773504,,,,17.0,0.1378003508,65.819526672,0.7148230672,0.6914835572,,,,28.650371552,,880.94775391,459501.0,6539423.5,-849.9273071
Force_2020_all_wells_train_test_blind_hidden_final/16_1-6 A.las,16/1-6 A Verdandi Appr,881.09973504,,,,17.0,0.1378003508,70.042121887,0.7138257623,0.7196134925,,,,25.261604309,,881.09973145,459501.0,6539423.5,-850.0792847
Force_2020_all_wells_train_test_blind_hidden_final/16_1-6 A.las,16/1-6 A Verdandi Appr,881.25173504,,,,17.0,0.1378003508,70.042121887,0.7157452106,0.7338873148,,,,20.480958939,,881.25170898,459501.0,6539423.5,-850.2312622
Force_2020_all_wells_train_test_blind_hidden_final/16_1-6 A.las,16/1-6 A Verdandi Appr,881.40373504,,,,17.0,0.1378003508,70.042121887,0.7284932137,0.7423242927,,,,14.648011208,,881.40374756,459501.0,6539423.5,-850.3833008
Force_2020_all_wells_train_test_blind_hidden_final/16_1-6 A.las,16/1-6 A Verdandi Appr,881.55573504,,,,17.0,0.1378003508,70.042121887,0.7246698737,0.7375036478,,,,15.214560509,,881.5557251,459501.0,6539423.5,-850.5352783
Force_2020_all_wells_train_test_blind_hidden_final/16_1-6 A.las,16/1-6 A Verdandi Appr,881.70773504,,,,17.0,0.1378003508,70.042121887,0.7171819806,0.7291820049,,,,23.107471466,,881.70776367,459501.0,6539423.5,-850.6873169
Force_2020_all_wells_train_test_blind_hidden_final/16_1-6 A.las,16/1-6 A Verdandi Appr,881.85973504,,,,17.0,0.1378003508,70.042121887,0.7131609321,0.7209761739,,,,26.895843506,,881.85974121,459501.0,6539423.5,-850.8392944
Force_2020_all_wells_train_test_blind_hidden_final/16_1-6 A.las,16/1-6 A Verdandi Appr,882.01173504,,,,17.0,0.1380814761,69.387527466,0.7144748569,0.7004748583,,,,26.229450226,,882.01171875,459501.0,6539423.5,-850.991272
Force_2020_all_wells_train_test_blind_hidden_final/16_1-6 A.las,16/1-6 A Verdandi Appr,882.16373504,,,,17.0,0.1401968896,66.902832031,0.7160661817,0.7028443813,,,,24.013986588,,882.16375732,459501.0,6539423.5,-851.1433105
Force_2020_all_wells_train_test_blind_hidden_final/16_1-6 A.las,16/1-6 A Verdandi Appr,882.31573504,,,,17.0,0.1401968896,64.77091217,0.709623158,0.7015410662,,,,16.044099808,,882.31573486,459501.0,6539423.5,-851.2952881
Force_2020_all_wells_train_test_blind_hidden_final/16_1-6 A.las,16/1-6 A Verdandi Appr,882.46773504,,,,17.0,0.1401968896,64.833389282,0.702300787,0.7012558579,,,,9.9433040619,,882.4677124,459501.0,6539423.5,-851.4472656
Force_2020_all_wells_train_test_blind_hidden_final/16_1-6 A.las,16/1-6 A Verdandi Appr,882.61973504,,,,17.0,0.1401968896,64.89390564,0.7045922875,0.7154807448,,,,7.5564975739,,882.61975098,459501.0,6539423.5,-851.5993042
Force_2020_all_wells_train_test_blind_hidden_final/16_1-6 A.las,16/1-6 A Verdandi Appr,882.77173504,,,,17.0,0.1401968896,64.954353333,0.7093087435,0.7244362235,,,,11.33681488,,882.77172852,459501.0,6539423.5,-851.7512817
Force_2020_all_wells_train_test_blind_hidden_final/16_1-6 A.las,16/1-6 A Verdandi Appr,882.92373504,,,,17.0,0.1401968896,61.673736572,0.7170000076,0.7269999981,,,,22.955663681,,882.92370605,459501.0,6539423.5,-851.9032593
Force_2020_all_wells_train_test_blind_hidden_final/16_1-6 A.las,16/1-6 A Verdandi Appr,883.07573504,,,,17.0,0.1401968896,54.686203003,0.7171401381,0.72742033,,,,26.597801208,,883.07574463,459501.0,6539423.5,-852.0552979
Force_2020_all_wells_train_test_blind_hidden_final/16_1-6 A.las,16/1-6 A Verdandi Appr,883.22773504,,,,17.0,0.1401968896,54.255451202,0.7181374431,0.730412364,,,,22.197406769,,883.22772217,459501.0,6539423.5,-852.2072754
Force_2020_all_wells_train_test_blind_hidden_final/16_1-6 A.las,16/1-6 A Verdandi Appr,883.37973504,,,,17.0,0.1401968896,54.350349426,0.7191348076,0.7323260307,,,,19.750307083,,883.37976074,459501.0,6539423.5,-852.359314
Force_2020_all_wells_train_test_blind_hidden_final/16_1-6 A.las,16/1-6 A Verdandi Appr,883.53173504,,,,17.0,0.1401968896,54.445304871,0.7201321721,0.7277356982,,,,24.343025208,,883.53173828,459501.0,6539423.5,-852.5112915
Force_2020_all_wells_train_test_blind_hidden_final/16_1-6 A.las,16/1-6 A Verdandi Appr,883.68373504,,,,17.0,0.1401968896,54.540271759,0.7213884592,0.7275537848,,,,28.541954041,,883.68371582,459501.0,6539423.5,-852.663269
Force_2020_all_wells_train_test_blind_hidden_final/16_1-6 A.las,16/1-6 A Verdandi Appr,883.83573504,,,,17.0,0.1401968896,54.635166168,0.723492682,0.7381268144,,,,31.019849777,,883.83575439,459501.0,6539423.5,-852.8153076
Force_2020_all_wells_train_test_blind_hidden_final/16_1-6 A.las,16/1-6 A Verdandi Appr,883.98773504,,,,17.0,0.1401968896,55.251979828,0.7197516561,0.7373858094,,,,29.705188751,,883.98773193,459501.0,6539423.5,-852.9672852
Force_2020_all_wells_train_test_blind_hidden_final/16_1-6 A.las,16/1-6 A Verdandi Appr,884.13973504,,,,17.0,0.1401968896,56.739463806,0.7192151546,0.7295238972,,,,29.28204155,,884.13970947,459501.0,6539423.5,-853.1192017
Force_2020_all_wells_train_test_blind_hidden_final/16_1-6 A.las,16/1-6 A Verdandi Appr,884.29173504,,,,17.0,0.1401968896,57.486721039,0.7285942435,0.7552376986,,,,28.305250168,,884.29174805,459501.0,6539423.5,-853.2712402
Force_2020_all_wells_train_test_blind_hidden_final/16_1-6 A.las,16/1-6 A Verdandi Appr,884.44373504,,,,17.0,0.1401968896,57.509765625,0.7328837514,0.7570000291,,,,25.424770355,,884.44372559,459501.0,6539423.5,-853.4232178
Force_2020_all_wells_train_test_blind_hidden_final/16_1-6 A.las,16/1-6 A Verdandi Appr,884.59573504,,,,17.0,0.1401968896,57.509765625,0.73245579,0.7564302683,,,,20.835315704,,884.59576416,459501.0,6539423.5,-853.5752563
Force_2020_all_wells_train_test_blind_hidden_final/16_1-6 A.las,16/1-6 A Verdandi Appr,884.74773504,,,,17.0,0.1401968896,57.509765625,0.7364451885,0.752222538,,,,22.568897247,,884.7477417,459501.0,6539423.5,-853.7272339
Force_2020_all_wells_train_test_blind_hidden_final/16_1-6 A.las,16/1-6 A Verdandi Appr,884.89973504,,,,17.0,0.1401968896,57.357162476,0.7402172685,0.7550863624,,,,28.493471146,,884.89971924,459501.0,6539423.5,-853.8792114
Force_2020_all_wells_train_test_blind_hidden_final/16_1-6 A.las,16/1-6 A Verdandi Appr,885.05173504,,,,17.0,0.1401968896,47.875896454,0.7412581444,0.7623043656,,,,31.765810013,,885.05175781,459501.0,6539423.5,-854.03125
Force_2020_all_wells_train_test_blind_hidden_final/16_1-6 A.las,16/1-6 A Verdandi Appr,885.20373504,,,,17.0,0.1401968896,27.485189438,0.736343205,0.7528561354,,,,34.411094666,,885.20373535,459501.0,6539423.5,-854.1832275
Force_2020_all_wells_train_test_blind_hidden_final/16_1-6 A.las,16/1-6 A Verdandi Appr,885.35573504,,,,17.0,0.1401968896,27.591730118,0.7496106625,0.794698,,,,33.440452576,,885.35571289,459501.0,6539423.5,-854.3352051
Force_2020_all_wells_train_test_blind_hidden_final/16_1-6 A.las,16/1-6 A Verdandi Appr,885.50773504,,,,17.0,0.1401968896,27.689035416,0.7614517212,0.7967044711,,,,30.841932297,,885.50775146,459500.96875,6539423.5,-854.4872437
Force_2020_all_wells_train_test_blind_hidden_final/16_1-6 A.las,16/1-6 A Verdandi Appr,885.65973504,,,,17.0,0.1401968896,27.791273117,0.7349486351,0.8317995071,,,,31.620721817,,885.659729,459500.96875,6539423.5,-854.6392212
Force_2020_all_wells_train_test_blind_hidden_final/16_1-6 A.las,16/1-6 A Verdandi Appr,885.81173504,,,,17.0,0.1401968896,27.898506165,0.7049803138,0.7478819489,,,,36.254043579,,885.81170654,459500.96875,6539423.5,-854.7911987
Force_2020_all_wells_train_test_blind_hidden_final/16_1-6 A.las,16/1-6 A Verdandi Appr,885.96373504,,,,17.0,0.1401968896,29.401052475,0.6969808936,0.6920518875,,,,37.246574402,,885.96374512,459500.96875,6539423.5,-854.9432373
Force_2020_all_wells_train_test_blind_hidden_final/16_1-6 A.las,16/1-6 A Verdandi Appr,886.11573504,,,,17.0,0.1401968896,33.123661041,0.7193594575,0.7449718714,,,,35.332565308,,886.11572266,459500.96875,6539423.5,-855.0952148
Force_2020_all_wells_train_test_blind_hidden_final/16_1-6 A.las,16/1-6 A Verdandi Appr,886.26773504,,,,17.0,0.1401968896,34.842796326,0.7451862097,0.8673733473,,,,34.546161652,,886.26776123,459500.96875,6539423.5,-855.2472534
Force_2020_all_wells_train_test_blind_hidden_final/16_1-6 A.las,16/1-6 A Verdandi Appr,886.41973504,,,,17.0,0.1401968896,35.051673889,0.7567688823,0.8316133022,,,,33.85181427,,886.41973877,459500.96875,6539423.5,-855.399231
Force_2020_all_wells_train_test_blind_hidden_final/16_1-6 A.las,16/1-6 A Verdandi Appr,886.57173504,,,,17.0,0.1401968896,35.107051849,0.7494354248,0.7528930306,,,,32.076091766,,886.57171631,459500.96875,6539423.5,-855.5512085
Force_2020_all_wells_train_test_blind_hidden_final/16_1-6 A.las,16/1-6 A Verdandi Appr,886.72373504,,,,17.0,0.1401968896,35.162425995,0.8292470574,0.8142040968,,,,30.437994003,,886.72375488,459500.96875,6539423.5,-855.7032471
Force_2020_all_wells_train_test_blind_hidden_final/16_1-6 A.las,16/1-6 A Verdandi Appr,886.87573504,,,,17.0,0.1401968896,35.125488281,0.9018349051,1.0230503082,,,,32.117538452,,886.87573242,459500.96875,6539423.5,-855.8552246
Force_2020_all_wells_train_test_blind_hidden_final/16_1-6 A.las,16/1-6 A Verdandi Appr,887.02773504,,,,17.0,0.1401968896,43.753238678,1.0280954838,1.2037490606,,,,35.01348877,,887.02770996,459500.96875,6539423.5,-856.0072021
Force_2020_all_wells_train_test_blind_hidden_final/16_1-6 A.las,16/1-6 A Verdandi Appr,887.17973504,,,,17.0,0.1401968896,70.192169189,1.0806540251,1.1198170185,,,,37.437782288,,887.17974854,459500.96875,6539423.5,-856.1592407
Force_2020_all_wells_train_test_blind_hidden_final/16_1-6 A.las,16/1-6 A Verdandi Appr,887.33173504,,,,17.0,0.1401968896,72.270050049,1.0758669376,1.0799942017,,,,42.935577393,,887.33172607,459500.96875,6539423.5,-856.3112183
Force_2020_all_wells_train_test_blind_hidden_final/16_1-6 A.las,16/1-6 A Verdandi Appr,887.48373504,,,,17.0,0.1401968896,72.270050049,1.0737444162,1.1223193407,,,,43.924106598,,887.48376465,459500.96875,6539423.5,-856.4631958
Force_2020_all_wells_train_test_blind_hidden_final/16_1-6 A.las,16/1-6 A Verdandi Appr,887.63573504,,,,17.0,0.1401968896,72.270050049,1.0706735849,1.1278572083,,,,41.74074173,,887.63574219,459500.96875,6539423.5,-856.6151733
