source_file,well_name,DEPT,FORCE_2020_LITHOFACIES_CONFIDENCE,FORCE_2020_LITHOFACIES_LITHOLOGY,CALI,BS,DCAL,MUDWEIGHT,RDEP,RMED,SP,DTC,NPHI,PEF,GR,RHOB,DRHO,DEPTH_MD,X_LOC,Y_LOC,Z_LOC
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,279.17720221,,,,26.000001907,,125.81771851,1.617824316,1.0887308121,63.717975616,157.42521667,,,34.218933105,,,279.17721558,443328.6875,6444929.5,-254.1704559
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,279.32920221,,,,26.000001907,,125.81771851,1.6364734173,1.0962266922,64.618774414,157.43449402,,,35.413356781,,,279.32919312,443328.6875,6444929.5,-254.322464
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,279.48120221,,,,26.000001907,,125.81771851,1.6438883543,1.1319899559,65.183120728,157.44377136,,,36.541248322,,,279.48120117,443328.6875,6444929.5,-254.4744415
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,279.63320221,,,,26.000001907,,125.81771851,1.6551595926,1.1858218908,65.250022888,157.45306396,,,37.308258057,,,279.63320923,443328.6875,6444929.5,-254.6264496
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,279.78520221,,,,26.000001907,,125.81771851,1.6575664282,1.2802006006,65.465232849,157.46234131,,,38.267192841,,,279.78521729,443328.6875,6444929.5,-254.7784424
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,279.93720221,,,,26.000001907,,125.81771851,1.650767684,1.3227407932,65.285430908,157.47161865,,,38.379428864,,,279.93719482,443328.6875,6444929.5,-254.9304352
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,280.08920221,,,,26.000001907,,125.81771851,1.658357501,1.3245095015,65.25,157.48091125,,,37.733310699,,,280.08920288,443328.6875,6444929.5,-255.082428
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,280.24120221,,,,26.000001907,,125.81771851,1.6856366396,1.3067736626,65.25,157.4901886,,,38.051460266,,,280.24121094,443328.6875,6444929.5,-255.2344208
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,280.39320221,,,,26.000001907,,125.81771851,1.7114652395,1.3015606403,65.037445068,157.49946594,,,38.550109863,,,280.39318848,443328.6875,6444929.5,-255.3864288
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,280.54520221,,,,26.000001907,,125.81771851,1.7361177206,1.3231204748,64.364242554,157.50875854,,,41.751873016,,,280.54519653,443328.6875,6444929.5,-255.5384216
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,280.69720221,,,,26.000001907,,125.81771851,1.7555048466,1.3000924587,64.672622681,157.51803589,,,44.267280579,,,280.69720459,443328.6875,6444929.5,-255.6904144
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,280.84920221,,,,26.000001907,,125.81771851,1.7604130507,1.3185065985,64.749954224,157.52731323,,,45.30973053,,,280.84921265,443328.6875,6444929.5,-255.8424072
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,281.00120221,,,,26.000001907,,125.81771851,1.7625595331,1.3244205713,64.539978027,157.53659058,,,46.120326996,,,281.00119019,443328.71875,6444929.5,-255.9944
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,281.15320221,,,,26.000001907,,125.81771851,1.7622060776,1.3022279739,64.290802002,157.54588318,,,48.526405334,,,281.15319824,443328.71875,6444929.5,-256.1463928
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,281.30520221,,,,26.000001907,,125.81771851,1.7650029659,1.2685699463,65.084533691,157.55516052,,,49.725196838,,,281.3052063,443328.71875,6444929.5,-256.2984009
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,281.45720221,,,,26.000001907,,125.81771851,1.7805052996,1.2736955881,64.626029968,157.56443787,,,50.680713654,,,281.45721436,443328.71875,6444929.5,-256.4504089
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,281.60920221,,,,26.000001907,,125.81771851,1.811581254,1.3237695694,64.292617798,157.57373047,,,47.992534637,,,281.60919189,443328.71875,6444929.5,-256.6023865
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,281.76120221,,,,26.000001907,,125.81771851,1.8376311064,1.3805359602,64.043296814,157.58300781,,,47.302883148,,,281.76119995,443328.71875,6444929.5,-256.7543945
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,281.91320221,,,,26.000001907,,125.81771851,1.8357770443,1.3953090906,63.793960571,157.59228516,,,46.302581787,,,281.91320801,443328.71875,6444929.5,-256.9064026
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,282.06520221,,,,26.000001907,,125.81771851,1.8158311844,1.3901296854,63.75,157.60157776,,,48.712146759,,,282.06521606,443328.71875,6444929.5,-257.0584106
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,282.21720221,,,,26.000001907,,125.81771851,1.8002310991,1.4285738468,63.954692841,157.6108551,,,49.665023804,,,282.2171936,443328.71875,6444929.5,-257.2103577
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,282.36920221,,,,26.000001907,,125.81771851,1.8018189669,1.4682323933,64.204017639,157.62013245,,,49.443954468,,,282.36920166,443328.71875,6444929.5,-257.3623657
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,282.52120221,,,,26.000001907,,125.81771851,1.819922328,1.4687956572,64.453483582,157.62940979,,,45.205184937,,,282.52120972,443328.71875,6444929.5,-257.5143738
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,282.67320221,,,,26.000001907,,125.81771851,1.8515506983,1.4012441635,64.905586243,157.63870239,,,42.348716736,,,282.67318726,443328.71875,6444929.5,-257.6663513
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,282.82520221,,,,26.000001907,,125.81771851,1.8793588877,1.3872154951,65.202110291,157.64797974,,,40.567893982,,,282.82519531,443328.71875,6444929.5,-257.8183594
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,282.97720221,,,,26.000001907,,125.81771851,1.8875544071,1.4763482809,65.250030518,157.65725708,,,43.57453537,,,282.97720337,443328.71875,6444929.5,-257.9703674
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,283.12920221,,,,26.000001907,,125.81771851,1.8621127605,1.4705262184,65.450759888,157.66654968,,,48.114810944,,,283.12921143,443328.71875,6444929.5,-258.1223755
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,283.28120221,,,,26.000001907,,125.81771851,1.821323514,1.4609228373,65.29990387,157.67582703,,,50.556907654,,,283.28118896,443328.71875,6444929.5,-258.274353
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,283.43320221,,,,26.000001907,,125.81771851,1.7992485762,1.4153946638,65.449432373,157.68510437,,,48.518886566,,,283.43319702,443328.71875,6444929.5,-258.4263611
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,283.58520221,,,,26.000001907,,125.81771851,1.8111145496,1.4409822226,65.30116272,157.69439697,,,44.426670074,,,283.58520508,443328.71875,6444929.5,-258.5783386
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,283.73720221,,,,26.000001907,,125.81771851,1.8648802042,1.3424377441,65.051826477,157.70367432,,,41.004558563,,,283.73721313,443328.71875,6444929.5,-258.7303467
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,283.88920221,,,,26.000001907,,125.81771851,1.9401423931,1.2745201588,64.802497864,157.71295166,,,40.220310211,,,283.88919067,443328.71875,6444929.5,-258.8823242
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,284.04120221,,,,26.000001907,,125.81771851,1.9544080496,1.2814910412,64.75,157.722229,,,39.326366425,,,284.04119873,443328.71875,6444929.5,-259.0343323
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,284.19320221,,,,26.000001907,,125.81771851,1.9134708643,1.3325862885,64.75,157.73152161,,,39.486087799,,,284.19320679,443328.71875,6444929.5,-259.1863403
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,284.34520221,,,,26.000001907,,125.81771851,1.8800671101,1.3959435225,64.554458618,157.74079895,,,39.300510406,,,284.34521484,443328.71875,6444929.5,-259.3383484
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,284.49720221,,,,26.000001907,,125.81771851,1.8761706352,1.4488784075,64.305107117,157.75007629,,,39.608562469,,,284.49719238,443328.71875,6444929.5,-259.4903259
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,284.64920221,,,,26.000001907,,125.81771851,1.905354619,1.4568876028,64.249961853,157.7593689,,,40.107032776,,,284.64920044,443328.71875,6444929.5,-259.642334
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,284.80120221,,,,26.000001907,,125.81771851,1.9681007862,1.4330867529,64.056419373,157.76864624,,,39.347782135,,,284.8012085,443328.71875,6444929.5,-259.7943115
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,284.95320221,,,,26.000001907,,125.81771851,2.0303652287,1.4259374142,64.0,157.77792358,,,39.961647034,,,284.95321655,443328.71875,6444929.5,-259.9463196
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,285.10520221,,,,26.000001907,,125.81771851,2.062623024,1.4373048544,63.999973297,157.78721619,,,38.704978943,,,285.10519409,443328.71875,6444929.5,-260.0982971
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,285.25720221,,,,26.000001907,,125.81771851,2.0631680489,1.4503530264,63.808361053,157.79649353,,,40.022037506,,,285.25720215,443328.71875,6444930.0,-260.2503052
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,285.40920221,,,,26.000001907,,125.81771851,2.0327877998,1.4480415583,63.750022888,157.80577087,,,39.035125732,,,285.40921021,443328.71875,6444930.0,-260.4023132
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,285.56120221,,,,26.000001907,,125.81771851,2.0086755753,1.4227132797,64.130607605,157.81504822,,,38.586242676,,,285.56118774,443328.71875,6444930.0,-260.5542908
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,285.71320221,,,,26.000001907,,125.81771851,1.9975575209,1.3954907656,64.06036377,157.82434082,,,37.361167908,,,285.7131958,443328.71875,6444930.0,-260.7062988
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,285.86520221,,,,26.000001907,,125.81771851,1.9910482168,1.3946137428,64.377929688,157.83361816,,,36.992370605,,,285.86520386,443328.71875,6444930.0,-260.8583069
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,286.01720221,,,,26.000001907,,125.81771851,1.9957619905,1.4228788614,64.688285828,157.84289551,,,36.71754837,,,286.01721191,443328.71875,6444930.0,-261.0102844
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,286.16920221,,,,26.000001907,,125.81771851,2.0063760281,1.4544488192,65.125320435,157.85218811,,,37.72731781,,,286.16918945,443328.71875,6444930.0,-261.162262
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,286.32120221,,,,26.000001907,,125.81771851,2.0198092461,1.45561409,65.43699646,157.86146545,,,37.275772095,,,286.32119751,443328.71875,6444930.0,-261.31427
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,286.47320221,,,,26.000001907,,125.81771851,2.0346477032,1.453323245,65.68636322,157.8707428,,,39.328678131,,,286.47320557,443328.71875,6444930.0,-261.4662781
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,286.62520221,,,,26.000001907,,125.81771851,2.0429010391,1.465349555,65.749961853,157.8800354,,,38.755935669,,,286.62521362,443328.71875,6444930.0,-261.6182861
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,286.77720221,,,,26.000001907,,125.81771851,2.0444023609,1.4793480635,65.564903259,157.88931274,,,39.460659027,,,286.77719116,443328.71875,6444930.0,-261.7702637
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,286.92920221,,,,26.000001907,,125.81771851,2.0427854061,1.484911561,65.315582275,157.89859009,,,38.630897522,,,286.92919922,443328.71875,6444930.0,-261.9222717
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,287.08120221,,,,26.000001907,,125.81771851,2.0465567112,1.4718395472,65.066322327,157.90786743,,,41.632324219,,,287.08120728,443328.71875,6444930.0,-262.0742798
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,287.23320221,,,,26.000001907,,125.81771851,2.0579814911,1.4643622637,65.366172791,157.91716003,,,43.218383789,,,287.23321533,443328.71875,6444930.0,-262.2262878
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,287.38520221,,,,26.000001907,,125.81771851,2.0722141266,1.46849823,65.31754303,157.92643738,,,44.347110748,,,287.38519287,443328.71875,6444930.0,-262.3782654
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,287.53720221,,,,26.000001907,,125.81771851,2.0799868107,1.4766302109,65.068206787,157.93571472,,,43.650791168,,,287.53720093,443328.71875,6444930.0,-262.5302429
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,287.68920221,,,,26.000001907,,125.81771851,2.0768446922,1.4964874983,64.637786865,157.94500732,,,41.66532135,,,287.68920898,443328.71875,6444930.0,-262.682251
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,287.84120221,,,,26.000001907,,125.81771851,2.0652685165,1.5241866112,64.319564819,157.95428467,,,39.912231445,,,287.84121704,443328.71875,6444930.0,-262.834259
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,287.99320221,,,,26.000001907,,125.81771851,2.0569698811,1.5520200729,64.25,157.96356201,,,37.536289215,,,287.99319458,443328.71875,6444930.0,-262.9862366
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,288.14520221,,,,26.000001907,,125.81771851,2.0597083569,1.5592108965,64.25,157.97285461,,,37.923271179,,,288.14520264,443328.71875,6444930.0,-263.1382446
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,288.29720221,,,,26.000001907,,125.81771851,2.0698783398,1.5383962393,64.25,157.98213196,,,39.089118958,,,288.29721069,443328.71875,6444930.0,-263.2902527
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,288.44920221,,,,26.000001907,,125.81771851,2.0745193958,1.5039917231,64.249954224,157.9914093,,,39.975856781,,,288.44918823,443328.71875,6444930.0,-263.4422302
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,288.60120221,,,,26.000001907,,125.81771851,2.0683169365,1.4792186022,64.072807312,158.00068665,,,42.721920013,,,288.60119629,443328.71875,6444930.0,-263.5942078
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,288.75320221,,,,26.000001907,,125.81771851,2.0632345676,1.4746607542,64.000038147,158.00997925,,,45.537513733,,,288.75320435,443328.71875,6444930.0,-263.7462158
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,288.90520221,,,,26.000001907,,125.81771851,2.0636694431,1.4808759689,64.175857544,158.01925659,,,47.489860535,,,288.9052124,443328.71875,6444930.0,-263.8982239
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,289.05720221,,,,26.000001907,,125.81771851,2.0727071762,1.4982347488,64.250038147,158.02853394,,,45.109043121,,,289.05718994,443328.71875,6444930.0,-264.0502014
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,289.20920221,,,,26.000001907,,125.81771851,2.089236021,1.5171177387,64.599143982,158.03782654,,,41.060192108,,,289.209198,443328.71875,6444930.0,-264.2022095
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,289.36120221,,,,26.000001907,,125.81771851,2.1119954586,1.5400049686,65.097831726,158.04710388,,,39.387298584,,,289.36120605,443328.71875,6444930.0,-264.3542175
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,289.51320221,,,,26.000001907,,125.81771851,2.1401844025,1.5731465816,65.423248291,158.05638123,,,40.291954041,,,289.51321411,443328.71875,6444930.0,-264.5062256
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,289.66520221,,,,26.000001907,,125.81771851,2.1712238789,1.6154359579,65.5,158.06567383,,,42.85212326,,,289.66519165,443328.71875,6444930.0,-264.6582031
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,289.81720221,,,,26.000001907,,125.81771851,2.2198278904,1.6491322517,65.671897888,158.07495117,,,41.52501297,,,289.81719971,443328.71875,6444930.0,-264.8101807
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,289.96920221,,,,26.000001907,,125.81771851,2.2688317299,1.6659555435,65.749992371,158.08422852,,,39.322814941,,,289.96920776,443328.71875,6444930.0,-264.9621887
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,290.12120221,,,,26.000001907,,125.81771851,2.2992663383,1.6814953089,65.75,158.09350586,,,36.563961029,,,290.12121582,443328.71875,6444930.0,-265.1141968
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,290.27320221,,,,26.000001907,,125.81771851,2.3085026741,1.7077994347,65.410095215,158.10279846,,,35.95602417,,,290.27319336,443328.71875,6444930.0,-265.2661743
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,290.42520221,,,,26.000001907,,125.81771851,2.3026313782,1.7325212955,65.249961853,158.11207581,,,35.330841064,,,290.42520142,443328.71875,6444930.0,-265.4181824
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,290.57720221,,,,26.000001907,,125.81771851,2.3009734154,1.7251782417,65.081344604,158.12135315,,,35.19071579,,,290.57720947,443328.71875,6444930.0,-265.5701904
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,290.72920221,,,,26.000001907,,125.81771851,2.3072857857,1.6906269789,64.999946594,158.13064575,,,36.467636108,,,290.72918701,443328.71875,6444930.0,-265.722168
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,290.88120221,,,,26.000001907,,125.81771851,2.3090445995,1.6576607227,64.66544342,158.1399231,,,38.181434631,,,290.88119507,443328.71875,6444930.0,-265.874176
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,291.03320221,,,,26.000001907,,125.81771851,2.2965533733,1.6410120726,65.166496277,158.14920044,,,37.416675568,,,291.03320313,443328.71875,6444930.0,-266.0261536
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,291.18520221,,,,26.000001907,,125.81771851,2.2631595135,1.6409730911,64.172096252,158.15849304,,,36.272796631,,,291.18521118,443328.71875,6444930.0,-266.1781616
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,291.33720221,,,,26.000001907,,125.81771851,2.2218503952,1.6517258883,64.161460876,158.16777039,,,36.423999786,,,291.33718872,443328.71875,6444930.0,-266.3301392
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,291.48920221,,,,26.000001907,,125.81771851,2.1855227947,1.6524165869,64.994117737,158.17704773,,,37.222057343,,,291.48919678,443328.71875,6444930.0,-266.4821472
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,291.64120221,,,,26.000001907,,125.81771851,2.166498661,1.6289781332,64.101722717,158.18632507,,,36.341960907,,,291.64120483,443328.71875,6444930.0,-266.6341553
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,291.79320221,,,,26.000001907,,125.81771851,2.161203146,1.6046181917,64.153495789,158.19561768,,,34.452651978,,,291.79321289,443328.71875,6444930.0,-266.7861633
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,291.94520221,,,,26.000001907,,125.81771851,2.1571702957,1.5958474874,64.66268158,158.20489502,,,33.598247528,,,291.94519043,443328.71875,6444930.0,-266.9381409
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,292.09720221,,,,26.000001907,,125.81771851,2.1479907036,1.5963157415,64.263900757,158.21417236,,,35.464641571,,,292.09719849,443328.71875,6444930.0,-267.0901489
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,292.24920221,,,,26.000001907,,125.81771851,2.1356420517,1.5968413353,64.322769165,158.22346497,,,36.470703125,,,292.24920654,443328.71875,6444930.0,-267.242157
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,292.40120221,,,,26.000001907,,125.81771851,2.1271929741,1.6055853367,64.339294434,158.23274231,,,36.819263458,,,292.4012146,443328.71875,6444930.0,-267.3941345
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,292.55320221,,,,26.000001907,,125.81771851,2.1240622997,1.6134142876,64.570198059,158.24201965,,,36.651325226,,,292.55319214,443328.75,6444930.0,-267.5461121
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,292.70520221,,,,26.000001907,,125.81771851,2.139428854,1.6193996668,64.431144714,158.25131226,,,38.430976868,,,292.7052002,443328.75,6444930.0,-267.6981201
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,292.85720221,,,,26.000001907,,125.81771851,2.1846692562,1.628456831,64.726417542,158.2605896,,,40.832862854,,,292.85720825,443328.75,6444930.0,-267.8501282
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,293.00920221,,,,26.000001907,,125.81771851,2.2460107803,1.6546975374,65.316261292,158.26986694,,,41.562431335,,,293.00921631,443328.75,6444930.0,-268.0021362
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,293.16120221,,,,26.000001907,,125.81771851,2.3055546284,1.7056283951,64.869918823,158.27914429,,,40.794776917,,,293.16119385,443328.75,6444930.0,-268.1541138
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,293.31320221,,,,26.000001907,,125.81771851,2.3578476906,1.7723997831,64.029464722,158.28843689,,,38.814655304,,,293.3132019,443328.75,6444930.0,-268.3061218
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,293.46520221,,,,26.000001907,,125.81771851,2.3919870853,1.8448528051,63.75,157.96212769,,,36.754440308,,,293.46520996,443328.75,6444930.0,-268.4581299
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,293.61720221,,,,26.000001907,,125.81771851,2.4052026272,1.8808158636,63.75,156.97773743,,,38.103515625,,,293.6171875,443328.75,6444930.0,-268.6101074
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,293.76920221,,,,26.000001907,,125.81771851,2.4167978764,1.8965047598,63.75,155.94261169,,,41.453369141,,,293.76919556,443328.75,6444930.0,-268.762085
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,293.92120221,,,,26.000001907,,125.81771851,2.4415352345,1.883195281,63.287345886,156.15513611,,,44.850460052,,,293.92120361,443328.75,6444930.0,-268.914093
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,294.07320221,,,,26.000001907,,125.81771851,2.4719281197,1.8433055878,64.228424072,159.26382446,,,45.27350235,,,294.07321167,443328.75,6444930.0,-269.0661011
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,294.22520221,,,,26.000001907,,125.81771851,2.4936587811,1.7768279314,64.694168091,163.14048767,,,44.909599304,,,294.22518921,443328.75,6444930.0,-269.2180786
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,294.37720221,,,,26.000001907,,125.81771851,2.5018103123,1.7267751694,64.804397583,164.74337769,,,43.851615906,,,294.37719727,443328.75,6444930.0,-269.3700867
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,294.52920221,,,,26.000001907,,125.81771851,2.4969522953,1.7398998737,64.393661499,163.80805969,,,44.325069427,,,294.52920532,443328.75,6444930.0,-269.5220947
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,294.68120221,,,,26.000001907,,125.81771851,2.484805584,1.7909623384,64.301841736,160.74534607,,,42.861030579,,,294.68121338,443328.75,6444930.0,-269.6741028
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,294.83320221,,,,26.000001907,,125.81771851,2.4810442924,1.8272283077,64.349594116,158.41841125,,,41.337295532,,,294.83319092,443328.75,6444930.0,-269.8260803
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,294.98520221,,,,26.000001907,,125.81771851,2.4899663925,1.8210439682,63.35219574,157.66053772,,,40.134422302,,,294.98519897,443328.75,6444930.0,-269.9780579
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,295.13720221,,,,26.000001907,,125.81771851,2.4965350628,1.8079166412,63.643863678,157.38082886,,,39.287929535,,,295.13720703,443328.75,6444930.0,-270.1300659
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,295.28920221,,,,26.000001907,,125.81771851,2.5020270348,1.7869063616,64.10168457,157.59661865,,,39.824508667,,,295.28921509,443328.75,6444930.0,-270.282074
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,295.44120221,,,,26.000001907,,125.81771851,2.4988043308,1.7877856493,64.0,157.91812134,,,39.941951752,,,295.44119263,443328.75,6444930.0,-270.4340515
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,295.59320221,,,,26.000001907,,125.81771851,2.4670851231,1.805760622,64.293945313,153.70838928,,,41.458564758,,,295.59320068,443328.75,6444930.0,-270.5860596
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,295.74520221,,,,26.000001907,,125.81771851,2.3933999538,1.8120129108,64.79259491,152.92393494,,,42.327018738,,,295.74520874,443328.75,6444930.0,-270.7380676
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,295.89720221,,,,26.000001907,,125.81771851,2.2889807224,1.8028277159,64.999984741,155.8400116,,,40.091270447,,,295.8972168,443328.75,6444930.0,-270.8900757
