source_file,well_name,DEPT,FORCE_2020_LITHOFACIES_CONFIDENCE,FORCE_2020_LITHOFACIES_LITHOLOGY,CALI,BS,DCAL,MUDWEIGHT,ROP,RDEP,RSHA,RMED,RXO,RMIC,SP,DTS,DTC,NPHI,PEF,GR,RHOB,DRHO,DEPTH_MD,X_LOC,Y_LOC,Z_LOC
Force_2020_all_wells_train_test_blind_hidden_final/25_8-5 S.las,25/8-5 S  Jotun,1403.6784,1.0,65000.0,12.305833817,12.250000954,0.0558306612,1.2342119217,43.510311127,0.693290472,0.9576449394,0.8210076094,0.3482455611,0.2934855223,-226.5387726,,146.28125,0.8909669518,6.6458473206,87.224060059,2.100628376,-0.026917227,1403.6783447,463956.21875,6591321.5,-1377.665771
Force_2020_all_wells_train_test_blind_hidden_final/25_8-5 S.las,25/8-5 S  Jotun,1403.8304,1.0,65000.0,12.20170784,12.250000954,-0.048294358,1.2342119217,42.91753006,0.6984946132,0.9566167593,0.8319297433,0.416689992,0.3782987297,-226.3340912,,146.21911621,0.8910986185,6.467663765,89.385818481,2.1138579845,-0.02845603,1403.8304443,463956.1875,6591321.5,-1377.816406
Force_2020_all_wells_train_test_blind_hidden_final/25_8-5 S.las,25/8-5 S  Jotun,1403.9824,1.0,65000.0,12.25975132,12.250000954,0.0097499751,1.2342119217,42.420337677,0.6853813529,0.9428339005,0.8196331859,0.3802534342,0.352524817,-225.8339844,,146.95042419,0.897955358,6.3419709206,93.274467468,2.12494874,-0.025923863,1403.9824219,463956.1875,6591321.5,-1377.967163
Force_2020_all_wells_train_test_blind_hidden_final/25_8-5 S.las,25/8-5 S  Jotun,1404.1344,1.0,65000.0,12.356444359,12.250000954,0.1064413488,1.2342119217,42.025085449,0.6743133664,0.9296546578,0.804657042,0.41347453,0.3770081997,-226.2980347,,147.98382568,0.8944386244,6.663775444,89.028266907,2.12464571,-0.025042459,1404.1343994,463956.1875,6591321.5,-1378.11792
Force_2020_all_wells_train_test_blind_hidden_final/25_8-5 S.las,25/8-5 S  Jotun,1404.2864,1.0,65000.0,12.371801376,12.250000954,0.1217998117,1.2342119217,41.629863739,0.6654353142,0.922745347,0.7905234694,0.3342563808,0.4009663165,-227.5053864,,148.26698303,0.9180298448,7.2972698212,85.051635742,2.1123094559,-0.03076653,1404.286377,463956.15625,6591321.5,-1378.268677
Force_2020_all_wells_train_test_blind_hidden_final/25_8-5 S.las,25/8-5 S  Jotun,1404.4384,1.0,65000.0,12.343946457,12.250000954,0.0939442143,1.2342119217,41.234714508,0.6633908749,0.9318013787,0.7894083261,0.3318201005,0.4051529765,-226.5343628,,147.20445251,0.9454969764,7.996445179,91.546684265,2.0958242416,-0.041108411,1404.4383545,463956.15625,6591321.0,-1378.419434
Force_2020_all_wells_train_test_blind_hidden_final/25_8-5 S.las,25/8-5 S  Jotun,1404.5904,1.0,65000.0,12.429171562,12.250000954,0.1791683733,1.2342119217,40.882694244,0.6816610098,0.9512404203,0.8117414713,0.3444851339,0.3796703815,-225.7256012,,145.17433167,0.9352992177,8.831946373,96.359924316,2.0845370293,-0.048421778,1404.5904541,463956.125,6591321.0,-1378.57019
Force_2020_all_wells_train_test_blind_hidden_final/25_8-5 S.las,25/8-5 S  Jotun,1404.7424,1.0,65000.0,12.532396317,12.250000954,0.2823942006,1.2342119217,40.578708649,0.6893476248,0.9629419446,0.8197418451,0.2502871156,0.3158614337,-225.5181274,,143.18881226,0.925101459,9.5798463821,92.123794556,2.0837483406,-0.046734657,1404.7424316,463956.125,6591321.0,-1378.720947
Force_2020_all_wells_train_test_blind_hidden_final/25_8-5 S.las,25/8-5 S  Jotun,1404.8944,1.0,65000.0,12.602247238,12.250000954,0.35224545,1.2342119217,40.032752991,0.6947989464,0.9718580246,0.8248178959,0.279210031,0.3427470028,-225.3252258,,142.09794617,0.9149037004,9.5767784119,89.018699646,2.0896830559,-0.039773591,1404.8944092,463956.09375,6591321.0,-1378.871704
Force_2020_all_wells_train_test_blind_hidden_final/25_8-5 S.las,25/8-5 S  Jotun,1405.0464,1.0,65000.0,12.622102737,12.250000954,0.3721039891,1.2342119217,39.212200165,0.7057706118,0.9730215669,0.8373484015,0.2894735336,0.3148049712,-225.3761139,,141.9367981,0.9047059417,8.9893264771,91.336677551,2.0941579342,-0.035306126,1405.0463867,463956.09375,6591321.0,-1379.022461
Force_2020_all_wells_train_test_blind_hidden_final/25_8-5 S.las,25/8-5 S  Jotun,1405.1984,1.0,65000.0,12.536081314,12.250000954,0.2860841155,1.2342119217,38.327827454,0.6969909072,0.9629317522,0.8330240846,0.1328385621,0.2615355849,-225.7135773,,142.2374115,0.8808997273,8.7261772156,91.262535095,2.0934903622,-0.035275407,1405.1983643,463956.09375,6591321.0,-1379.173218
Force_2020_all_wells_train_test_blind_hidden_final/25_8-5 S.las,25/8-5 S  Jotun,1405.3504,1.0,65000.0,12.426973343,12.250000954,0.1769766808,1.2342119217,37.370197296,0.6855461597,0.9466485977,0.8179271221,0.1988684833,0.2766029835,-225.6266632,,142.68031311,0.8665543199,8.9520225525,95.166999817,2.0901994705,-0.035388082,1405.3503418,463956.0625,6591321.0,-1379.323975
Force_2020_all_wells_train_test_blind_hidden_final/25_8-5 S.las,25/8-5 S  Jotun,1405.5024,1.0,65000.0,12.315306664,12.250000954,0.0653059855,1.2342119217,36.788188934,0.6717128754,0.9206669331,0.8042259216,0.2908565104,0.2051171809,-225.5508575,,143.14834595,0.8848335743,8.9680395126,93.148376465,2.087821722,-0.031955741,1405.5024414,463956.0625,6591321.0,-1379.474731
Force_2020_all_wells_train_test_blind_hidden_final/25_8-5 S.las,25/8-5 S  Jotun,1405.6544,1.0,65000.0,12.227966309,12.250000954,-0.022036768,1.2342119217,36.651344299,0.6446269155,0.890525341,0.7770824432,0.2520048618,0.1598847806,-225.4594116,,143.69203186,0.9069369435,8.2009849548,90.548980713,2.0885424614,-0.025477169,1405.6544189,463956.03125,6591321.0,-1379.625488
Force_2020_all_wells_train_test_blind_hidden_final/25_8-5 S.las,25/8-5 S  Jotun,1405.8064,1.0,65000.0,12.316431046,12.250000954,0.0664301068,1.2342119217,38.226329803,0.6201251149,0.8676303625,0.7464595437,0.358158797,0.2484026104,-225.4199219,,144.31221008,0.934448421,7.0868768692,89.303359985,2.0939831734,-0.018513191,1405.8063965,463956.03125,6591321.0,-1379.776245
Force_2020_all_wells_train_test_blind_hidden_final/25_8-5 S.las,25/8-5 S  Jotun,1405.9584,1.0,65000.0,12.536094666,12.250000954,0.2860964537,1.2342119217,41.874622345,0.612034142,0.8587194085,0.7325411439,0.3529993594,0.2768157721,-225.5926361,,144.77095032,0.9469596148,6.5666904449,87.378288269,2.1006922722,-0.01475099,1405.958374,463956.0,6591321.0,-1379.927002
Force_2020_all_wells_train_test_blind_hidden_final/25_8-5 S.las,25/8-5 S  Jotun,1406.1104,1.0,65000.0,12.588590622,12.250000954,0.3385934234,1.2342119217,42.444488525,0.6140475869,0.8597504497,0.7319161892,0.188342154,0.3011128902,-226.5598755,,144.90603638,0.9155993462,6.9769873619,87.340812683,2.1018192768,-0.017188404,1406.1103516,463956.0,6591321.0,-1380.077759
Force_2020_all_wells_train_test_blind_hidden_final/25_8-5 S.las,25/8-5 S  Jotun,1406.2624,1.0,65000.0,12.524378777,12.250000954,0.2743811011,1.2342119217,39.206630707,0.6192306876,0.866578877,0.7387738824,0.1682494134,0.3636596203,-227.6193085,,144.79891968,0.8670354486,7.7334837914,85.282615662,2.0930681229,-0.027301459,1406.2624512,463956.0,6591321.0,-1380.228516
Force_2020_all_wells_train_test_blind_hidden_final/25_8-5 S.las,25/8-5 S  Jotun,1406.4144,1.0,65000.0,12.539019585,12.250000954,0.2890198231,1.2342119217,37.117385864,0.6318311095,0.8760336637,0.7512314916,0.3105289638,0.2867904305,-227.0168915,,144.42591858,0.8429723978,8.0297574997,86.935150146,2.0792429447,-0.040197682,1406.4144287,463955.96875,6591321.0,-1380.37915
Force_2020_all_wells_train_test_blind_hidden_final/25_8-5 S.las,25/8-5 S  Jotun,1406.5664,1.0,65000.0,12.544741631,12.250000954,0.2947442234,1.2342119217,36.478916168,0.6383404136,0.8807302117,0.7603110671,0.2912566066,0.1816045493,-226.1326904,,143.33963013,0.8634152412,7.759496212,94.737182617,2.0720074177,-0.046448622,1406.5664063,463955.96875,6591321.0,-1380.530029
Force_2020_all_wells_train_test_blind_hidden_final/25_8-5 S.las,25/8-5 S  Jotun,1406.7184,1.0,65000.0,12.649536133,12.250000954,0.3995378315,1.2342119217,35.780864716,0.6340272427,0.8843476176,0.7510992885,0.1388729513,0.2281278521,-225.6871796,,141.0039978,0.9084213376,7.3602290154,94.061515808,2.075987339,-0.043427698,1406.7183838,463955.9375,6591321.0,-1380.680786
Force_2020_all_wells_train_test_blind_hidden_final/25_8-5 S.las,25/8-5 S  Jotun,1406.8704,1.0,65000.0,12.714015007,12.250000954,0.4640132785,1.2342119217,35.005592346,0.6408364177,0.8926926851,0.7555856705,0.1477836072,0.313713342,-225.5628204,,137.63536072,0.8928796053,7.1830544472,89.168754578,2.0855395794,-0.03558851,1406.8703613,463955.9375,6591321.0,-1380.831543
Force_2020_all_wells_train_test_blind_hidden_final/25_8-5 S.las,25/8-5 S  Jotun,1407.0224,1.0,65000.0,12.66640377,12.250000954,0.4164015651,1.2342119217,33.490524292,0.6496071219,0.9015796185,0.7687360644,0.1942322254,0.2296198457,-225.2110596,,134.73059082,0.768251121,7.3858470917,88.419708252,2.0936841965,-0.029460512,1407.0224609,463955.90625,6591321.0,-1380.982178
Force_2020_all_wells_train_test_blind_hidden_final/25_8-5 S.las,25/8-5 S  Jotun,1407.1744,1.0,65000.0,12.666305542,12.250000954,0.4163028598,1.2342119217,30.997041702,0.6505007148,0.9134611487,0.7705401778,0.253870368,0.1441673785,-224.9396667,,134.32675171,0.6283559203,8.1000499725,88.957359314,2.106626749,-0.028231241,1407.1744385,463955.90625,6591321.0,-1381.132935
Force_2020_all_wells_train_test_blind_hidden_final/25_8-5 S.las,25/8-5 S  Jotun,1407.3264,1.0,65000.0,12.637807846,12.250000954,0.7122880816,1.2342119217,29.151535034,0.6581214666,0.9211416245,0.7878407836,0.2846500874,0.1825057566,-225.2459412,,137.28631592,0.5727743506,9.395904541,88.448257446,2.1425335407,-0.02593942,1407.326416,463955.90625,6591321.0,-1381.283813
Force_2020_all_wells_train_test_blind_hidden_final/25_8-5 S.las,25/8-5 S  Jotun,1407.4784,1.0,65000.0,12.527141571,12.250000954,1.0889393091,1.2342119217,28.178792953,0.6459217668,0.9093701839,0.7769556046,0.4353132248,0.2322179675,-225.5291748,,142.3870697,0.6093072891,10.804048538,83.951568604,2.2035882473,-0.013216852,1407.4783936,463955.875,6591321.0,-1381.43457
Force_2020_all_wells_train_test_blind_hidden_final/25_8-5 S.las,25/8-5 S  Jotun,1407.6304,1.0,65000.0,12.416475296,12.250000954,0.6760588288,1.2342119217,28.612970352,0.6312419176,0.8811197877,0.7550963163,0.4290194213,0.2808779776,-225.5453186,,147.17843628,0.7107340693,11.386274338,76.640487671,2.2535161972,0.0062737535,1407.6303711,463955.875,6591321.0,-1381.585327
Force_2020_all_wells_train_test_blind_hidden_final/25_8-5 S.las,25/8-5 S  Jotun,1407.7824,1.0,65000.0,12.328024864,12.250000954,-0.021190563,1.2342119217,30.983974457,0.6187199354,0.8601700664,0.7378666401,0.3273965418,0.3477529287,-225.4794464,,149.76283264,0.8204547763,11.241465569,78.948448181,2.2457118034,0.0156082297,1407.7823486,463955.84375,6591321.0,-1381.735962
Force_2020_all_wells_train_test_blind_hidden_final/25_8-5 S.las,25/8-5 S  Jotun,1407.9344,1.0,65000.0,12.270413399,12.250000954,-0.118679367,1.2342119217,33.462833405,0.6183791757,0.8622880578,0.7349088788,0.2710159719,0.4105367661,-225.6175842,,149.86146545,0.8845318556,11.546738625,89.397964478,2.1836502552,0.0065255836,1407.9344482,463955.84375,6591321.0,-1381.886719
Force_2020_all_wells_train_test_blind_hidden_final/25_8-5 S.las,25/8-5 S  Jotun,1408.0864,1.0,65000.0,12.365972519,12.250000954,0.11597085,1.2342119217,36.092155457,0.6348045468,0.8792504072,0.7531642318,0.1502315998,0.3421962261,-225.8999023,,148.41667175,0.9034318328,12.433374405,89.042922974,2.1158335209,-0.01216588,1408.0864258,463955.8125,6591321.0,-1382.037598
Force_2020_all_wells_train_test_blind_hidden_final/25_8-5 S.las,25/8-5 S  Jotun,1408.2384,1.0,65000.0,12.579156876,12.250000954,0.3291540444,1.2342119217,39.345695496,0.6448894739,0.8998110294,0.7625144124,0.2041098326,0.2720274627,-225.460495,,146.45010376,0.9043015838,12.685901642,89.560684204,2.0758969784,-0.028995512,1408.2384033,463955.8125,6591321.0,-1382.188354
Force_2020_all_wells_train_test_blind_hidden_final/25_8-5 S.las,25/8-5 S  Jotun,1408.3904,1.0,65000.0,12.613304138,12.250000954,0.3633022606,1.2342119217,43.494812012,0.6486399174,0.9157815576,0.7699157596,0.1958753318,0.2542719543,-225.0242767,,144.45521545,0.8933103681,11.433771133,90.954475403,2.0659964085,-0.036878027,1408.3903809,463955.8125,6591321.0,-1382.339111
Force_2020_all_wells_train_test_blind_hidden_final/25_8-5 S.las,25/8-5 S  Jotun,1408.5424,1.0,65000.0,12.595541954,12.250000954,0.3455411196,1.2342119217,45.915157318,0.649510622,0.9250320792,0.775409162,0.1721477807,0.2257546484,-224.6647644,,142.5546875,0.8825291991,9.3134851456,89.726730347,2.0715198517,-0.034777142,1408.5423584,463955.78125,6591321.0,-1382.489868
Force_2020_all_wells_train_test_blind_hidden_final/25_8-5 S.las,25/8-5 S  Jotun,1408.6944,1.0,65000.0,12.664885521,12.250000954,0.4148847461,1.2342119217,45.793552399,0.6635484695,0.9295864701,0.7960784435,0.3781604171,0.2027458549,-224.1110687,,140.84864807,0.8898422718,7.7659463882,86.808120728,2.0804083347,-0.025175121,1408.694458,463955.78125,6591321.0,-1382.640747
Force_2020_all_wells_train_test_blind_hidden_final/25_8-5 S.las,25/8-5 S  Jotun,1408.8464,1.0,65000.0,12.787694931,12.250000954,0.5376942754,1.2342119217,45.598976135,0.6689601541,0.9202620983,0.8021210432,0.4073130488,0.1854110956,-223.7745056,,139.49243164,0.9148649573,7.2285003662,84.85962677,2.0864121914,-0.012810969,1408.8464355,463955.75,6591321.0,-1382.791382
Force_2020_all_wells_train_test_blind_hidden_final/25_8-5 S.las,25/8-5 S  Jotun,1408.9984,1.0,65000.0,12.797520638,12.250000954,0.5475175977,1.2342119217,45.295101166,0.6441169381,0.9081528783,0.7687900662,0.3851135373,0.2638260424,-224.3745117,,138.59915161,0.9503208399,7.4898738861,88.562652588,2.0811121464,-0.007269823,1408.9984131,463955.75,6591321.0,-1382.942139
Force_2020_all_wells_train_test_blind_hidden_final/25_8-5 S.las,25/8-5 S  Jotun,1409.1504,1.0,65000.0,12.898755074,12.250000954,0.6487572789,1.2342119217,44.931083679,0.6439604163,0.9109360576,0.7694105506,0.309678793,0.4006867111,-225.1437683,,138.25352478,0.959276855,8.7367086411,89.939559937,2.0624582767,-0.014611486,1409.1503906,463955.75,6591321.0,-1383.092896
Force_2020_all_wells_train_test_blind_hidden_final/25_8-5 S.las,25/8-5 S  Jotun,1409.3024,1.0,65000.0,12.95050621,12.250000954,0.7005109787,1.2342119217,44.475017548,0.647302568,0.9261222482,0.7717735171,0.1561314911,0.3971896768,-225.3228455,,138.50041199,0.9244443774,11.138965607,89.567344666,2.0420353413,-0.029138861,1409.3023682,463955.71875,6591321.0,-1383.243652
Force_2020_all_wells_train_test_blind_hidden_final/25_8-5 S.las,25/8-5 S  Jotun,1409.4544,1.0,65000.0,12.740688324,12.250000954,0.4906894565,1.2342119217,44.373920441,0.6628299356,0.9464344382,0.7868831158,0.1957518458,0.3570426106,-225.5600433,,139.33987427,0.8865641356,13.759412766,91.176383972,2.0349638462,-0.039158683,1409.4543457,463955.71875,6591321.0,-1383.394531
Force_2020_all_wells_train_test_blind_hidden_final/25_8-5 S.las,25/8-5 S  Jotun,1409.6064,1.0,65000.0,12.640678406,12.250000954,0.3906772435,1.2342119217,44.829986572,0.6868567467,0.9569231272,0.8228718042,0.1896026582,0.2392910123,-226.1492462,,140.58776855,0.8854045868,14.941547394,89.435493469,2.0471560955,-0.038199451,1409.6064453,463955.6875,6591321.0,-1383.545166
Force_2020_all_wells_train_test_blind_hidden_final/25_8-5 S.las,25/8-5 S  Jotun,1409.7584,1.0,65000.0,12.69325161,12.250000954,0.4432539046,1.2342119217,44.760871887,0.6788395047,0.9456403255,0.8196585178,0.4865203798,0.1649694443,-226.2675323,,141.8102417,0.9114073515,14.018292427,89.125190735,2.0709826946,-0.031244703,1409.7584229,463955.6875,6591320.5,-1383.695923
Force_2020_all_wells_train_test_blind_hidden_final/25_8-5 S.las,25/8-5 S  Jotun,1409.9104,1.0,65000.0,12.807891846,12.250000954,0.5578902364,1.2342119217,43.848731995,0.6634445786,0.9151080251,0.7992552519,0.4511672854,0.1848447323,-226.3700104,,142.52030945,0.9339981079,11.594690323,87.95413208,2.0927290916,-0.028118411,1409.9104004,463955.65625,6591320.5,-1383.84668
Force_2020_all_wells_train_test_blind_hidden_final/25_8-5 S.las,25/8-5 S  Jotun,1410.0624,1.0,65000.0,12.869142532,12.250000954,0.6191405654,1.2342119217,44.88741684,0.6259301901,0.8885537386,0.7534489632,0.4871412814,0.2896780074,-226.0686493,,142.43354797,0.931779325,9.2526283264,84.805389404,2.104820013,-0.02902166,1410.0623779,463955.65625,6591320.5,-1383.997437
Force_2020_all_wells_train_test_blind_hidden_final/25_8-5 S.las,25/8-5 S  Jotun,1410.2144,1.0,65000.0,12.914717674,12.250000954,0.6647173166,1.2342119217,49.128986359,0.6212761998,0.8833734989,0.7433666587,0.4643955827,0.461614579,-225.914505,,141.79556274,0.915646255,8.4500350952,85.667106628,2.1026847363,-0.028834622,1410.2143555,463955.65625,6591320.5,-1384.148193
Force_2020_all_wells_train_test_blind_hidden_final/25_8-5 S.las,25/8-5 S  Jotun,1410.3664,1.0,65000.0,12.936086655,12.250000954,0.6860840321,1.2342119217,50.827327728,0.6345956922,0.8987255096,0.7525732517,0.3116180897,0.4572176039,-225.7674408,,141.25671387,0.9216436744,9.3452138901,88.565315247,2.0852458477,-0.027194176,1410.3664551,463955.625,6591320.5,-1384.29895
Force_2020_all_wells_train_test_blind_hidden_final/25_8-5 S.las,25/8-5 S  Jotun,1410.5184,1.0,65000.0,12.888308525,12.250000954,0.6383063793,1.2342119217,48.258010864,0.655823648,0.9440888166,0.7752876878,0.4385173917,0.4751401246,-225.4477692,,141.19799805,0.9521795511,10.919420242,89.9895401,2.065769434,-0.025336601,1410.5184326,463955.625,6591320.5,-1384.449707
Force_2020_all_wells_train_test_blind_hidden_final/25_8-5 S.las,25/8-5 S  Jotun,1410.6704,1.0,65000.0,12.850133896,12.250000954,0.6001318097,1.2342119217,45.81262207,0.7035878897,0.9880799651,0.8252064586,0.4450846314,0.4137085676,-226.3171234,,141.23875427,0.9799824357,11.249032021,88.02256012,2.0626242161,-0.024397781,1410.6704102,463955.59375,6591320.5,-1384.600464
Force_2020_all_wells_train_test_blind_hidden_final/25_8-5 S.las,25/8-5 S  Jotun,1410.8224,1.0,65000.0,12.778182983,12.250000954,0.5281816125,1.2342119217,43.577846527,0.7243424654,0.9789295793,0.8692931533,0.346881777,0.3811373413,-226.554306,,140.56607056,0.9723668694,9.6579408646,85.650901794,2.0783631802,-0.025550239,1410.8223877,463955.59375,6591320.5,-1384.751221
Force_2020_all_wells_train_test_blind_hidden_final/25_8-5 S.las,25/8-5 S  Jotun,1410.9744,1.0,65000.0,12.745551109,12.250000954,0.4955484569,1.2342119217,39.437904358,0.6746947169,0.9449350834,0.818564117,0.4125500321,0.4542320967,-226.7584686,,138.79248047,0.9270626903,7.9983434677,86.124465942,2.0927875042,-0.029641641,1410.9743652,463955.5625,6591320.5,-1384.901978
Force_2020_all_wells_train_test_blind_hidden_final/25_8-5 S.las,25/8-5 S  Jotun,1411.1264,1.0,65000.0,12.739947319,12.250000954,0.4899452925,1.2342119217,31.942390442,0.6627579331,0.9240992665,0.7954801321,0.4587872326,0.4150164127,-226.9279175,,136.41459656,0.8651664853,8.182302475,86.416908264,2.0838899612,-0.034429975,1411.1263428,463955.5625,6591320.5,-1385.052734
Force_2020_all_wells_train_test_blind_hidden_final/25_8-5 S.las,25/8-5 S  Jotun,1411.2784,1.0,65000.0,12.691259384,12.250000954,0.4412578642,1.2342119217,26.991588593,0.6447139978,0.9265075326,0.7681716084,0.4911215305,0.3967520893,-226.8611603,,134.52276611,0.8225975633,10.726985931,89.067108154,2.0570726395,-0.034881845,1411.2784424,463955.5625,6591320.5,-1385.203491
Force_2020_all_wells_train_test_blind_hidden_final/25_8-5 S.las,25/8-5 S  Jotun,1411.4304,1.0,65000.0,12.647817612,12.250000954,0.3978160322,1.2342119217,26.611661911,0.668276608,0.9540415406,0.7913790345,0.3469871283,0.4824853539,-227.6470947,,133.89360046,0.8296452761,14.029989243,88.729682922,2.0403962135,-0.028121136,1411.4304199,463955.53125,6591320.5,-1385.354248
Force_2020_all_wells_train_test_blind_hidden_final/25_8-5 S.las,25/8-5 S  Jotun,1411.5824,1.0,65000.0,12.615697861,12.250000954,0.365695715,1.2342119217,26.906526566,0.707233429,0.9876611829,0.8402442336,0.2404967099,0.4746311009,-228.093689,,134.38656616,0.8727509379,14.475776672,85.208992004,2.0503342152,-0.017246993,1411.5823975,463955.53125,6591320.5,-1385.505005
Force_2020_all_wells_train_test_blind_hidden_final/25_8-5 S.las,25/8-5 S  Jotun,1411.7344,1.0,65000.0,12.618037224,12.250000954,0.3680395484,1.2342119217,28.441448212,0.7154501677,1.0020142794,0.853705585,0.2727614939,0.4377869368,-228.7705841,,135.1802063,0.9057347775,11.618860245,87.134742737,2.0779166222,-0.00926601,1411.734375,463955.5,6591320.5,-1385.655762
Force_2020_all_wells_train_test_blind_hidden_final/25_8-5 S.las,25/8-5 S  Jotun,1411.8864,1.0,65000.0,12.585653305,12.250000954,0.3356536329,1.2342119217,29.343767166,0.7209405303,0.9905024767,0.8685371876,0.2929353118,0.2828348875,-229.1343079,,135.29011536,0.8736819029,8.099697113,88.237014771,2.1057450771,-0.005224167,1411.8863525,463955.5,6591320.5,-1385.806519
Force_2020_all_wells_train_test_blind_hidden_final/25_8-5 S.las,25/8-5 S  Jotun,1412.0384,1.0,65000.0,12.554885864,12.250000954,0.3048831224,1.2342119217,29.055049896,0.6938317418,0.9763424397,0.8280367255,0.3637852371,0.287578553,-229.4837952,,134.19554138,0.7912027836,6.5379395485,84.294700623,2.1281232834,0.001242119,1412.0384521,463955.46875,6591320.5,-1385.957275
Force_2020_all_wells_train_test_blind_hidden_final/25_8-5 S.las,25/8-5 S  Jotun,1412.1904,1.0,65000.0,12.5788908,12.250000954,0.3288883865,1.2342119217,28.818117142,0.7005889416,0.9734329581,0.8344730139,0.3116416931,0.2731975317,-229.3733978,,132.24632263,0.7336566448,6.6832075119,82.660720825,2.1449632645,0.0025113618,1412.1904297,463955.46875,6591320.5,-1386.10791
Force_2020_all_wells_train_test_blind_hidden_final/25_8-5 S.las,25/8-5 S  Jotun,1412.3424,1.0,65000.0,12.616346359,12.250000954,0.366345644,1.2342119217,28.681339264,0.7062030435,0.9695355892,0.8454165459,0.2314024866,0.3161637187,-229.4666443,,130.43980408,0.7313109636,7.8534517288,84.373817444,2.1517214775,-0.021450257,1412.3424072,463955.46875,6591320.5,-1386.258789
Force_2020_all_wells_train_test_blind_hidden_final/25_8-5 S.las,25/8-5 S  Jotun,1412.4944,1.0,65000.0,12.632189751,12.250000954,0.3821936548,1.2342119217,30.678216934,0.6802173853,0.9574391246,0.8081399798,0.4465454221,0.3173243999,-230.2770386,,129.84829712,0.7606697083,9.3053207397,84.534568787,2.1558406353,-0.064008713,1412.4943848,463955.4375,6591320.5,-1386.409546
Force_2020_all_wells_train_test_blind_hidden_final/25_8-5 S.las,25/8-5 S  Jotun,1412.6464,1.0,65000.0,12.699380875,12.250000954,0.4493846297,1.2342119217,36.878543854,0.6938085556,0.9459245205,0.8342838287,0.4349842072,0.3082384467,-230.2343903,,130.94308472,0.7877529263,10.367500305,80.287963867,2.1656382084,-0.089975439,1412.6463623,463955.4375,6591320.5,-1386.560303
Force_2020_all_wells_train_test_blind_hidden_final/25_8-5 S.las,25/8-5 S  Jotun,1412.7984,1.0,65000.0,12.650118828,12.250000954,0.4001240134,1.2342119217,41.001415253,0.6713274121,0.9377804399,0.799349308,0.2411281019,0.3419272006,-230.3213348,,133.31568909,0.8065508008,11.198001862,77.205108643,2.1732749939,-0.073452532,1412.7983398,463955.40625,6591320.5,-1386.710938
Force_2020_all_wells_train_test_blind_hidden_final/25_8-5 S.las,25/8-5 S  Jotun,1412.9504,1.0,65000.0,12.607749939,12.250000954,0.3577526212,1.2342119217,40.925449371,0.6669820547,0.9356667399,0.7956261039,0.2180620283,0.4460202754,-230.7248077,,136.15066528,0.8338793516,12.062943459,82.606712341,2.1686263084,-0.030072356,1412.9504395,463955.40625,6591320.5,-1386.861694
Force_2020_all_wells_train_test_blind_hidden_final/25_8-5 S.las,25/8-5 S  Jotun,1413.1024,1.0,65000.0,12.557911873,12.250000954,0.3079078794,1.2342119217,39.081085205,0.6694170833,0.9337411523,0.8010478616,0.4059895277,0.3659563959,-231.1882019,,138.86906433,0.8634046316,12.463504791,85.893051147,2.1535761356,0.0036491309,1413.102417,463955.375,6591320.5,-1387.012573
Force_2020_all_wells_train_test_blind_hidden_final/25_8-5 S.las,25/8-5 S  Jotun,1413.2544,1.0,65000.0,12.561909676,12.250000954,0.3119058907,1.2342119217,33.577320099,0.6613351703,0.9237111211,0.7912654877,0.3680044711,0.2198212147,-231.399826,,141.20999146,0.8815487027,11.557593346,85.750961304,2.1356263161,0.0111013539,1413.2543945,463955.375,6591320.5,-1387.163208
Force_2020_all_wells_train_test_blind_hidden_final/25_8-5 S.las,25/8-5 S  Jotun,1413.4064,1.0,65000.0,12.626947403,12.250000954,0.3769446909,1.2342119217,29.830547333,0.6495005488,0.9150295258,0.7730876803,0.2917711735,0.2546479404,-231.8147888,,142.88769531,0.8978301883,9.5686197281,85.07144165,2.1197416782,0.0030650543,1413.4063721,463955.375,6591320.5,-1387.313965
Force_2020_all_wells_train_test_blind_hidden_final/25_8-5 S.las,25/8-5 S  Jotun,1413.5584,1.0,65000.0,12.809679031,12.250000954,0.5596776009,1.2342119217,29.8001194,0.654683888,0.9109369516,0.7776171565,0.3448962271,0.3380261958,-232.8102264,,143.6739502,0.9345663786,8.1562051773,88.77180481,2.1080582142,-0.003380511,1413.5583496,463955.34375,6591320.5,-1387.464722
Force_2020_all_wells_train_test_blind_hidden_final/25_8-5 S.las,25/8-5 S  Jotun,1413.7104,1.0,65000.0,12.878735542,12.250000954,0.6287362576,1.2342119217,29.994991302,0.6533454657,0.9130880833,0.7805136442,0.1601343155,0.2971576452,-233.1578979,,143.69229126,0.9757394791,8.2466506958,90.078239441,2.0933718681,-0.009352766,1413.7104492,463955.34375,6591320.5,-1387.615479
Force_2020_all_wells_train_test_blind_hidden_final/25_8-5 S.las,25/8-5 S  Jotun,1413.8624,1.0,65000.0,12.766654968,12.250000954,0.5166570544,1.2342119217,30.679159164,0.6533689499,0.9212103486,0.7757532001,0.3341729343,0.3198046088,-232.5144806,,143.47106934,0.9854245782,9.7443132401,89.280319214,2.0800769329,-0.015649553,1413.8624268,463955.3125,6591320.5,-1387.766235
