source_file,well_name,DEPT,FORCE_2020_LITHOFACIES_CONFIDENCE,FORCE_2020_LITHOFACIES_LITHOLOGY,CALI,BS,DCAL,RDEP,RSHA,RMED,RXO,SP,DTC,NPHI,PEF,GR,RHOB,DRHO,DEPTH_MD,X_LOC,Y_LOC,Z_LOC
Force_2020_all_wells_train_test_blind_hidden_final/25_2-13 T4.las,25/2-13 T4,364.36,,,,26.000001907,,1.0857080221,,,,-2890.168945,,,,48.459068298,,,364.35998535,469330.34375,6628727.5,-342.2983398
Force_2020_all_wells_train_test_blind_hidden_final/25_2-13 T4.las,25/2-13 T4,364.512,,,,26.000001907,,1.0922979116,,,,-2888.804443,,,,48.327148438,,,364.51199341,469330.34375,6628727.5,-342.4502869
Force_2020_all_wells_train_test_blind_hidden_final/25_2-13 T4.las,25/2-13 T4,364.664,,,,26.000001907,,1.1037647724,,,,-2887.441162,,,,48.187931061,,,364.66400146,469330.34375,6628727.5,-342.6022644
Force_2020_all_wells_train_test_blind_hidden_final/25_2-13 T4.las,25/2-13 T4,364.816,,,,26.000001907,,1.115734458,,,,-2886.078369,,,,48.05185318,,,364.81600952,469330.34375,6628727.5,-342.7542419
Force_2020_all_wells_train_test_blind_hidden_final/25_2-13 T4.las,25/2-13 T4,364.968,,,,26.000001907,,1.1277029514,,,,-2884.715088,,,,47.917995453,,,364.96798706,469330.34375,6628727.5,-342.9062195
Force_2020_all_wells_train_test_blind_hidden_final/25_2-13 T4.las,25/2-13 T4,365.12,,,,26.000001907,,1.1387822628,,,,-2883.351563,,,,47.807479858,,,365.11999512,469330.34375,6628727.5,-343.0581665
Force_2020_all_wells_train_test_blind_hidden_final/25_2-13 T4.las,25/2-13 T4,365.272,,,,26.000001907,,1.1470924616,,,,-2881.987305,,,,47.711288452,,,365.27200317,469330.34375,6628727.5,-343.210144
Force_2020_all_wells_train_test_blind_hidden_final/25_2-13 T4.las,25/2-13 T4,365.424,,,,26.000001907,,1.1488831043,,,,-2880.624756,,,,47.643951416,,,365.42401123,469330.34375,6628727.5,-343.3621216
Force_2020_all_wells_train_test_blind_hidden_final/25_2-13 T4.las,25/2-13 T4,365.576,,,,26.000001907,,1.1498816013,,,,-2879.261719,,,,47.584522247,,,365.57598877,469330.34375,6628727.5,-343.5140686
Force_2020_all_wells_train_test_blind_hidden_final/25_2-13 T4.las,25/2-13 T4,365.728,,,,26.000001907,,1.1499998569,,,,-2877.898193,,,,47.529186249,,,365.72799683,469330.34375,6628727.5,-343.6660461
Force_2020_all_wells_train_test_blind_hidden_final/25_2-13 T4.las,25/2-13 T4,365.88,,,,26.000001907,,1.151753068,,,,-2876.533691,,,,46.972198486,,,365.88000488,469330.34375,6628727.5,-343.8180237
Force_2020_all_wells_train_test_blind_hidden_final/25_2-13 T4.las,25/2-13 T4,366.032,,,,26.000001907,,1.1581152678,,,,-2875.171143,,,,46.476112366,,,366.03201294,469330.375,6628727.5,-343.9700012
Force_2020_all_wells_train_test_blind_hidden_final/25_2-13 T4.las,25/2-13 T4,366.184,,,,26.000001907,,1.1711935997,,,,-2873.807861,,,,46.276222229,,,366.18399048,469330.375,6628727.5,-344.1219482
Force_2020_all_wells_train_test_blind_hidden_final/25_2-13 T4.las,25/2-13 T4,366.336,,,,26.000001907,,1.1816818714,,,,-2872.44458,,,,46.173042297,,,366.33599854,469330.375,6628727.5,-344.2739258
Force_2020_all_wells_train_test_blind_hidden_final/25_2-13 T4.las,25/2-13 T4,366.488,,,,26.000001907,,1.1890581846,,,,-2871.080078,,,,46.103397369,,,366.48800659,469330.375,6628727.5,-344.4259033
Force_2020_all_wells_train_test_blind_hidden_final/25_2-13 T4.las,25/2-13 T4,366.64,,,,26.000001907,,1.1934510469,,,,-2869.716797,,,,46.043609619,,,366.64001465,469330.375,6628727.5,-344.5778809
Force_2020_all_wells_train_test_blind_hidden_final/25_2-13 T4.las,25/2-13 T4,366.792,,,,26.000001907,,1.1922781467,,,,-2868.354248,,,,46.038967133,,,366.79199219,469330.375,6628727.5,-344.7298279
Force_2020_all_wells_train_test_blind_hidden_final/25_2-13 T4.las,25/2-13 T4,366.944,,,,26.000001907,,1.1842787266,,,,-2866.990723,,,,46.120162964,,,366.94400024,469330.375,6628727.5,-344.8818054
Force_2020_all_wells_train_test_blind_hidden_final/25_2-13 T4.las,25/2-13 T4,367.096,,,,26.000001907,,1.1770147085,,,,-2865.627197,,,,46.758743286,,,367.0960083,469330.375,6628727.5,-345.033783
Force_2020_all_wells_train_test_blind_hidden_final/25_2-13 T4.las,25/2-13 T4,367.248,,,,26.000001907,,1.1700311899,,,,-2864.263184,,,,47.616630554,,,367.24798584,469330.375,6628727.5,-345.1857605
Force_2020_all_wells_train_test_blind_hidden_final/25_2-13 T4.las,25/2-13 T4,367.4,,,,26.000001907,,1.1638997793,,,,-2862.900391,,,,48.311794281,,,367.3999939,469330.375,6628727.5,-345.3377075
Force_2020_all_wells_train_test_blind_hidden_final/25_2-13 T4.las,25/2-13 T4,367.552,,,,26.000001907,,1.1579145193,,,,-2861.537109,,,,48.941253662,,,367.55200195,469330.375,6628727.5,-345.4896851
Force_2020_all_wells_train_test_blind_hidden_final/25_2-13 T4.las,25/2-13 T4,367.704,,,,26.000001907,,1.1527745724,,,,-2860.17334,,,,49.531761169,,,367.70401001,469330.375,6628727.5,-345.6416626
Force_2020_all_wells_train_test_blind_hidden_final/25_2-13 T4.las,25/2-13 T4,367.856,,,,26.000001907,,1.1503155231,,,,-2858.809082,,,,49.748825073,,,367.85598755,469330.40625,6628727.5,-345.7936401
Force_2020_all_wells_train_test_blind_hidden_final/25_2-13 T4.las,25/2-13 T4,368.008,,,,26.000001907,,1.1500003338,,,,-2857.446533,,,,49.84305954,,,368.00799561,469330.40625,6628727.5,-345.9455872
Force_2020_all_wells_train_test_blind_hidden_final/25_2-13 T4.las,25/2-13 T4,368.16,,,,26.000001907,,1.1516747475,,,,-2856.083252,,,,49.951969147,,,368.16000366,469330.40625,6628727.5,-346.0975647
Force_2020_all_wells_train_test_blind_hidden_final/25_2-13 T4.las,25/2-13 T4,368.312,,,,26.000001907,,1.1578425169,,,,-2854.719971,,,,49.900382996,,,368.31201172,469330.40625,6628727.5,-346.2495422
Force_2020_all_wells_train_test_blind_hidden_final/25_2-13 T4.las,25/2-13 T4,368.464,,,,26.000001907,,1.1673191786,,,,-2853.355713,,,,49.692657471,,,368.46398926,469330.40625,6628727.5,-346.4015198
Force_2020_all_wells_train_test_blind_hidden_final/25_2-13 T4.las,25/2-13 T4,368.616,,,,26.000001907,,1.1748039722,,,,-2851.992188,,,,49.3997612,,,368.61599731,469330.40625,6628727.5,-346.5534668
Force_2020_all_wells_train_test_blind_hidden_final/25_2-13 T4.las,25/2-13 T4,368.768,,,,26.000001907,,1.1809601784,,,,-2850.629395,,,,49.09205246,,,368.76800537,469330.40625,6628727.5,-346.7054443
Force_2020_all_wells_train_test_blind_hidden_final/25_2-13 T4.las,25/2-13 T4,368.92,,,,26.000001907,,1.1869446039,,,,-2849.266113,,,,48.787155151,,,368.92001343,469330.40625,6628727.5,-346.8574219
Force_2020_all_wells_train_test_blind_hidden_final/25_2-13 T4.las,25/2-13 T4,369.072,,,,26.000001907,,1.1929286718,,,,-2847.902588,,,,48.503509521,,,369.07199097,469330.40625,6628727.5,-347.0093689
Force_2020_all_wells_train_test_blind_hidden_final/25_2-13 T4.las,25/2-13 T4,369.224,,,,26.000001907,,1.1989127398,,,,-2846.538574,,,,48.242267609,,,369.22399902,469330.40625,6628727.5,-347.1613464
Force_2020_all_wells_train_test_blind_hidden_final/25_2-13 T4.las,25/2-13 T4,369.376,,,,26.000001907,,1.1999989748,,,,-2845.175781,,,,48.760467529,,,369.37600708,469330.40625,6628727.5,-347.313324
Force_2020_all_wells_train_test_blind_hidden_final/25_2-13 T4.las,25/2-13 T4,369.528,,,,26.000001907,,1.2000000477,,,,-2843.812744,,,,49.321903229,,,369.52801514,469330.40625,6628727.5,-347.4653015
Force_2020_all_wells_train_test_blind_hidden_final/25_2-13 T4.las,25/2-13 T4,369.68,,,,26.000001907,,1.2000000477,,,,-2842.449219,,,,49.635532379,,,369.67999268,469330.40625,6628727.5,-347.6172791
Force_2020_all_wells_train_test_blind_hidden_final/25_2-13 T4.las,25/2-13 T4,369.832,,,,26.000001907,,1.2000000477,,,,-2841.084717,,,,49.782493591,,,369.83200073,469330.40625,6628727.5,-347.7692566
Force_2020_all_wells_train_test_blind_hidden_final/25_2-13 T4.las,25/2-13 T4,369.984,,,,26.000001907,,1.2000000477,,,,-2839.721924,,,,49.902206421,,,369.98400879,469330.40625,6628727.5,-347.9212341
Force_2020_all_wells_train_test_blind_hidden_final/25_2-13 T4.las,25/2-13 T4,370.136,,,,26.000001907,,1.1991966963,,,,-2838.358887,,,,50.463684082,,,370.13598633,469330.4375,6628727.5,-348.0732117
Force_2020_all_wells_train_test_blind_hidden_final/25_2-13 T4.las,25/2-13 T4,370.288,,,,26.000001907,,1.1965984106,,,,-2836.995605,,,,50.91242981,,,370.28799438,469330.4375,6628727.5,-348.2251587
Force_2020_all_wells_train_test_blind_hidden_final/25_2-13 T4.las,25/2-13 T4,370.44,,,,26.000001907,,1.1928087473,,,,-2835.631348,,,,51.037723541,,,370.44000244,469330.4375,6628727.5,-348.3771362
Force_2020_all_wells_train_test_blind_hidden_final/25_2-13 T4.las,25/2-13 T4,370.592,,,,26.000001907,,1.1904102564,,,,-2834.268555,,,,50.555614471,,,370.5920105,469330.4375,6628727.5,-348.5291138
Force_2020_all_wells_train_test_blind_hidden_final/25_2-13 T4.las,25/2-13 T4,370.744,,,,26.000001907,,1.1900004148,,,,-2832.905518,,,,49.811164856,,,370.74398804,469330.4375,6628727.5,-348.6810913
Force_2020_all_wells_train_test_blind_hidden_final/25_2-13 T4.las,25/2-13 T4,370.896,,,,26.000001907,,1.1900000572,,,,-2831.541992,,,,49.041244507,,,370.89599609,469330.4375,6628727.5,-348.8330688
Force_2020_all_wells_train_test_blind_hidden_final/25_2-13 T4.las,25/2-13 T4,371.048,,,,26.000001907,,1.1900000572,,,,-2830.178223,,,,48.45281601,,,371.04800415,469330.4375,6628727.5,-348.9850464
Force_2020_all_wells_train_test_blind_hidden_final/25_2-13 T4.las,25/2-13 T4,371.2,,,,26.000001907,,1.189215064,,,,-2828.814209,,,,48.071552277,,,371.20001221,469330.4375,6628727.5,-349.1370239
Force_2020_all_wells_train_test_blind_hidden_final/25_2-13 T4.las,25/2-13 T4,371.352,,,,26.000001907,,1.1819602251,,,,-2827.451416,,,,47.940704346,,,371.35198975,469330.4375,6628727.5,-349.2890015
Force_2020_all_wells_train_test_blind_hidden_final/25_2-13 T4.las,25/2-13 T4,371.504,,,,26.000001907,,1.1753245592,,,,-2826.088379,,,,47.860610962,,,371.5039978,469330.4375,6628727.5,-349.4409485
Force_2020_all_wells_train_test_blind_hidden_final/25_2-13 T4.las,25/2-13 T4,371.656,,,,26.000001907,,1.1771090031,,,,-2824.724854,,,,47.683265686,,,371.65600586,469330.4375,6628727.5,-349.5929565
Force_2020_all_wells_train_test_blind_hidden_final/25_2-13 T4.las,25/2-13 T4,371.808,,,,26.000001907,,1.1826447248,,,,-2823.360596,,,,47.036716461,,,371.80801392,469330.4375,6628727.5,-349.7449341
Force_2020_all_wells_train_test_blind_hidden_final/25_2-13 T4.las,25/2-13 T4,371.96,,,,26.000001907,,1.1886292696,,,,-2821.997803,,,,45.97568512,,,371.95999146,469330.4375,6628727.5,-349.8969116
Force_2020_all_wells_train_test_blind_hidden_final/25_2-13 T4.las,25/2-13 T4,372.112,,,,26.000001907,,1.1946135759,,,,-2820.634521,,,,45.913768768,,,372.11199951,469330.4375,6628727.5,-350.0488586
Force_2020_all_wells_train_test_blind_hidden_final/25_2-13 T4.las,25/2-13 T4,372.264,,,,26.000001907,,1.2005976439,,,,-2819.270996,,,,46.211845398,,,372.26400757,469330.4375,6628727.5,-350.2008362
Force_2020_all_wells_train_test_blind_hidden_final/25_2-13 T4.las,25/2-13 T4,372.416,,,,26.000001907,,1.2058178186,,,,-2817.906982,,,,46.523532867,,,372.41598511,469330.4375,6628727.5,-350.3528137
Force_2020_all_wells_train_test_blind_hidden_final/25_2-13 T4.las,25/2-13 T4,372.568,,,,26.000001907,,1.2092823982,,,,-2816.544189,,,,46.877574921,,,372.56799316,469330.4375,6628727.0,-350.5047913
Force_2020_all_wells_train_test_blind_hidden_final/25_2-13 T4.las,25/2-13 T4,372.72,,,,26.000001907,,1.212274909,,,,-2815.181152,,,,47.249889374,,,372.72000122,469330.4375,6628727.0,-350.6567688
Force_2020_all_wells_train_test_blind_hidden_final/25_2-13 T4.las,25/2-13 T4,372.872,,,,26.000001907,,1.2341692448,,,,-2813.817627,,,,47.356307983,,,372.87200928,469330.4375,6628727.0,-350.8087463
Force_2020_all_wells_train_test_blind_hidden_final/25_2-13 T4.las,25/2-13 T4,373.024,,,,26.000001907,,1.2613369226,,,,-2812.454102,,,,47.380348206,,,373.02398682,469330.4375,6628727.0,-350.9607239
Force_2020_all_wells_train_test_blind_hidden_final/25_2-13 T4.las,25/2-13 T4,373.176,,,,26.000001907,,1.2852623463,,,,-2811.089844,,,,47.409786224,,,373.17599487,469330.4375,6628727.0,-351.1126709
Force_2020_all_wells_train_test_blind_hidden_final/25_2-13 T4.las,25/2-13 T4,373.328,,,,26.000001907,,1.3007202148,,,,-2809.727051,,,,47.340442657,,,373.32800293,469330.4375,6628727.0,-351.2646484
Force_2020_all_wells_train_test_blind_hidden_final/25_2-13 T4.las,25/2-13 T4,373.48,,,,26.000001907,,1.3107060194,,,,-2808.364014,,,,47.205696106,,,373.48001099,469330.4375,6628727.0,-351.4166565
Force_2020_all_wells_train_test_blind_hidden_final/25_2-13 T4.las,25/2-13 T4,373.632,,,,26.000001907,,1.324882865,,,,-2807.000488,,,,47.052669525,,,373.63198853,469330.4375,6628727.0,-351.568634
Force_2020_all_wells_train_test_blind_hidden_final/25_2-13 T4.las,25/2-13 T4,373.784,,,,26.000001907,,1.3378779888,,,,-2805.636475,,,,46.907447815,,,373.78399658,469330.46875,6628727.0,-351.7205811
Force_2020_all_wells_train_test_blind_hidden_final/25_2-13 T4.las,25/2-13 T4,373.936,,,,26.000001907,,1.346160531,,,,-2804.273438,,,,46.777603149,,,373.93600464,469330.46875,6628727.0,-351.8725586
Force_2020_all_wells_train_test_blind_hidden_final/25_2-13 T4.las,25/2-13 T4,374.088,,,,26.000001907,,1.3494682312,,,,-2802.910156,,,,46.443897247,,,374.0880127,469330.46875,6628727.0,-352.0245361
Force_2020_all_wells_train_test_blind_hidden_final/25_2-13 T4.las,25/2-13 T4,374.24,,,,26.000001907,,1.3499994278,,,,-2801.546631,,,,46.046310425,,,374.23999023,469330.46875,6628727.0,-352.1765137
Force_2020_all_wells_train_test_blind_hidden_final/25_2-13 T4.las,25/2-13 T4,374.392,,,,26.000001907,,1.3485404253,,,,-2800.182617,,,,45.84356308,,,374.39199829,469330.46875,6628727.0,-352.3284912
Force_2020_all_wells_train_test_blind_hidden_final/25_2-13 T4.las,25/2-13 T4,374.544,,,,26.000001907,,1.3429107666,,,,-2798.819824,,,,45.673038483,,,374.54400635,469330.46875,6628727.0,-352.4804688
Force_2020_all_wells_train_test_blind_hidden_final/25_2-13 T4.las,25/2-13 T4,374.696,,,,26.000001907,,1.3337574005,,,,-2797.456787,,,,45.458114624,,,374.6960144,469330.46875,6628727.0,-352.6324463
Force_2020_all_wells_train_test_blind_hidden_final/25_2-13 T4.las,25/2-13 T4,374.848,,,,26.000001907,,1.326671958,,,,-2796.093506,,,,45.13067627,,,374.84799194,469330.46875,6628727.0,-352.7844238
Force_2020_all_wells_train_test_blind_hidden_final/25_2-13 T4.las,25/2-13 T4,375.0,,,,26.000001907,,1.3221246004,,,,-2794.729736,,,,44.754562378,,,375.0,469330.46875,6628727.0,-352.9363708
Force_2020_all_wells_train_test_blind_hidden_final/25_2-13 T4.las,25/2-13 T4,375.152,,,,26.000001907,,1.3195677996,,,,-2793.365479,,,,44.368824005,,,375.15200806,469330.46875,6628727.0,-353.0883484
Force_2020_all_wells_train_test_blind_hidden_final/25_2-13 T4.las,25/2-13 T4,375.304,,,,26.000001907,,1.3161444664,,,,-2792.002686,,,,43.982997894,,,375.3039856,469330.46875,6628727.0,-353.2403259
Force_2020_all_wells_train_test_blind_hidden_final/25_2-13 T4.las,25/2-13 T4,375.456,,,,26.000001907,,1.3114441633,,,,-2790.639648,,,,43.598731995,,,375.45599365,469330.46875,6628727.0,-353.3923035
Force_2020_all_wells_train_test_blind_hidden_final/25_2-13 T4.las,25/2-13 T4,375.608,,,,26.000001907,,1.3078752756,,,,-2789.276123,,,,43.422424316,,,375.60800171,469330.46875,6628727.0,-353.544281
Force_2020_all_wells_train_test_blind_hidden_final/25_2-13 T4.las,25/2-13 T4,375.76,,,,26.000001907,,1.3006461859,,,,-2787.912109,,,,43.420257568,,,375.76000977,469330.46875,6628727.0,-353.6962585
Force_2020_all_wells_train_test_blind_hidden_final/25_2-13 T4.las,25/2-13 T4,375.912,,,,26.000001907,,1.2846375704,,,,-2786.549072,,,,43.615512848,,,375.9119873,469330.46875,6628727.0,-353.8482361
Force_2020_all_wells_train_test_blind_hidden_final/25_2-13 T4.las,25/2-13 T4,376.064,,,,26.000001907,,1.2705947161,,,,-2785.186035,,,,43.494380951,,,376.06399536,469330.46875,6628727.0,-354.0001831
Force_2020_all_wells_train_test_blind_hidden_final/25_2-13 T4.las,25/2-13 T4,376.216,,,,26.000001907,,1.2607187033,,,,-2783.82251,,,,43.061828613,,,376.21600342,469330.46875,6628727.0,-354.1521912
Force_2020_all_wells_train_test_blind_hidden_final/25_2-13 T4.las,25/2-13 T4,376.368,,,,26.000001907,,1.2468720675,,,,-2782.458252,,,,42.566604614,,,376.36801147,469330.46875,6628727.0,-354.3041687
Force_2020_all_wells_train_test_blind_hidden_final/25_2-13 T4.las,25/2-13 T4,376.52,,,,26.000001907,,1.2329957485,,,,-2781.095459,,,,42.216766357,,,376.51998901,469330.46875,6628727.0,-354.4561462
Force_2020_all_wells_train_test_blind_hidden_final/25_2-13 T4.las,25/2-13 T4,376.672,,,,26.000001907,,1.2234810591,,,,-2779.732422,,,,42.1147995,,,376.67199707,469330.46875,6628727.0,-354.6080933
Force_2020_all_wells_train_test_blind_hidden_final/25_2-13 T4.las,25/2-13 T4,376.824,,,,26.000001907,,1.2148131132,,,,-2778.369141,,,,42.118839264,,,376.82400513,469330.46875,6628727.0,-354.7600708
Force_2020_all_wells_train_test_blind_hidden_final/25_2-13 T4.las,25/2-13 T4,376.976,,,,26.000001907,,1.2092626095,,,,-2777.005615,,,,42.14132309,,,376.97601318,469330.46875,6628727.0,-354.9120483
Force_2020_all_wells_train_test_blind_hidden_final/25_2-13 T4.las,25/2-13 T4,377.128,,,,26.000001907,,1.2189217806,,,,-2775.641357,,,,42.180904388,,,377.12799072,469330.46875,6628727.0,-355.0640259
Force_2020_all_wells_train_test_blind_hidden_final/25_2-13 T4.las,25/2-13 T4,377.28,,,,26.000001907,,1.2294344902,,,,-2774.27832,,,,42.227458954,,,377.27999878,469330.46875,6628727.0,-355.2160034
Force_2020_all_wells_train_test_blind_hidden_final/25_2-13 T4.las,25/2-13 T4,377.432,,,,26.000001907,,1.2306429148,,,,-2772.915283,,,,42.27501297,,,377.43200684,469330.46875,6628727.0,-355.367981
Force_2020_all_wells_train_test_blind_hidden_final/25_2-13 T4.las,25/2-13 T4,377.584,,,,26.000001907,,1.2266274691,,,,-2771.551758,,,,42.320858002,,,377.58401489,469330.5,6628727.0,-355.5199585
Force_2020_all_wells_train_test_blind_hidden_final/25_2-13 T4.las,25/2-13 T4,377.736,,,,26.000001907,,1.2223137617,,,,-2770.187744,,,,42.365066528,,,377.73599243,469330.5,6628727.0,-355.671936
Force_2020_all_wells_train_test_blind_hidden_final/25_2-13 T4.las,25/2-13 T4,377.888,,,,26.000001907,,1.2210012674,,,,-2768.824707,,,,42.408958435,,,377.88800049,469330.5,6628727.0,-355.8238831
Force_2020_all_wells_train_test_blind_hidden_final/25_2-13 T4.las,25/2-13 T4,378.04,,,,26.000001907,,1.223667264,,,,-2767.46167,,,,42.446842194,,,378.04000854,469330.5,6628727.0,-355.9758911
Force_2020_all_wells_train_test_blind_hidden_final/25_2-13 T4.las,25/2-13 T4,378.192,,,,26.000001907,,1.2283197641,,,,-2766.098145,,,,42.477767944,,,378.19198608,469330.5,6628727.0,-356.1278687
Force_2020_all_wells_train_test_blind_hidden_final/25_2-13 T4.las,25/2-13 T4,378.344,,,,26.000001907,,1.2339677811,,,,-2764.734131,,,,42.515953064,,,378.34399414,469330.5,6628727.0,-356.2798462
Force_2020_all_wells_train_test_blind_hidden_final/25_2-13 T4.las,25/2-13 T4,378.496,,,,26.000001907,,1.2399514914,,,,-2763.371094,,,,42.570697784,,,378.4960022,469330.5,6628727.0,-356.4317932
Force_2020_all_wells_train_test_blind_hidden_final/25_2-13 T4.las,25/2-13 T4,378.648,,,,26.000001907,,1.2452791929,,,,-2762.008057,,,,42.653842926,,,378.64801025,469330.5,6628727.0,-356.5837708
Force_2020_all_wells_train_test_blind_hidden_final/25_2-13 T4.las,25/2-13 T4,378.8,,,,26.000001907,,1.2483055592,,,,-2760.644775,,,,42.919830322,,,378.79998779,469330.5,6628727.0,-356.7357483
Force_2020_all_wells_train_test_blind_hidden_final/25_2-13 T4.las,25/2-13 T4,378.952,,,,26.000001907,,1.2496503592,,,,-2759.28125,,,,43.348701477,,,378.95199585,469330.5,6628727.0,-356.8877258
Force_2020_all_wells_train_test_blind_hidden_final/25_2-13 T4.las,25/2-13 T4,379.104,,,,26.000001907,,1.2467575073,,,,-2757.917725,,,,43.554504395,,,379.10400391,469330.5,6628727.0,-357.0397034
Force_2020_all_wells_train_test_blind_hidden_final/25_2-13 T4.las,25/2-13 T4,379.256,,,,26.000001907,,1.2450017929,,,,-2756.554199,,,,43.614952087,,,379.25601196,469330.5,6628727.0,-357.1916809
Force_2020_all_wells_train_test_blind_hidden_final/25_2-13 T4.las,25/2-13 T4,379.408,,,,26.000001907,,1.2475727797,,,,-2755.190918,,,,43.668300629,,,379.4079895,469330.5,6628727.0,-357.3436584
Force_2020_all_wells_train_test_blind_hidden_final/25_2-13 T4.las,25/2-13 T4,379.56,,,,26.000001907,,1.2522011995,,,,-2753.827393,,,,43.72044754,,,379.55999756,469330.5,6628727.0,-357.4956055
Force_2020_all_wells_train_test_blind_hidden_final/25_2-13 T4.las,25/2-13 T4,379.712,,,,26.000001907,,1.2571876049,,,,-2752.463379,,,,43.7733078,,,379.71200562,469330.5,6628727.0,-357.647583
Force_2020_all_wells_train_test_blind_hidden_final/25_2-13 T4.las,25/2-13 T4,379.864,,,,26.000001907,,1.2596334219,,,,-2751.100342,,,,43.822357178,,,379.86401367,469330.5,6628727.0,-357.7995911
Force_2020_all_wells_train_test_blind_hidden_final/25_2-13 T4.las,25/2-13 T4,380.016,,,,26.000001907,,1.2599996328,,,,-2749.737549,,,,43.844562531,,,380.01599121,469330.5,6628727.0,-357.9515686
Force_2020_all_wells_train_test_blind_hidden_final/25_2-13 T4.las,25/2-13 T4,380.168,,,,26.000001907,,1.2599999905,,,,-2748.373779,,,,43.826721191,,,380.16799927,469330.5,6628727.0,-358.1035461
Force_2020_all_wells_train_test_blind_hidden_final/25_2-13 T4.las,25/2-13 T4,380.32,,,,26.000001907,,1.2599999905,,,,-2747.009766,,,,43.589881897,,,380.32000732,469330.5,6628727.0,-358.2554932
Force_2020_all_wells_train_test_blind_hidden_final/25_2-13 T4.las,25/2-13 T4,380.472,,,,26.000001907,,1.2599999905,,,,-2745.646729,,,,43.218582153,,,380.47198486,469330.5,6628727.0,-358.4074707
Force_2020_all_wells_train_test_blind_hidden_final/25_2-13 T4.las,25/2-13 T4,380.624,,,,26.000001907,,1.2599999905,,,,-2744.283691,,,,42.948734283,,,380.62399292,469330.5,6628727.0,-358.5594482
Force_2020_all_wells_train_test_blind_hidden_final/25_2-13 T4.las,25/2-13 T4,380.776,,,,26.000001907,,1.2599999905,,,,-2742.920166,,,,42.773704529,,,380.77600098,469330.5,6628727.0,-358.7114258
Force_2020_all_wells_train_test_blind_hidden_final/25_2-13 T4.las,25/2-13 T4,380.928,,,,26.000001907,,1.2593832016,,,,-2741.556885,,,,42.63955307,,,380.92800903,469330.5,6628727.0,-358.8634033
Force_2020_all_wells_train_test_blind_hidden_final/25_2-13 T4.las,25/2-13 T4,381.08,,,,26.000001907,,1.2534724474,,,,-2740.193604,,,,42.465190887,,,381.07998657,469330.5,6628727.0,-359.0153809
Force_2020_all_wells_train_test_blind_hidden_final/25_2-13 T4.las,25/2-13 T4,381.232,,,,26.000001907,,1.2451100349,,,,-2738.830078,,,,42.305690765,,,381.23199463,469330.53125,6628727.0,-359.1673584
Force_2020_all_wells_train_test_blind_hidden_final/25_2-13 T4.las,25/2-13 T4,381.384,,,,26.000001907,,1.241394043,,,,-2737.466553,,,,42.323181152,,,381.38400269,469330.53125,6628727.0,-359.3193054
Force_2020_all_wells_train_test_blind_hidden_final/25_2-13 T4.las,25/2-13 T4,381.536,,,,26.000001907,,1.2403937578,,,,-2736.103027,,,,42.454433441,,,381.53601074,469330.53125,6628727.0,-359.471283
Force_2020_all_wells_train_test_blind_hidden_final/25_2-13 T4.las,25/2-13 T4,381.688,,,,26.000001907,,1.2400003672,,,,-2734.73877,,,,42.610515594,,,381.68798828,469330.53125,6628727.0,-359.6232605
Force_2020_all_wells_train_test_blind_hidden_final/25_2-13 T4.las,25/2-13 T4,381.84,,,,26.000001907,,1.2400000095,,,,-2733.375732,,,,42.775272369,,,381.83999634,469330.53125,6628727.0,-359.7752686
Force_2020_all_wells_train_test_blind_hidden_final/25_2-13 T4.las,25/2-13 T4,381.992,,,,26.000001907,,1.2400000095,,,,-2732.012695,,,,42.931274414,,,381.99200439,469330.53125,6628727.0,-359.9272156
Force_2020_all_wells_train_test_blind_hidden_final/25_2-13 T4.las,25/2-13 T4,382.144,,,,26.000001907,,1.2394038439,,,,-2730.64917,,,,43.064800262,,,382.14401245,469330.53125,6628727.0,-360.0791931
Force_2020_all_wells_train_test_blind_hidden_final/25_2-13 T4.las,25/2-13 T4,382.296,,,,26.000001907,,1.236626029,,,,-2729.285156,,,,43.142368317,,,382.29598999,469330.53125,6628727.0,-360.2311707
Force_2020_all_wells_train_test_blind_hidden_final/25_2-13 T4.las,25/2-13 T4,382.448,,,,26.000001907,,1.2320469618,,,,-2727.921875,,,,43.170951843,,,382.44799805,469330.53125,6628727.0,-360.3831177
Force_2020_all_wells_train_test_blind_hidden_final/25_2-13 T4.las,25/2-13 T4,382.6,,,,26.000001907,,1.2264723778,,,,-2726.559082,,,,43.173980713,,,382.6000061,469330.53125,6628727.0,-360.5351257
Force_2020_all_wells_train_test_blind_hidden_final/25_2-13 T4.las,25/2-13 T4,382.752,,,,26.000001907,,1.2222456932,,,,-2725.195557,,,,43.161560059,,,382.75201416,469330.53125,6628727.0,-360.6871033
Force_2020_all_wells_train_test_blind_hidden_final/25_2-13 T4.las,25/2-13 T4,382.904,,,,26.000001907,,1.220418334,,,,-2723.832275,,,,43.136451721,,,382.9039917,469330.53125,6628727.0,-360.8390808
Force_2020_all_wells_train_test_blind_hidden_final/25_2-13 T4.las,25/2-13 T4,383.056,,,,26.000001907,,1.2200003862,,,,-2722.46875,,,,43.100315094,,,383.05599976,469330.53125,6628727.0,-360.9910278
Force_2020_all_wells_train_test_blind_hidden_final/25_2-13 T4.las,25/2-13 T4,383.208,,,,26.000001907,,1.2200000286,,,,-2721.105225,,,,43.059844971,,,383.20800781,469330.53125,6628727.0,-361.1430054
