source_file,well_name,DEPT,FORCE_2020_LITHOFACIES_CONFIDENCE,FORCE_2020_LITHOFACIES_LITHOLOGY,CALI,BS,DCAL,RDEP,RSHA,RMED,RXO,RMIC,SP,DTS,DTC,NPHI,PEF,GR,RHOB,DRHO,DEPTH_MD,X_LOC,Y_LOC,Z_LOC
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,760.5584,,,,17.5,,2.0414786339,,2.3468534946,,,,,,,,60.560432434,,,760.55841064,520153.90625,6753025.5,-738.5256348
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,760.7104,,,,17.5,,2.0347929001,,2.3372569084,,,,,,,,61.498764038,,,760.71038818,520153.90625,6753025.5,-738.6776123
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,760.8624,,,,17.5,,2.0296480656,,2.3574411869,,,,,,,,63.752544403,,,760.86236572,520153.90625,6753025.5,-738.8295898
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,761.0144,,,,17.5,,2.0332725048,,2.3568432331,,,,,,,,65.585212708,,,761.0144043,520153.9375,6753025.5,-738.9816284
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,761.1664,,,,17.5,,2.0582592487,,2.3017618656,,,,,,,,66.011192322,,,761.16638184,520153.9375,6753025.5,-739.1335449
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,761.3184,,,,17.5,,2.0765607357,,2.3548326492,,,,,,,,67.694976807,,,761.31842041,520153.9375,6753025.5,-739.2855835
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,761.4704,,,,17.5,,2.068757534,,2.4301857948,,,,,,,,68.01599884,,,761.47039795,520153.9375,6753025.5,-739.437561
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,761.6224,,,,17.5,,2.0732967854,,2.4161891937,,,,,,,,68.170608521,,,761.62243652,520153.9375,6753025.5,-739.5895386
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,761.7744,,,,17.5,,2.0791213512,,2.4505987167,,,,,,,,68.755867004,,,761.77441406,520153.9375,6753025.5,-739.7415161
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,761.9264,,,,17.5,,2.0769636631,,2.4509465694,,,,,,,,68.563072205,,,761.92645264,520153.9375,6753025.5,-739.8935547
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,762.0784,,,,17.5,,2.0748541355,,2.4409952164,,,,,,,,68.148765564,,,762.07843018,520153.9375,6753025.5,-740.0455322
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,762.2304,,,,17.5,,2.0707323551,,2.4233505726,,,,,,,,68.064941406,,,762.23034668,520153.9375,6753025.5,-740.1974487
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,762.3824,,,,17.5,,2.0726063251,,2.4049055576,,,,,,,,68.904838562,,,762.38238525,520153.9375,6753025.5,-740.3494873
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,762.5344,,,,17.5,,2.0699081421,,2.3970086575,,,,,,,,71.298217773,,,762.53436279,520153.9375,6753025.5,-740.5014648
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,762.6864,,,,17.5,,2.0728530884,,2.3612868786,,,,,,,,72.539634705,,,762.68640137,520153.9375,6753025.5,-740.6534424
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,762.8384,,,,17.5,,2.0710771084,,2.3582408428,,,,,,,,74.259902954,,,762.83837891,520153.9375,6753025.5,-740.8054199
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,762.9904,,,,17.5,,2.0647685528,,2.3988604546,,,,,,,,76.239997864,,,762.99041748,520153.9375,6753025.5,-740.9574585
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,763.1424,,,,17.5,,2.0582029819,,2.3740115166,,,,,,,,76.486541748,,,763.14239502,520153.9375,6753025.5,-741.109436
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,763.2944,,,,17.5,,2.0533070564,,2.3886141777,,,,,,,,77.570625305,,,763.29443359,520153.9375,6753025.5,-741.2614136
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,763.4464,,,,17.5,,2.050750494,,2.3769159317,,,,,,,,76.968978882,,,763.44641113,520153.9375,6753025.5,-741.4133911
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,763.5984,,,,17.5,,2.0552229881,,2.3511586189,,,,,,,,75.211181641,,,763.59838867,520153.96875,6753025.5,-741.5653687
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,763.7504,,,,17.5,,2.0618133545,,2.3508448601,,,,,,,,72.080299377,,,763.75042725,520153.96875,6753025.5,-741.7173462
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,763.9024,,,,17.5,,2.0752973557,,2.3779036999,,,,,,,,67.78931427,,,763.90240479,520153.96875,6753025.5,-741.8693237
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,764.0544,,,,17.5,,2.0796401501,,2.3947741985,,,,,,,,63.693744659,,,764.05444336,520153.96875,6753025.5,-742.0213623
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,764.2064,,,,17.5,,2.0815927982,,2.4234726429,,,,,,,,61.024246216,,,764.20635986,520153.96875,6753025.5,-742.1732788
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,764.3584,,,,17.5,,2.0850987434,,2.4851522446,,,,,,,,59.404891968,,,764.35839844,520153.96875,6753025.5,-742.3253174
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,764.5104,,,,17.5,,2.0831627846,,2.5214347839,,,,,,,,59.6991539,,,764.51037598,520153.96875,6753025.5,-742.4772949
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,764.6624,,,,17.5,,2.0764055252,,2.552418232,,,,,,,,59.959716797,,,764.66241455,520153.96875,6753025.5,-742.6292725
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,764.8144,,,,17.5,,2.0644266605,,2.5518260002,,,,,,,,61.703948975,,,764.81439209,520153.96875,6753025.5,-742.78125
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,764.9664,,,,17.5,,2.0641443729,,2.5200805664,,,,,,,,63.258998871,,,764.96636963,520153.96875,6753025.5,-742.9332275
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,765.1184,,,,17.5,,2.0650000572,,2.488093853,,,,,,,,63.331142426,,,765.1184082,520153.96875,6753025.5,-743.0852661
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,765.2704,,,,17.5,,2.0650000572,,2.4557209015,,,,,,,,63.738925934,,,765.27038574,520153.96875,6753025.5,-743.2371826
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,765.4224,,,,17.5,,2.0633759499,,2.4246151447,,,,,,,,63.557498932,,,765.42242432,520153.96875,6753025.5,-743.3892212
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,765.5744,,,,17.5,,2.0513198376,,2.3982203007,,,,,,,,63.586284637,,,765.57440186,520153.96875,6753025.5,-743.5411987
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,765.7264,,,,17.5,,2.0393538475,,2.3624696732,,,,,,,,63.801189423,,,765.72644043,520153.96875,6753025.5,-743.6932373
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,765.8784,,,,17.5,,2.0365672112,,2.3385596275,,,,,,,,63.54271698,,,765.87841797,520153.96875,6753025.5,-743.8451538
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,766.0304,,,,17.5,,2.0406606197,,2.3460748196,,,,,,,,63.359882355,,,766.03039551,520153.96875,6753025.5,-743.9971924
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,766.1824,,,,17.5,,2.0620141029,,2.4274241924,,,,,,,,64.133644104,,,766.18237305,520154.0,6753025.5,-744.1491699
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,766.3344,,,,17.5,,2.0683071613,,2.4562180042,,,,,,,,64.847915649,,,766.33435059,520154.0,6753025.5,-744.3010864
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,766.4864,,,,17.5,,2.0691418648,,2.464019537,,,,,,,,64.786636353,,,766.48638916,520154.0,6753025.5,-744.453125
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,766.6384,,,,17.5,,2.0477075577,,2.4328911304,,,,,,,,64.855499268,,,766.6383667,520154.0,6753025.5,-744.6051025
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,766.7904,,,,17.5,,2.0483880043,,2.4229917526,,,,,,,,65.523300171,,,766.79040527,520154.0,6753025.5,-744.7570801
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,766.9424,,,,17.5,,2.0608100891,,2.4320394993,,,,,,,,65.452011108,,,766.94238281,520154.0,6753025.5,-744.9090576
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,767.0944,,,,17.5,,2.074614048,,2.4539234638,,,,,,,,64.456924438,,,767.09442139,520154.0,6753025.5,-745.0610962
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,767.2464,,,,17.5,,2.0870866776,,2.5023224354,,,,,,,,63.822174072,,,767.24639893,520154.0,6753025.5,-745.2130737
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,767.3984,,,,17.5,,2.0790030956,,2.5278661251,,,,,,,,64.438461304,,,767.3984375,520154.0,6753025.5,-745.3650513
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,767.5504,,,,17.5,,2.0762004852,,2.4872131348,,,,,,,,65.804771423,,,767.55041504,520154.0,6753025.5,-745.5170288
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,767.7024,,,,17.5,,2.0747106075,,2.4066860676,,,,,,,,65.872932434,,,767.70239258,520154.0,6753025.5,-745.6690063
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,767.8544,,,,17.5,,2.078091383,,2.3949086666,,,,,,,,65.55745697,,,767.85443115,520154.0,6753025.5,-745.8209839
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,768.0064,,,,17.5,,2.0837278366,,2.3898508549,,,,,,,,65.926002502,,,768.00634766,520154.0,6753025.5,-745.9729614
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,768.1584,,,,17.5,,2.0937209129,,2.38834548,,,,,,,,65.962501526,,,768.15838623,520154.0,6753025.5,-746.125
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,768.3104,,,,17.5,,2.1026542187,,2.4090056419,,,,,,,,66.376831055,,,768.31036377,520154.0,6753025.5,-746.2769775
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,768.4624,,,,17.5,,2.1089787483,,2.4190707207,,,,,,,,66.818000793,,,768.46240234,520154.0,6753025.5,-746.4289551
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,768.6144,,,,17.5,,2.1156077385,,2.4371926785,,,,,,,,66.873573303,,,768.61437988,520154.03125,6753025.5,-746.5809326
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,768.7664,,,,17.5,,2.1318542957,,2.4496912956,,,,,,,,67.736038208,,,768.76641846,520154.03125,6753025.5,-746.7329712
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,768.9184,,,,17.5,,2.135999918,,2.4656524658,,,,,,,,70.486000061,,,768.918396,520154.03125,6753025.5,-746.8848877
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,769.0704,,,,17.5,,2.1353311539,,2.4750299454,,,,,,,,70.490112305,,,769.07043457,520154.03125,6753025.5,-747.0369263
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,769.2224,,,,17.5,,2.127063036,,2.464663744,,,,,,,,70.518257141,,,769.22241211,520154.03125,6753025.5,-747.1889038
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,769.3744,,,,17.5,,2.12977314,,2.4898915291,,,,,,,,70.243507385,,,769.37438965,520154.03125,6753025.5,-747.3408203
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,769.5264,,,,17.5,,2.1385121346,,2.5013692379,,,,,,,,70.642852783,,,769.52642822,520154.03125,6753025.5,-747.4928589
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,769.6784,,,,17.5,,2.1521992683,,2.5121786594,,,,,,,,69.08870697,,,769.67840576,520154.03125,6753025.5,-747.6448364
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,769.8304,,,,17.5,,2.1628777981,,2.5343270302,,,,,,,,66.858932495,,,769.83044434,520154.03125,6753025.5,-747.796875
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,769.9824,,,,17.5,,2.1667208672,,2.5830113888,,,,,,,,65.098937988,,,769.98236084,520154.03125,6753025.5,-747.9487915
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,770.1344,,,,17.5,,2.1573843956,,2.5816402435,,,,,,,,65.150360107,,,770.13439941,520154.03125,6753025.5,-748.1008301
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,770.2864,,,,17.5,,2.1305549145,,2.5547003746,,,,,,,,66.0545578,,,770.28637695,520154.03125,6753025.5,-748.2528076
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,770.4384,,,,17.5,,2.1148860455,,2.5509953499,,,,,,,,66.168106079,,,770.43841553,520154.03125,6753025.5,-748.4047852
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,770.5904,,,,17.5,,2.1062440872,,2.5466849804,,,,,,,,66.10244751,,,770.59039307,520154.03125,6753025.5,-748.5567627
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,770.7424,,,,17.5,,2.0907635689,,2.4993708134,,,,,,,,66.705795288,,,770.74237061,520154.03125,6753025.5,-748.7087402
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,770.8944,,,,17.5,,2.08578825,,2.4854128361,,,,,,,,67.783889771,,,770.89440918,520154.03125,6753025.5,-748.8607788
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,771.0464,,,,17.5,,2.0876345634,,2.4722762108,,,,,,,,68.016853333,,,771.04638672,520154.03125,6753025.5,-749.0126953
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,771.1984,,,,17.5,,2.0835266113,,2.4227933884,,,,,,,,67.027427673,,,771.19842529,520154.0625,6753025.5,-749.1647339
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,771.3504,,,,17.5,,2.0815453529,,2.4200000763,,,,,,,,65.495101929,,,771.35040283,520154.0625,6753025.5,-749.3167114
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,771.5024,,,,17.5,,2.0802519321,,2.4207558632,,,,,,,,65.583000183,,,771.50244141,520154.0625,6753025.5,-749.468689
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,771.6544,,,,17.5,,2.0881762505,,2.4442310333,,,,,,,,65.562675476,,,771.65441895,520154.0625,6753025.5,-749.6206665
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,771.8064,,,,17.5,,2.0943257809,,2.4519999027,,,,,,,,64.866035461,,,771.80645752,520154.0625,6753025.5,-749.7727051
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,771.9584,,,,17.5,,2.1028699875,,2.4522998333,,,,,,,,64.345291138,,,771.95837402,520154.0625,6753025.5,-749.9246216
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,772.1104,,,,17.5,,2.1103284359,,2.4650211334,,,,,,,,62.719558716,,,772.11035156,520154.0625,6753025.5,-750.0765991
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,772.2624,,,,17.5,,2.1304047108,,2.4803674221,,,,,,,,63.444667816,,,772.26239014,520154.0625,6753025.5,-750.2286377
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,772.4144,,,,17.5,,2.1362030506,,2.5001621246,,,,,,,,63.423171997,,,772.41436768,520154.0625,6753025.5,-750.3806152
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,772.5664,,,,17.5,,2.1490719318,,2.5109260082,,,,,,,,63.182933807,,,772.56640625,520154.0625,6753025.5,-750.5325928
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,772.7184,,,,17.5,,2.1621375084,,2.558246851,,,,,,,,63.097393036,,,772.71838379,520154.0625,6753025.5,-750.6845703
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,772.8704,,,,17.5,,2.1751787663,,2.5816268921,,,,,,,,62.564849854,,,772.87042236,520154.0625,6753025.5,-750.8366089
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,773.0224,,,,17.5,,2.1852014065,,2.5980918407,,,,,,,,62.037059784,,,773.0223999,520154.0625,6753025.5,-750.9885254
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,773.1744,,,,17.5,,2.2043235302,,2.691236496,,,,,,,,61.099811554,,,773.17443848,520154.0625,6753025.5,-751.140564
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,773.3264,,,,17.5,,2.1751999855,,2.6670999527,,,,,,,,60.646999359,,,773.32641602,520154.0625,6753025.5,-751.2925415
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,773.4784,,,,17.5,,2.1480712891,,2.5921971798,,,,,,,,59.898967743,,,773.47839355,520154.0625,6753025.5,-751.444519
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,773.6304,,,,17.5,,2.1282043457,,2.5375871658,,,,,,,,59.896999359,,,773.63043213,520154.0625,6753025.5,-751.5964966
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,773.7824,,,,17.5,,2.1243298054,,2.5182511806,,,,,,,,61.383205414,,,773.78240967,520154.09375,6753025.5,-751.7484741
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,773.9344,,,,17.5,,2.1172745228,,2.5106787682,,,,,,,,63.03559494,,,773.93438721,520154.09375,6753025.5,-751.9005127
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,774.0864,,,,17.5,,2.1096997261,,2.5045800209,,,,,,,,63.053001404,,,774.08636475,520154.09375,6753025.5,-752.0524292
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,774.2384,,,,17.5,,2.0834188461,,2.4370789528,,,,,,,,63.471305847,,,774.23840332,520154.09375,6753025.5,-752.2044678
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,774.3904,,,,17.5,,2.0811347961,,2.4360001087,,,,,,,,64.646133423,,,774.39038086,520154.09375,6753025.5,-752.3564453
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,774.5424,,,,17.5,,2.0716035366,,2.4431467056,,,,,,,,65.252464294,,,774.54241943,520154.09375,6753025.5,-752.5084229
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,774.6944,,,,17.5,,2.053532362,,2.4364655018,,,,,,,,66.009979248,,,774.69439697,520154.09375,6753025.5,-752.6604004
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,774.8464,,,,17.5,,2.0378119946,,2.4110796452,,,,,,,,65.87122345,,,774.84637451,520154.09375,6753025.5,-752.8123779
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,774.9984,,,,17.5,,2.0294368267,,2.3975811005,,,,,,,,67.136268616,,,774.99841309,520154.09375,6753025.5,-752.9644165
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,775.1504,,,,17.5,,2.0363669395,,2.4047544003,,,,,,,,67.174003601,,,775.15039063,520154.09375,6753025.5,-753.116333
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,775.3024,,,,17.5,,2.037276268,,2.406062603,,,,,,,,68.818893433,,,775.3024292,520154.09375,6753025.5,-753.2683716
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,775.4544,,,,17.5,,2.0408639908,,2.4194893837,,,,,,,,67.965759277,,,775.45440674,520154.09375,6753025.5,-753.4203491
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,775.6064,,,,17.5,,2.0357165337,,2.422785759,,,,,,,,67.930999756,,,775.60644531,520154.09375,6753025.5,-753.5723267
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,775.7584,,,,17.5,,2.0296561718,,2.4091045856,,,,,,,,66.993118286,,,775.75836182,520154.09375,6753025.5,-753.7243042
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,775.9104,,,,17.5,,2.0309286118,,2.3975131512,,,,,,,,67.74974823,,,775.91040039,520154.09375,6753025.5,-753.8763428
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,776.0624,,,,17.5,,2.0350017548,,2.3870913982,,,,,,,,67.787002563,,,776.06237793,520154.09375,6753025.5,-754.0282593
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,776.2144,,,,17.5,,2.0312094688,,2.3746283054,,,,,,,,68.738082886,,,776.21435547,520154.09375,6753025.5,-754.1802368
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,776.3664,,,,17.5,,2.021146059,,2.3324046135,,,,,,,,69.965751648,,,776.36639404,520154.125,6753025.5,-754.3322754
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,776.5184,,,,17.5,,2.0184268951,,2.2978794575,,,,,,,,71.224388123,,,776.51837158,520154.125,6753025.5,-754.4842529
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,776.6704,,,,17.5,,2.0337529182,,2.2470026016,,,,,,,,71.930969238,,,776.67041016,520154.125,6753025.5,-754.6362305
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,776.8224,,,,17.5,,2.0561234951,,2.3893611431,,,,,,,,70.894119263,,,776.8223877,520154.125,6753025.5,-754.788208
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,776.9744,,,,17.5,,2.0697748661,,2.592192173,,,,,,,,67.211898804,,,776.97442627,520154.125,6753025.5,-754.9402466
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,777.1264,,,,17.5,,2.0571448803,,2.5018572807,,,,,,,,66.968070984,,,777.12640381,520154.125,6753025.5,-755.0921631
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,777.2784,,,,17.5,,2.0343036652,,2.3517613411,,,,,,,,64.566856384,,,777.27844238,520154.125,6753025.5,-755.2442017
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,777.4304,,,,17.5,,2.0314919949,,2.3308007717,,,,,,,,65.091560364,,,777.43041992,520154.125,6753025.5,-755.3961792
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,777.5824,,,,17.5,,2.0241732597,,2.3204569817,,,,,,,,65.144996643,,,777.58239746,520154.125,6753025.5,-755.5481567
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,777.7344,,,,17.5,,1.9875684977,,2.2455120087,,,,,,,,66.202850342,,,777.734375,520154.125,6753025.5,-755.7001343
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,777.8864,,,,17.5,,1.9740976095,,2.2171976566,,,,,,,,68.046844482,,,777.88635254,520154.125,6753025.5,-755.8521118
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,778.0384,,,,17.5,,1.9582262039,,2.2054708004,,,,,,,,70.237289429,,,778.03839111,520154.125,6753025.5,-756.0041504
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,778.1904,,,,17.5,,1.942976594,,2.2046916485,,,,,,,,73.275039673,,,778.19036865,520154.125,6753025.5,-756.1560669
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,778.3424,,,,17.5,,1.9255330563,,2.1937391758,,,,,,,,75.734603882,,,778.34240723,520154.125,6753025.5,-756.3081055
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,778.4944,,,,17.5,,1.9150744677,,2.1887836456,,,,,,,,78.81918335,,,778.49438477,520154.125,6753025.5,-756.460083
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,778.6464,,,,17.5,,1.8810529709,,2.1678762436,,,,,,,,82.472915649,,,778.64642334,520154.125,6753025.5,-756.6120605
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,778.7984,,,,17.5,,1.8645700216,,2.1587369442,,,,,,,,85.685379028,,,778.79840088,520154.125,6753025.5,-756.7640381
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,778.9504,,,,17.5,,1.8395444155,,2.1273019314,,,,,,,,85.541687012,,,778.95043945,520154.15625,6753025.5,-756.9160767
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,779.1024,,,,17.5,,1.8082815409,,2.0632321835,,,,,,,,85.494003296,,,779.10241699,520154.15625,6753025.5,-757.0680542
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,779.2544,,,,17.5,,1.7912764549,,2.0317251682,,,,,,,,81.699684143,,,779.25439453,520154.15625,6753025.5,-757.2200317
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,779.4064,,,,17.5,,1.7774384022,,1.968128562,,,,,,,,80.454330444,,,779.40643311,520154.15625,6753025.5,-757.3720093
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,779.5584,,,,17.5,,1.8113386631,,1.978312254,,,,,,,,77.217788696,,,779.55841064,520154.15625,6753025.5,-757.5239868
