source_file,well_name,DEPT,FORCE_2020_LITHOFACIES_CONFIDENCE,FORCE_2020_LITHOFACIES_LITHOLOGY,CALI,ROPA,RDEP,RMED,RMIC,DTC,NPHI,PEF,GR,RHOB,DRHO,DEPTH_MD,X_LOC,Y_LOC,Z_LOC
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,1625.136,,,,17.54693985,0.9447163939,0.9141067863,1.0266058445,,,,66.907196045,,,1625.1359863,537100.125,6804497.0,-1595.703857
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,1625.288,,,,17.841485977,0.9281004667,0.9380176067,1.0245541334,,,,69.265289307,,,1625.2879639,537100.1875,6804497.0,-1595.851807
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,1625.44,,,,18.136032104,0.8588964343,0.8653953671,0.9564893842,,,,72.352325439,,,1625.4399414,537100.1875,6804497.0,-1595.99939
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,1625.592,,,,18.430578232,0.866284132,0.8485456705,0.8873766661,,,,73.460090637,,,1625.592041,537100.25,6804497.0,-1596.146729
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,1625.744,,,,18.725124359,0.9851235747,0.966239512,0.9399503469,,,,81.751754761,,,1625.7440186,537100.3125,6804497.0,-1596.294067
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,1625.896,,,,19.019670486,1.0054885149,1.0081787109,0.9992211461,,,,79.210990906,,,1625.8959961,537100.3125,6804497.0,-1596.441406
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,1626.048,,,,18.984157562,0.9890508056,0.9900584221,1.0258078575,,,,80.172241211,,,1626.0479736,537100.375,6804497.0,-1596.588745
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,1626.2,,,,18.233520508,0.9801049829,0.9735190868,1.0764937401,,,,83.432807922,,,1626.1999512,537100.375,6804497.0,-1596.736084
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,1626.352,,,,17.482883453,0.9866024852,0.9674922824,1.074632287,,,,79.523193359,,,1626.3520508,537100.4375,6804497.0,-1596.883423
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,1626.504,,,,16.732246399,0.9670442939,0.9706805944,1.0281181335,,,,79.085845947,,,1626.5040283,537100.4375,6804497.0,-1597.030762
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,1626.656,,,,15.981609344,0.9101054072,0.9117073417,1.1154478788,,,,77.739280701,,,1626.6560059,537100.5,6804497.0,-1597.178223
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,1626.808,,,,15.23097229,0.8867918849,0.8693702817,1.1817730665,,,,82.235801697,,,1626.8079834,537100.5625,6804497.0,-1597.325439
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,1626.96,,,,14.480336189,0.9057372212,0.8888585567,1.0487399101,,,,88.513542175,,,1626.9599609,537100.5625,6804497.0,-1597.4729
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,1627.112,,,,16.474258423,0.9200670123,0.8962955475,0.9578233957,,,,80.587059021,,,1627.1120605,537100.625,6804497.0,-1597.620239
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,1627.264,,,,19.448381424,0.9108030796,0.8952950239,0.9327046275,,,,80.883407593,,,1627.2640381,537100.625,6804497.0,-1597.767578
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,1627.416,,,,22.422504425,0.894978106,0.9006108046,0.8686834574,,,,81.129638672,,,1627.4160156,537100.6875,6804497.0,-1597.914917
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,1627.568,,,,25.396629333,0.9169105291,0.9292221665,0.9026299119,,,,72.174575806,,,1627.5679932,537100.75,6804497.0,-1598.062256
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,1627.72,,,,28.370752335,0.9117615819,0.9128687978,0.9555028081,,,,66.220436096,,,1627.7199707,537100.75,6804497.0,-1598.209717
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,1627.872,,,,31.344875336,0.8846192956,0.8729326129,0.9390691519,,,,60.367874146,,,1627.8719482,537100.8125,6804497.0,-1598.356934
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,1628.024,,,,34.868816376,0.8745594025,0.865817368,0.9235278368,,,,56.273311615,,,1628.0240479,537100.8125,6804497.0,-1598.504272
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,1628.176,,,,41.325122833,0.8715689182,0.8543635011,0.9731001258,,,,56.440044403,,,1628.1760254,537100.9375,6804497.0,-1598.651733
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,1628.328,,,,47.781429291,0.8886711001,0.865437448,1.0612043142,,,,58.304252625,,,1628.3280029,537100.9375,6804497.0,-1598.799072
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,1628.48,,,,54.237735748,0.9098101258,0.8888576627,1.0550966263,,,,61.494026184,,,1628.4799805,537101.0,6804497.0,-1598.946411
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,1628.632,,,,60.694046021,0.9186630249,0.9088119864,1.0057834387,,,,60.856945038,,,1628.631958,537101.0,6804497.0,-1599.09375
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,1628.784,,,,67.150352478,0.9173814058,0.9167416096,1.0084059238,,,,59.194961548,,,1628.7840576,537101.0625,6804497.0,-1599.241089
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,1628.936,,,,73.606658936,0.9239680767,0.9274951816,1.0869290829,,,,56.975757599,,,1628.9360352,537101.0625,6804497.0,-1599.388428
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,1629.088,,,,75.7056427,0.9409466386,0.9407356977,1.0305062532,,,,54.617702484,,,1629.0880127,537101.125,6804497.0,-1599.535767
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,1629.24,,,,74.635673523,0.944021225,0.9470778108,0.9494608641,,,,60.510639191,,,1629.2399902,537101.1875,6804497.0,-1599.683105
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,1629.392,,,,73.565696716,0.9432654977,0.9526696205,0.9569330215,,,,64.296569824,,,1629.3919678,537101.1875,6804497.0,-1599.830566
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,1629.544,,,,72.49571991,0.9510211945,0.9459504485,0.965446353,,,,67.079971313,,,1629.5439453,537101.25,6804497.0,-1599.977905
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,1629.696,,,,71.425743103,0.955968082,0.9453883767,0.995490551,,,,61.505187988,,,1629.6960449,537101.25,6804497.0,-1600.125244
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,1629.848,,,,70.355773926,0.9581637383,0.9527645111,1.0198266506,,,,59.542068481,,,1629.8480225,537101.3125,6804497.0,-1600.272583
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,1630.0,,,,69.285797119,0.9391747713,0.9240794182,0.9867819548,,,,58.487991333,,,1630.0,537101.375,6804497.0,-1600.419922
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,1630.152,,,,68.027709961,0.9185308814,0.8956921697,0.9669806361,,,,57.14704895,,,1630.1519775,537101.375,6804497.0,-1600.567261
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,1630.304,,,,66.769622803,0.9004660249,0.8998914361,0.9534660578,,,,64.16607666,,,1630.3039551,537101.4375,6804497.0,-1600.7146
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,1630.456,,,,65.511535645,0.8817670941,0.8959900737,0.9378766418,,,,71.245376587,,,1630.4560547,537101.4375,6804497.0,-1600.861938
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,1630.608,,,,64.253440857,0.8641520143,0.8716064095,0.905197382,,,,49.532707214,,,1630.6080322,537101.5,6804497.0,-1601.009277
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,1630.76,,,,62.995353699,0.8789941669,0.8748748899,1.0007305145,,,,45.703491211,,,1630.7600098,537101.5625,6804497.0,-1601.156738
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,1630.912,,,,61.737266541,0.9251698256,0.9280800819,1.0231893063,,,,70.690139771,,,1630.9119873,537101.5625,6804497.0,-1601.304077
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,1631.064,,,,58.32220459,0.9694162011,0.9654535055,1.097217083,,,,89.077888489,,,1631.0639648,537101.625,6804497.0,-1601.451416
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,1631.216,,,,51.941307068,0.9908779263,0.9800430536,1.0881943703,,,,88.145233154,,,1631.2159424,537101.625,6804497.0,-1601.598755
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,1631.368,,,,45.560405731,0.9909179211,0.9668265581,1.0094565153,,,,80.848922729,,,1631.368042,537101.6875,6804497.0,-1601.746094
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,1631.52,,,,39.179508209,1.0127116442,0.9877907634,1.0055146217,,,,83.909812927,,,1631.5200195,537101.6875,6804497.0,-1601.893433
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,1631.672,,,,32.798610687,1.0059629679,0.9880034328,1.0843909979,,,,81.698646545,,,1631.6719971,537101.75,6804497.0,-1602.040771
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,1631.824,,,,26.417709351,1.0222797394,0.9658493996,1.1675066948,,,,77.012901306,,,1631.8239746,537101.8125,6804497.0,-1602.188232
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,1631.976,,,,20.036811829,1.0471326113,1.0131616592,1.1990245581,,,,83.807678223,,,1631.9759521,537101.8125,6804497.0,-1602.335449
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,1632.128,,,,18.706203461,1.0504174232,1.0495343208,1.2585402727,,,,87.82875824,,,1632.1280518,537101.875,6804497.0,-1602.48291
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,1632.28,,,,18.322525024,1.0566296577,1.0636377335,1.1625043154,,,,79.590660095,,,1632.2800293,537101.875,6804497.0,-1602.630249
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,1632.432,,,,17.938846588,1.0628820658,1.0680931807,1.1520222425,,,,82.235092163,,,1632.4320068,537101.9375,6804497.0,-1602.777466
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,1632.584,,,,17.555168152,1.0568985939,1.0804730654,1.2072150707,,,,79.327980042,,,1632.5839844,537102.0,6804497.0,-1602.924927
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,1632.736,,,,17.171489716,1.0237314701,0.9912317991,1.2194120884,,,,84.776443481,,,1632.7359619,537102.0,6804497.0,-1603.072266
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,1632.888,,,,16.787811279,1.058021903,1.0476692915,1.0800907612,,,,78.480072021,,,1632.8879395,537102.0625,6804497.0,-1603.219604
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,1633.04,,,,16.542808533,1.0791351795,1.0890703201,1.1679075956,,,,77.203117371,,,1633.0400391,537102.0625,6804497.0,-1603.366943
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,1633.192,,,,16.686098099,1.0303983688,1.027772069,1.1429913044,,,,67.632080078,,,1633.1920166,537102.125,6804497.0,-1603.514404
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,1633.344,,,,16.829389572,1.0092607737,0.9928984642,1.091271162,,,,74.186279297,,,1633.3439941,537102.1875,6804497.0,-1603.661743
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,1633.496,,,,16.972679138,1.0796508789,1.1018791199,1.1589883566,,,,69.028251648,,,1633.4959717,537102.1875,6804497.0,-1603.80896
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,1633.648,,,,17.115968704,1.081106782,1.0880308151,1.2322243452,,,,67.252441406,,,1633.6479492,537102.25,6804497.0,-1603.956421
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,1633.8,,,,17.259260178,1.0602067709,1.0643075705,1.2607910633,,,,76.590759277,,,1633.8000488,537102.25,6804497.0,-1604.10376
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,1633.952,,,,17.402549744,1.0630623102,1.0522390604,1.1565253735,,,,78.353477478,,,1633.9520264,537102.3125,6804497.0,-1604.251099
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,1634.104,,,,19.014955521,1.0830953121,1.0697811842,1.1132161617,,,,71.502212524,,,1634.1040039,537102.3125,6804497.0,-1604.398438
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,1634.256,,,,21.305412292,1.0798019171,1.0409528017,1.1422287226,,,,64.628257751,,,1634.2559814,537102.375,6804497.0,-1604.545898
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,1634.408,,,,23.595870972,1.0922638178,1.0621227026,1.1280497313,,,,66.571716309,,,1634.407959,537102.4375,6804497.0,-1604.693115
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,1634.56,,,,25.886329651,1.1049138308,1.0832972527,1.1171090603,,,,68.0025177,,,1634.5600586,537102.4375,6804497.0,-1604.840454
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,1634.712,,,,28.176786423,1.1172652245,1.0989841223,1.1447560787,,,,62.184280396,,,1634.7120361,537102.5,6804497.0,-1604.987915
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,1634.864,,,,30.467245102,1.0947450399,1.0401476622,1.1253710985,,,,59.238433838,,,1634.8640137,537102.5,6804497.0,-1605.135132
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,1635.016,,,,32.873317719,1.0744924545,1.0412300825,1.268275857,,,,65.023414612,,,1635.0159912,537102.5625,6804497.0,-1605.282593
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,1635.168,,,,36.262126923,1.1282224655,1.0755486488,1.1907446384,,,,65.099906921,,,1635.1679688,537102.625,6804497.0,-1605.429932
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,1635.32,,,,39.650936127,1.1963800192,1.1185082197,1.0656942129,,,,58.352600098,,,1635.3199463,537102.625,6804497.0,-1605.577271
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,1635.472,,,,43.039745331,1.2778867483,1.1829191446,1.1191381216,,,,65.54473114,,,1635.4720459,537102.6875,6804497.0,-1605.724609
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,1635.624,,,,46.42855835,1.3395370245,1.2708200216,1.2375525236,,,,67.175773621,,,1635.6240234,537102.6875,6804497.0,-1605.871948
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,1635.776,,,,49.817367554,1.424689889,1.3699531555,1.3955655098,,,,65.735107422,,,1635.776001,537102.75,6804497.0,-1606.019287
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,1635.928,,,,53.206176758,1.3181518316,1.3651577234,1.3004097939,,,,64.198539734,,,1635.9279785,537102.8125,6804497.0,-1606.166626
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,1636.08,,,,52.91594696,1.2350199223,1.2967295647,1.2370598316,,,,62.82566452,,,1636.0799561,537102.8125,6804497.0,-1606.314087
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,1636.232,,,,49.31457901,1.1217374802,1.1486006975,1.1581970453,,,,68.39781189,,,1636.2320557,537102.875,6804497.0,-1606.461426
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,1636.384,,,,45.71321106,1.0247930288,0.9903345108,1.0116394758,,,,67.302436829,,,1636.3840332,537102.875,6804497.0,-1606.608765
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,1636.536,,,,42.111846924,1.0035028458,0.9293550849,0.9880000353,,,,65.192657471,,,1636.5360107,537102.9375,6804497.0,-1606.756104
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,1636.688,,,,38.510478973,1.0179262161,0.9583271146,1.0895531178,,,,67.553504944,,,1636.6879883,537103.0,6804497.0,-1606.903442
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,1636.84,,,,34.909111023,0.9763364196,0.9354357719,1.0182384253,,,,65.902122498,,,1636.8399658,537103.0,6804497.0,-1607.050781
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,1636.992,,,,31.30774498,0.9261636734,0.8851166368,0.9984468222,,,,69.621559143,,,1636.9919434,537103.0625,6804497.0,-1607.19812
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,1637.144,,,,29.198839188,0.93827039,0.9023994803,0.9664607644,,,,72.655593872,,,1637.144043,537103.0625,6804497.0,-1607.345459
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,1637.296,,,,27.17284584,0.9659125805,0.9412731528,1.0145102739,,,,73.493255615,,,1637.2960205,537103.125,6804497.0,-1607.492798
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,1637.448,,,,25.146852493,0.9527153969,0.9339785576,1.0650788546,,,,70.046707153,,,1637.447998,537103.125,6804497.0,-1607.640259
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,1637.6,,,,23.120861053,0.9398673177,0.9207975268,1.0636056662,,,,66.123077393,,,1637.5999756,537103.1875,6804497.0,-1607.787598
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,1637.752,,,,21.094867706,0.9415591359,0.9386795759,1.0397794247,,,,63.999889374,,,1637.7519531,537103.25,6804497.0,-1607.934937
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,1637.904,,,,19.068874359,0.9559650421,0.9464406967,1.0562665462,,,,62.594661713,,,1637.9040527,537103.25,6804497.0,-1608.082275
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,1638.056,,,,17.714899063,0.9642037153,0.9641125202,1.0410797596,,,,66.351570129,,,1638.0560303,537103.3125,6804497.0,-1608.229614
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,1638.208,,,,17.512950897,0.9708006978,0.9883458018,1.1411699057,,,,68.160568237,,,1638.2080078,537103.3125,6804497.0,-1608.376953
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,1638.36,,,,17.311004639,0.9837925434,0.99967134,1.2562595606,,,,68.036521912,,,1638.3599854,537103.375,6804497.0,-1608.524292
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,1638.512,,,,17.109056473,1.0013916492,1.016838789,1.1499226093,,,,64.069755554,,,1638.5119629,537103.4375,6804497.0,-1608.671753
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,1638.664,,,,16.907110214,1.0096032619,1.0219162703,1.1223350763,,,,66.272010803,,,1638.6639404,537103.4375,6804497.0,-1608.819092
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,1638.816,,,,16.705162048,0.9970003366,1.0108771324,1.1207207441,,,,69.774169922,,,1638.81604,537103.5,6804497.0,-1608.966431
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,1638.968,,,,16.503213882,0.9859036207,0.994322598,1.2045682669,,,,71.215446472,,,1638.9680176,537103.5,6804497.0,-1609.11377
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,1639.12,,,,16.448495865,0.9911137819,0.9990008473,1.2350809574,,,,66.558685303,,,1639.1199951,537103.5625,6804497.0,-1609.261108
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,1639.272,,,,16.433036804,0.9891546965,1.0011601448,1.1062164307,,,,65.213096619,,,1639.2719727,537103.625,6804497.0,-1609.408447
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,1639.424,,,,16.417577744,0.9710054398,0.9775067568,1.0648187399,,,,72.038368225,,,1639.4239502,537103.625,6804497.0,-1609.555786
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,1639.576,,,,16.40212059,0.9491716623,0.9506577849,1.1137042046,,,,68.25818634,,,1639.5760498,537103.6875,6804497.0,-1609.703125
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,1639.728,,,,16.38666153,0.9324891567,0.925550878,1.1324979067,,,,63.210220337,,,1639.7280273,537103.75,6804497.0,-1609.850586
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,1639.88,,,,16.371202469,0.9259667993,0.912946701,1.0612772703,,,,63.285045624,,,1639.8800049,537103.75,6804497.0,-1609.997925
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,1640.032,,,,16.381757736,0.9437116981,0.9191237092,1.1355350018,,,,66.933647156,,,1640.0319824,537103.8125,6804497.0,-1610.145142
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,1640.184,,,,16.489860535,0.9643570781,0.9446466565,1.234518528,,,,64.196975708,,,1640.18396,537103.875,6804497.0,-1610.292603
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,1640.336,,,,16.597963333,0.968477726,0.9545650482,1.1771185398,,,,65.680923462,,,1640.3360596,537103.875,6804497.0,-1610.439941
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,1640.488,,,,16.706066132,0.962143302,0.955739975,1.0826350451,,,,74.171722412,,,1640.4880371,537103.9375,6804497.0,-1610.58728
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,1640.64,,,,16.814167023,0.959960103,0.9620402455,1.0568816662,,,,68.626625061,,,1640.6400146,537103.9375,6804497.0,-1610.734619
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,1640.792,,,,16.922269821,0.9861854315,0.979536593,1.0560332537,,,,62.266265869,,,1640.7919922,537104.0,6804497.0,-1610.881958
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,1640.944,,,,17.03037262,1.0033028126,0.985124886,1.06542027,,,,60.411735535,,,1640.9439697,537104.0625,6804497.0,-1611.029297
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,1641.096,,,,16.424474716,1.0037719011,0.9686310291,1.1553161144,,,,57.74098587,,,1641.0959473,537104.0625,6804497.0,-1611.176636
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,1641.248,,,,15.402077675,1.0169737339,0.9896706343,1.2331900597,,,,58.920135498,,,1641.2480469,537104.125,6804497.0,-1611.323975
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,1641.4,,,,14.37967968,1.0193306208,0.9949610233,1.2708115578,,,,61.038890839,,,1641.4000244,537104.125,6804497.0,-1611.471313
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,1641.552,,,,13.357282639,0.9982261062,0.96870929,1.3359973431,,,,61.358978271,,,1641.552002,537104.1875,6804497.0,-1611.618774
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,1641.704,,,,12.334884644,0.9959177971,0.9828297496,1.2275223732,,,,58.127002716,,,1641.7039795,537104.25,6804497.0,-1611.766113
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,1641.856,,,,11.312486649,0.9949139953,0.9901085496,1.1200544834,,,,64.312713623,,,1641.855957,537104.25,6804497.0,-1611.913452
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,1642.008,,,,10.364638329,0.987110436,0.9714267254,1.1458741426,,,,65.263534546,,,1642.0080566,537104.3125,6804497.0,-1612.060791
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,1642.16,,,,10.758667946,0.9719477296,0.9625746012,1.116795063,,,,64.097793579,,,1642.1600342,537104.3125,6804497.0,-1612.20813
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,1642.312,,,,11.152697563,0.9442280531,0.9419386983,1.0650547743,,,,63.834022522,,,1642.3120117,537104.375,6804497.0,-1612.355469
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,1642.464,,,,11.54672718,0.9168670177,0.8892936707,1.1096949577,,,,68.039344788,,,1642.4639893,537104.375,6804497.0,-1612.502808
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,1642.616,,,,11.940756798,0.9167359471,0.8880326152,1.1417386532,,,,65.515197754,,,1642.6159668,537104.4375,6804497.0,-1612.650269
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,1642.768,,,,12.334786415,0.9266867638,0.885130167,1.1660519838,,,,72.908813477,,,1642.7679443,537104.5,6804497.0,-1612.797607
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,1642.92,,,,12.728816032,0.9382641912,0.9068305492,1.0378402472,,,,79.18245697,,,1642.9200439,537104.5,6804497.0,-1612.944946
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,1643.072,,,,13.281238556,0.9216448069,0.8918737173,1.0054762363,,,,69.632301331,,,1643.0720215,537104.5625,6804497.0,-1613.092285
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,1643.224,,,,14.009653091,0.8867949843,0.8885880113,1.0008225441,,,,66.280326843,,,1643.223999,537104.5625,6804497.0,-1613.239624
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,1643.376,,,,14.738066673,0.889890492,0.8768899441,1.0484281778,,,,66.619140625,,,1643.3759766,537104.625,6804497.0,-1613.386963
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,1643.528,,,,15.466481209,0.9076646566,0.8886010647,1.1208758354,,,,64.694824219,,,1643.5279541,537104.6875,6804497.0,-1613.534302
