source_file,well_name,DEPT,FORCE_2020_LITHOFACIES_CONFIDENCE,FORCE_2020_LITHOFACIES_LITHOLOGY,CALI,BS,ROPA,RDEP,RSHA,RMED,RMIC,DTC,NPHI,PEF,GR,RHOB,DRHO,DEPTH_MD,X_LOC,Y_LOC,Z_LOC
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,766.69640527,,,,25.999998093,20.537363052,1.7562153339,,2.0445187092,,,,,87.245628357,,,766.69641113,527046.5625,6803063.5,-748.6605835
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,766.84840527,,,,25.999998093,20.268321991,1.7620960474,,1.828158021,,,,,87.782920837,,,766.84838867,527046.5625,6803063.5,-748.812561
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,767.00040527,,,,25.999998093,20.000738144,1.9243744612,,1.4292224646,,,,,89.886505127,,,767.00042725,527046.5625,6803063.5,-748.9645996
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,767.15240527,,,,25.999998093,20.277378082,2.0906465054,,1.2428992987,,,,,92.526367188,,,767.15240479,527046.5625,6803063.5,-749.1165771
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,767.30440527,,,,25.999998093,20.554018021,2.1355600357,,1.3884595633,,,,,93.545066833,,,767.30438232,527046.5625,6803063.5,-749.2685547
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,767.45640527,,,,25.999998093,20.830657959,2.1997609138,,1.5638833046,,,,,91.486785889,,,767.4564209,527046.5625,6803063.5,-749.4205933
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,767.60840527,,,,25.999998093,21.107297897,2.270210743,,1.6204719543,,,,,86.910705566,,,767.60839844,527046.5625,6803063.5,-749.5725708
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,767.76040527,,,,25.999998093,21.383937836,2.297778368,,1.6279667616,,,,,81.286987305,,,767.76037598,527046.5625,6803063.5,-749.7245483
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,767.91240527,,,,25.999998093,21.660577774,2.204634428,,1.591738224,,,,,76.145294189,,,767.91241455,527046.5625,6803063.5,-749.8765869
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,768.06440527,,,,25.999998093,22.064739227,2.176555872,,1.4806406498,,,,,73.213745117,,,768.06439209,527046.5625,6803063.5,-750.0285645
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,768.21640527,,,,25.999998093,22.642339706,2.2283918858,,1.4587177038,,,,,73.246940613,,,768.21643066,527046.5625,6803063.5,-750.180603
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,768.36840527,,,,25.999998093,23.219940186,2.3389844894,,1.6046450138,,,,,74.525108337,,,768.3684082,527046.5625,6803063.5,-750.3325806
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,768.52040527,,,,25.999998093,23.797540665,2.5119762421,,1.8024657965,,,,,75.698577881,,,768.52038574,527046.5625,6803063.5,-750.4845581
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,768.67240527,,,,25.999998093,24.375141144,2.5734279156,,1.9378095865,,,,,75.151939392,,,768.67242432,527046.5625,6803063.5,-750.6365356
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,768.82440527,,,,25.999998093,24.952741623,2.4978058338,,1.7837524414,,,,,73.353210449,,,768.82440186,527046.5625,6803063.5,-750.7885132
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,768.97640527,,,,25.999998093,25.530340195,2.2139778137,,1.372885108,,,,,71.497314453,,,768.97637939,527046.5625,6803063.5,-750.9404907
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,769.12840527,,,,25.999998093,25.132061005,1.9989571571,,1.1553655863,,,,,70.638725281,,,769.12841797,527046.5625,6803063.5,-751.0925293
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,769.28040527,,,,25.999998093,24.554460526,1.9569437504,,1.241199255,,,,,71.16493988,,,769.28039551,527046.5625,6803063.5,-751.2445068
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,769.43240527,,,,25.999998093,23.976860046,1.9156132936,,1.2831523418,,,,,72.718475342,,,769.43243408,527046.5625,6803063.5,-751.3965454
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,769.58440527,,,,25.999998093,23.399259567,1.93790555,,1.2911906242,,,,,73.483787537,,,769.58441162,527046.5625,6803063.5,-751.5485229
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,769.73640527,,,,25.999998093,22.821659088,1.9810774326,,1.3403519392,,,,,73.28528595,,,769.73638916,527046.5625,6803063.5,-751.7005005
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,769.88840527,,,,25.999998093,22.244060516,2.0299119949,,1.4033708572,,,,,73.638847351,,,769.88842773,527046.5625,6803063.5,-751.8525391
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,770.04040527,,,,25.999998093,21.439786911,2.0001959801,,1.4515627623,,,,,75.173149109,,,770.04040527,527046.5625,6803063.5,-752.0045166
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,770.19240527,,,,25.999998093,20.009466171,1.8529434204,,1.5511059761,,,,,75.29083252,,,770.19238281,527046.5625,6803063.5,-752.1564941
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,770.34440527,,,,25.999998093,18.579145432,1.7059651613,,1.6470047235,,,,,74.306007385,,,770.34442139,527046.5625,6803063.5,-752.3085327
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,770.49640527,,,,25.999998093,17.148826599,1.6576236486,,1.4791252613,,,,,74.366844177,,,770.49639893,527046.5625,6803063.5,-752.4605103
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,770.64840527,,,,25.999998093,15.718505859,1.6317003965,,1.281342864,,,,,75.642402649,,,770.64837646,527046.5625,6803063.5,-752.6124878
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,770.80040527,,,,25.999998093,14.288186073,1.5847963095,,1.5680402517,,,,,76.717582703,,,770.80041504,527046.5625,6803063.5,-752.7645264
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,770.95240527,,,,25.999998093,12.857866287,1.5593329668,,1.94980371,,,,,76.640815735,,,770.95239258,527046.5625,6803063.5,-752.9165039
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,771.10440527,,,,25.999998093,13.146057129,1.4762909412,,1.8804358244,,,,,76.766578674,,,771.10443115,527046.5625,6803063.5,-753.0685425
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,771.25640527,,,,25.999998093,14.217657089,1.3774859905,,1.6216863394,,,,,76.901290894,,,771.25640869,527046.5625,6803063.5,-753.22052
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,771.40840527,,,,25.999998093,15.28925705,1.280947566,,1.4969601631,,,,,76.689498901,,,771.40838623,527046.5625,6803063.5,-753.3724976
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,771.56040527,,,,25.999998093,16.36085701,1.2421345711,,1.4659824371,,,,,76.477424622,,,771.5604248,527046.5625,6803063.5,-753.5245361
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,771.71240527,,,,25.999998093,17.43245697,1.3315445185,,1.5171288252,,,,,76.663124084,,,771.71240234,527046.5625,6803063.5,-753.6765137
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,771.86440527,,,,25.999998093,18.504056931,1.4486182928,,1.6324224472,,,,,77.068069458,,,771.86437988,527046.5625,6803063.5,-753.8284912
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,772.01640527,,,,25.999998093,19.487068176,1.4651327133,,1.8159029484,,,,,77.952636719,,,772.01641846,527046.5625,6803063.5,-753.9805298
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,772.16840527,,,,25.999998093,19.737867355,1.3840640783,,1.5849775076,,,,,80.41431427,,,772.168396,527046.5625,6803063.5,-754.1325073
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,772.32040527,,,,25.999998093,19.988668442,1.3471776247,,1.32318151,,,,,84.062110901,,,772.32043457,527046.5625,6803063.5,-754.2845459
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,772.47240527,,,,25.999998093,20.239467621,1.3266572952,,1.5666725636,,,,,86.937728882,,,772.47241211,527046.5625,6803063.5,-754.4365234
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,772.62440527,,,,25.999998093,20.490268707,1.2927280664,,1.8342678547,,,,,87.047851563,,,772.62438965,527046.5625,6803063.5,-754.588501
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,772.77640527,,,,25.999998093,20.741069794,1.3293578625,,1.5807195902,,,,,84.110923767,,,772.77642822,527046.5625,6803063.5,-754.7405396
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,772.92840527,,,,25.999998093,20.991868973,1.2849482298,,1.6093336344,,,,,79.287864685,,,772.92840576,527046.5625,6803063.5,-754.8925171
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,773.08040527,,,,25.999998093,21.063365936,1.2204563618,,2.2710866928,,,,,73.663543701,,,773.0803833,527046.5625,6803063.5,-755.0444946
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,773.23240527,,,,25.999998093,20.975206375,1.2659523487,,2.1784656048,,,,,69.532295227,,,773.23242188,527046.5625,6803063.5,-755.1965332
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,773.38440527,,,,25.999998093,20.887044907,1.3266749382,,1.7023556232,,,,,68.293807983,,,773.38439941,527046.5625,6803063.5,-755.3485107
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,773.53640527,,,,25.999998093,20.798885345,1.4079757929,,1.3273394108,,,,,71.016212463,,,773.53637695,527046.5625,6803063.5,-755.5004883
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,773.68840527,,,,25.999998093,20.710725784,1.4153540134,,1.0128772259,,,,,75.628311157,,,773.68841553,527046.5625,6803063.5,-755.6525269
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,773.84040527,,,,25.999998093,20.622566223,1.3812315464,,1.1343693733,,,,,80.051269531,,,773.84039307,527046.5625,6803063.5,-755.8045044
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,773.99240527,,,,25.999998093,20.534404755,1.356482029,,1.184944272,,,,,83.508964539,,,773.99243164,527046.5625,6803063.5,-755.956543
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,774.14440527,,,,25.999998093,21.416648865,1.3557726145,,1.1558012962,,,,,86.859283447,,,774.14440918,527046.5625,6803063.5,-756.1085205
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,774.29640527,,,,25.999998093,22.34992981,1.4177662134,,1.3628818989,,,,,90.54851532,,,774.29638672,527046.5625,6803063.5,-756.260498
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,774.44840527,,,,25.999998093,23.283208847,1.4138606787,,1.472268939,,,,,91.946517944,,,774.44842529,527046.5625,6803063.5,-756.4125366
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,774.60040527,,,,25.999998093,24.216487885,1.3963911533,,1.5089631081,,,,,91.933944702,,,774.60040283,527046.5625,6803063.5,-756.5645142
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,774.75240527,,,,25.999998093,25.149768829,1.4555748701,,2.2327461243,,,,,90.467086792,,,774.75238037,527046.5625,6803063.5,-756.7164917
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,774.90440527,,,,25.999998093,26.083047867,1.4000908136,,3.0973441601,,,,,88.05141449,,,774.90441895,527046.5625,6803063.5,-756.8685303
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,775.05640527,,,,25.999998093,27.099807739,1.3712810278,,2.4765388966,,,,,85.109809875,,,775.05639648,527046.5625,6803063.5,-757.0205078
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,775.20840527,,,,25.999998093,28.258049011,1.446513176,,2.5228681564,,,,,82.402000427,,,775.20843506,527046.5625,6803063.5,-757.1724854
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,775.36040527,,,,25.999998093,29.416288376,1.4191794395,,2.183381319,,,,,82.044799805,,,775.3604126,527046.5625,6803063.5,-757.3244629
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,775.51240527,,,,25.999998093,30.57452774,1.3822710514,,2.528264761,,,,,83.335296631,,,775.51239014,527046.5625,6803063.5,-757.4764404
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,775.66440527,,,,25.999998093,31.732769012,1.3370089531,,3.5807478428,,,,,85.556655884,,,775.66442871,527046.5625,6803063.5,-757.628479
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,775.81640527,,,,25.999998093,32.891010284,1.3264000416,,3.8266000748,,,,,88.088035583,,,775.81640625,527046.5625,6803063.5,-757.7804565
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,775.96840527,,,,25.999998093,34.049247742,1.3264000416,,3.8266000748,,,,,89.788780212,,,775.96838379,527046.5625,6803063.5,-757.9324341
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,776.12040527,,,,25.999998093,34.707805634,1.3165954351,,3.6614565849,,,,,89.625648499,,,776.12042236,527046.5625,6803063.5,-758.0844727
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,776.27240527,,,,25.999998093,35.235244751,1.2951142788,,3.2995407581,,,,,89.821060181,,,776.2723999,527046.5625,6803063.5,-758.2364502
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,776.42440527,,,,25.999998093,35.762687683,1.3170619011,,2.7894368172,,,,,91.159500122,,,776.42437744,527046.5625,6803063.5,-758.3884277
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,776.57640527,,,,25.999998093,36.290126801,1.3862388134,,2.0447428226,,,,,91.72039032,,,776.57641602,527046.5625,6803063.5,-758.5404663
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,776.72840527,,,,25.999998093,36.817565918,1.4221080542,,2.4269049168,,,,,91.763549805,,,776.72839355,527046.5625,6803063.5,-758.6924438
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,776.88040527,,,,25.999998093,37.345005035,1.4188233614,,2.1007285118,,,,,90.970901489,,,776.88043213,527046.5625,6803063.5,-758.8444824
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,777.03240527,,,,25.999998093,38.078216553,1.4194552898,,1.2604448795,,,,,91.481498718,,,777.03240967,527046.5625,6803063.5,-758.99646
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,777.18440527,,,,25.999998093,39.570858002,1.4547688961,,1.281247735,,,,,93.977012634,,,777.18438721,527046.5625,6803063.5,-759.1484375
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,777.33640527,,,,25.999998093,41.063499451,1.4262392521,,1.3776546717,,,,,94.514678955,,,777.33642578,527046.5625,6803063.5,-759.3004761
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,777.48840527,,,,25.999998093,42.5561409,1.3637896776,,1.4423881769,,,,,95.198387146,,,777.48840332,527046.5625,6803063.5,-759.4524536
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,777.64040527,,,,25.999998093,44.048778534,1.3737832308,,1.0658780336,,,,,94.156089783,,,777.64038086,527046.5625,6803063.5,-759.6044312
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,777.79240527,,,,25.999998093,45.541419983,1.365784049,,0.9637923241,,,,,98.732032776,,,777.79241943,527046.5625,6803063.5,-759.7564697
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,777.94440527,,,,25.999998093,47.034061432,1.3929225206,,1.280238986,,,,,104.77888489,,,777.94439697,527046.5625,6803063.5,-759.9084473
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,778.09640527,,,,25.999998093,47.620491028,1.3237298727,,1.3881145716,,,,,110.98693848,,,778.09643555,527046.5625,6803063.5,-760.0604858
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,778.24840527,,,,25.999998093,47.684329987,1.1723769903,,1.58855474,,,,,111.9308548,,,778.24841309,527046.5625,6803063.5,-760.2124634
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,778.40040527,,,,25.999998093,47.74817276,1.2029000521,,1.5298999548,,,,,111.98350525,,,778.40039063,527046.5625,6803063.5,-760.3644409
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,778.55240527,,,,25.999998093,47.812011719,1.2034245729,,1.3575993776,,,,,110.09481049,,,778.5524292,527046.5625,6803063.5,-760.5164795
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,778.70440527,,,,25.999998093,47.875850677,1.1938434839,,1.0096292496,,,,,106.56301117,,,778.70440674,527046.5625,6803063.5,-760.668457
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,778.85640527,,,,25.999998093,47.939689636,1.2321833372,,1.1917233467,,,,,101.37794495,,,778.85638428,527046.5625,6803063.5,-760.8204346
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,779.00840527,,,,25.999998093,48.097499847,1.4240195751,,1.3278298378,,,,,98.026191711,,,779.00842285,527046.5625,6803063.5,-760.9724731
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,779.16040527,,,,25.999998093,49.860702515,1.5008707047,,1.6390730143,,,,,97.344078064,,,779.16040039,527046.5625,6803063.5,-761.1244507
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,779.31240527,,,,25.999998093,51.623901367,1.5122616291,,1.7672560215,,,,,98.14831543,,,779.31237793,527046.5625,6803063.5,-761.2764282
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,779.46440527,,,,25.999998093,53.38710022,1.5660574436,,1.8513683081,,,,,97.507583618,,,779.4644165,527046.5625,6803063.5,-761.4284668
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,779.61640527,,,,25.999998093,55.150299072,1.6799291372,,1.3767640591,,,,,97.481201172,,,779.61639404,527046.5625,6803063.5,-761.5804443
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,779.76840527,,,,25.999998093,56.91350174,1.6543934345,,1.4020922184,,,,,97.914344788,,,779.76843262,527046.5625,6803063.5,-761.7324829
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,779.92040527,,,,25.999998093,58.676700592,1.5412243605,,1.9858527184,,,,,98.790168762,,,779.92041016,527046.5625,6803063.5,-761.8844604
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,780.07240527,,,,25.999998093,61.709163666,1.5609271526,,2.8360972404,,,,,98.564552307,,,780.0723877,527046.5625,6803063.5,-762.036438
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,780.22440527,,,,25.999998093,66.136924744,1.5410633087,,3.0745830536,,,,,97.5390625,,,780.22442627,527046.5625,6803063.5,-762.1884766
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,780.37640527,,,,25.999998093,70.564689636,1.4406440258,,4.6549553871,,,,,95.70010376,,,780.37640381,527046.5625,6803063.5,-762.3404541
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,780.52840527,,,,25.999998093,74.992446899,1.5162512064,,7.4064683914,,,,,94.229454041,,,780.52838135,527046.5625,6803063.5,-762.4924316
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,780.68040527,,,,25.999998093,79.420204163,1.8034753799,,2.9943745136,,,,,93.576568604,,,780.68041992,527046.5625,6803063.5,-762.6444702
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,780.83240527,,,,25.999998093,83.847969055,1.6507241726,,1.3295829296,,,,,95.197784424,,,780.83239746,527046.5625,6803063.5,-762.7964478
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,780.98440527,,,,25.999998093,88.275726318,1.664488554,,1.3799462318,,,,,98.900642395,,,780.984375,527046.5625,6803063.5,-762.9484253
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,781.13640527,,,,25.999998093,86.278800964,2.0059456825,,1.1067730188,,,,,100.73033905,,,781.13641357,527046.625,6803063.5,-763.1004639
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,781.28840527,,,,25.999998093,83.547363281,1.874822855,,1.0995825529,,,,,100.53735352,,,781.28839111,527046.625,6803063.5,-763.2524414
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,781.44040527,,,,25.999998093,80.815917969,1.6791470051,,0.9317595363,,,,,99.724006653,,,781.44042969,527046.625,6803063.5,-763.40448
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,781.59240527,,,,25.999998093,78.084480286,1.833671689,,0.9660038948,,,,,101.63124084,,,781.59240723,527046.625,6803063.5,-763.5564575
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,781.74440527,,,,25.999998093,75.353042603,1.9221467972,,0.9195643663,,,,,104.33076477,,,781.74438477,527046.625,6803063.5,-763.7084351
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,781.89640527,,,,25.999998093,72.62159729,1.8837376833,,0.8421167731,,,,,103.3559494,,,781.89642334,527046.625,6803063.5,-763.8604126
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,782.04840527,,,,25.999998093,68.22743988,1.8419334888,,0.9324534535,,,,,100.30865479,,,782.04840088,527046.625,6803063.5,-764.0123901
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,782.20040527,,,,25.999998093,60.274799347,1.8970127106,,0.9270112514,,,,,98.516532898,,,782.20037842,527046.625,6803063.5,-764.1643677
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,782.35240527,,,,25.999998093,52.322158813,1.8344644308,,0.939006865,,,,,98.418991089,,,782.35241699,527046.625,6803063.5,-764.3164063
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,782.50440527,,,,25.999998093,44.36951828,1.8596063852,,0.9385451674,,,,,98.092285156,,,782.50439453,527046.625,6803063.5,-764.4683838
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,782.65640527,,,,25.999998093,36.416877747,1.9123988152,,1.0877193213,,,,,96.171012878,,,782.65643311,527046.625,6803063.5,-764.6204224
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,782.80840527,,,,25.999998093,28.464237213,1.8191506863,,1.3253942728,,,,,95.916366577,,,782.80841064,527046.625,6803063.5,-764.7723999
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,782.96040527,,,,25.999998093,20.51159668,1.8195739985,,1.3895020485,,,,,98.001449585,,,782.96038818,527046.625,6803063.5,-764.9243774
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,783.11240527,,,,25.999998093,20.202514648,1.6838308573,,2.1057255268,,,,,99.689750671,,,783.11242676,527046.625,6803063.5,-765.076416
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,783.26440527,,,,25.999998093,22.585874557,1.417999506,,5.434440136,,,,,100.24671936,,,783.2644043,527046.625,6803063.5,-765.2283936
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,783.41640527,,,,25.999998093,24.969234467,1.2907340527,,8.5323677063,,,,,100.16757202,,,783.41638184,527046.625,6803063.5,-765.3803711
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,783.56840527,,,,25.999998093,27.352594376,1.3420932293,,6.0276217461,,,,,102.10764313,,,783.56842041,527046.625,6803063.5,-765.5324097
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,783.72040527,,,,25.999998093,29.735954285,1.4168686867,,2.6133432388,,,,,103.51713562,,,783.72039795,527046.625,6803063.5,-765.6843872
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,783.87240527,,,,25.999998093,32.119312286,1.4652978182,,1.5504277945,,,,,102.1918869,,,783.87237549,527046.625,6803063.5,-765.8363647
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,784.02440527,,,,25.999998093,34.163196564,1.5015583038,,0.7856988907,,,,,99.073951721,,,784.02441406,527046.625,6803063.5,-765.9884033
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,784.17640527,,,,25.999998093,34.432235718,1.4644633532,,0.9891930223,,,,,96.254714966,,,784.1763916,527046.625,6803063.5,-766.1403809
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,784.32840527,,,,25.999998093,34.701274872,1.4463691711,,1.7782601118,,,,,96.445083618,,,784.32843018,527046.625,6803063.5,-766.2924194
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,784.48040527,,,,25.999998093,34.970317841,1.485888958,,2.5245323181,,,,,97.738990784,,,784.48040771,527046.625,6803063.5,-766.444397
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,784.63240527,,,,25.999998093,35.239356995,1.6190748215,,1.6987445354,,,,,100.17701721,,,784.63238525,527046.625,6803063.5,-766.5963745
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,784.78440527,,,,25.999998093,35.508396149,1.5485954285,,2.8158686161,,,,,102.82635498,,,784.78442383,527046.625,6803063.5,-766.7484131
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,784.93640527,,,,25.999998093,35.777435303,1.5150310993,,2.3840680122,,,,,103.09848785,,,784.93640137,527046.625,6803063.5,-766.9003906
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,785.08840527,,,,25.999998093,35.738826752,1.4455016851,,1.4079601765,,,,,99.659317017,,,785.08837891,527046.625,6803063.5,-767.0523682
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,785.24040527,,,,25.999998093,35.478904724,1.457595706,,1.2669309378,,,,,95.526893616,,,785.24041748,527046.625,6803063.5,-767.2044067
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,785.39240527,,,,25.999998093,35.218986511,1.4996824265,,1.2518905401,,,,,93.967643738,,,785.39239502,527046.625,6803063.5,-767.3563843
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,785.54440527,,,,25.999998093,34.959068298,1.6220225096,,1.1261482239,,,,,93.492652893,,,785.54443359,527046.625,6803063.5,-767.5084229
