source_file,well_name,DEPT,FORCE_2020_LITHOFACIES_CONFIDENCE,FORCE_2020_LITHOFACIES_LITHOLOGY,CALI,RDEP,RMED,SP,DTC,NPHI,PEF,GR,RHOB,DRHO,DEPTH_MD,X_LOC,Y_LOC,Z_LOC
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,572.80200061,,,,1.030446887,1.0138777494,61.195594788,165.79283142,,,22.758117676,,,572.80200195,442441.75,6759399.0,-547.7978516
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,572.95400061,,,,1.0326999426,1.0132049322,61.356674194,165.8155365,,,21.764648438,,,572.95397949,442441.75,6759399.0,-547.9498291
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,573.10600061,,,,1.0327217579,1.0104467869,61.842700958,165.45057678,,,22.931465149,,,573.10601807,442441.75,6759399.0,-548.1018677
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,573.25800061,,,,1.0327999592,1.0074977875,62.489513397,164.97402954,,,24.081823349,,,573.25799561,442441.75,6759399.0,-548.2538452
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,573.41000061,,,,1.0327999592,1.00566113,62.958698273,164.77885437,,,24.074430466,,,573.40997314,442441.75,6759399.0,-548.4058228
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,573.56200061,,,,1.0328419209,1.0075243711,62.797981262,164.7124176,,,21.954410553,,,573.56201172,442441.75,6759399.0,-548.5578613
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,573.71400061,,,,1.0335178375,1.0100178719,62.124492645,164.62348938,,,19.999210358,,,573.71398926,442441.75,6759399.0,-548.7097778
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,573.86600061,,,,1.0360523462,1.0124499798,61.742652893,164.74449158,,,20.18957901,,,573.86602783,442441.75,6759399.0,-548.8618164
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,574.01800061,,,,1.0387864113,1.0141999722,61.442459106,165.05747986,,,21.625101089,,,574.01800537,442441.75,6759399.0,-549.0137939
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,574.17000061,,,,1.0420978069,1.0141999722,61.148578644,165.26968384,,,22.145841599,,,574.16998291,442441.75,6759399.0,-549.1657715
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,574.32200061,,,,1.0476555824,1.0143181086,61.374469757,165.06455994,,,20.001504898,,,574.32202148,442441.75,6759399.0,-549.3178101
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,574.47400061,,,,1.0555346012,1.0166064501,61.758964539,164.0821228,,,17.798370361,,,574.47399902,442441.75,6759399.0,-549.4697876
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,574.62600061,,,,1.06341362,1.0264372826,62.413894653,162.71560669,,,18.570735931,,,574.62597656,442441.75,6759399.0,-549.6217651
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,574.77800061,,,,1.0712547302,1.0386426449,62.529403687,162.44299316,,,21.158052444,,,574.77801514,442441.75,6759399.0,-549.7738037
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,574.93000061,,,,1.078543067,1.0510283709,62.431816101,163.70101929,,,22.992918015,,,574.92999268,442441.75,6759399.0,-549.9257813
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,575.08200061,,,,1.0836324692,1.0631463528,62.606506348,165.12365723,,,23.273832321,,,575.08197021,442441.75,6759399.0,-550.0777588
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,575.23400061,,,,1.086524725,1.0718181133,62.331775665,165.68447876,,,23.047819138,,,575.23400879,442441.75,6759399.0,-550.2297974
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,575.38600061,,,,1.0893456936,1.0719000101,62.439914703,165.03640747,,,22.775066376,,,575.38598633,442441.75,6759399.0,-550.3817749
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,575.53800061,,,,1.0907500982,1.0717771053,62.157527924,163.51974487,,,21.166051865,,,575.5380249,442441.75,6759399.0,-550.5338135
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,575.69000061,,,,1.0869215727,1.0690375566,61.897891998,162.55754089,,,21.529411316,,,575.69000244,442441.75,6759399.0,-550.685791
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,575.84200061,,,,1.0810528994,1.0554451942,61.779468536,162.61022949,,,20.646842957,,,575.84197998,442441.75,6759399.0,-550.8377686
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,575.99400061,,,,1.0671038628,1.0372300148,61.776763916,162.82466125,,,21.304450989,,,575.99401855,442441.75,6759399.0,-550.9898071
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,576.14600061,,,,1.0478314161,1.0236637592,61.556632996,162.77732849,,,20.772377014,,,576.14599609,442441.75,6759399.0,-551.1417847
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,576.29800061,,,,1.0369558334,1.0130490065,60.852981567,162.5295105,,,21.241359711,,,576.29797363,442441.75,6759399.0,-551.2937622
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,576.45000061,,,,1.0315716267,1.0066604614,61.183704376,162.28199768,,,22.911302567,,,576.45001221,442441.75,6759399.0,-551.4458008
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,576.60200061,,,,1.0283118486,1.0101511478,61.62386322,162.14183044,,,25.066356659,,,576.60198975,442441.75,6759399.0,-551.5977783
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,576.75400061,,,,1.0259321928,1.0135644674,62.043521881,162.0065918,,,24.376031876,,,576.75402832,442441.75,6759399.0,-551.7498169
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,576.90600061,,,,1.0280672312,1.016526103,63.134738922,161.86936951,,,23.750045776,,,576.90600586,442441.75,6759399.0,-551.9017944
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,577.05800061,,,,1.0337371826,1.0193036795,63.09236908,161.69364929,,,22.846757889,,,577.0579834,442441.75,6759399.0,-552.053772
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,577.21000061,,,,1.0389257669,1.0219230652,62.880153656,161.45332336,,,23.704154968,,,577.21002197,442441.75,6759399.0,-552.2058105
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,577.36200061,,,,1.0404340029,1.0232954025,62.383411407,161.25146484,,,23.166402817,,,577.36199951,442441.75,6759399.0,-552.3577271
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,577.51400061,,,,1.0337942839,1.0198471546,61.917098999,161.1388092,,,22.502483368,,,577.51397705,442441.78125,6759399.0,-552.5097046
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,577.66600061,,,,1.0282028913,1.0174055099,61.657802582,161.12997437,,,21.686788559,,,577.66601563,442441.78125,6759399.0,-552.6617432
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,577.81800061,,,,1.0287169218,1.0201172829,61.59564209,161.17547607,,,20.994880676,,,577.81799316,442441.78125,6759399.0,-552.8137207
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,577.97000061,,,,1.0368154049,1.0255672932,62.070152283,161.10142517,,,22.275730133,,,577.9699707,442441.78125,6759399.0,-552.9656982
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,578.12200061,,,,1.0437939167,1.0275626183,62.126708984,160.88024902,,,24.275690079,,,578.12200928,442441.78125,6759399.0,-553.1177368
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,578.27400061,,,,1.0467730761,1.0295572281,62.065437317,160.79386902,,,24.903997421,,,578.27398682,442441.78125,6759399.0,-553.2697144
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,578.42600061,,,,1.0496526957,1.0315015316,61.861488342,160.98643494,,,23.192029953,,,578.42602539,442441.78125,6759399.0,-553.4217529
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,578.57800061,,,,1.0521862507,1.0323696136,61.474880219,161.24787903,,,21.956787109,,,578.57800293,442441.78125,6759399.0,-553.5737305
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,578.73000061,,,,1.0528603792,1.0276824236,61.624298096,161.32148743,,,22.449363708,,,578.72998047,442441.78125,6759399.0,-553.725708
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,578.88200061,,,,1.0543066263,1.0214025974,61.612709045,161.00370789,,,22.860982895,,,578.88201904,442441.78125,6759399.0,-553.8777466
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,579.03400061,,,,1.0632586479,1.0269700289,62.117103577,160.4186554,,,24.038152695,,,579.03399658,442441.78125,6759399.0,-554.0297241
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,579.18600061,,,,1.074886322,1.048601985,62.235221863,159.95542908,,,25.726652145,,,579.18597412,442441.78125,6759399.0,-554.1817017
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,579.33800061,,,,1.0790313482,1.0648853779,62.061447144,159.73518372,,,27.000900269,,,579.3380127,442441.78125,6759399.0,-554.3337402
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,579.49000061,,,,1.0813010931,1.0698695183,62.403377533,159.85032654,,,26.001394272,,,579.48999023,442441.78125,6759399.0,-554.4857178
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,579.64200061,,,,1.0775898695,1.0713640451,62.352779388,160.49815369,,,23.335309982,,,579.64202881,442441.78125,6759399.0,-554.6377563
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,579.79400061,,,,1.0732185841,1.0639828444,61.908462524,161.56037903,,,22.358705521,,,579.79400635,442441.78125,6759399.0,-554.7897339
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,579.94600061,,,,1.0641323328,1.0530819893,61.758956909,162.78590393,,,22.169252396,,,579.94598389,442441.78125,6759399.0,-554.9417114
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,580.09800061,,,,1.0504784584,1.0415714979,61.832019806,164.03717041,,,21.730096817,,,580.09802246,442441.78125,6759399.0,-555.09375
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,580.25000061,,,,1.0369334221,1.0269011259,62.32611084,164.96893311,,,20.562561035,,,580.25,442441.78125,6759399.0,-555.2457275
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,580.40200061,,,,1.0235873461,1.0122047663,62.557712555,165.3346405,,,19.416667938,,,580.40197754,442441.78125,6759399.0,-555.3977051
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,580.55400061,,,,1.0105028152,0.9991323948,62.811859131,165.22666931,,,19.9376297,,,580.55401611,442441.78125,6759399.0,-555.5497437
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,580.70600061,,,,0.9995596409,0.9959759116,62.284835815,164.73551941,,,21.018583298,,,580.70599365,442441.78125,6759399.0,-555.7017212
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,580.85800061,,,,1.0028455257,0.9916427135,61.300498962,164.06266785,,,22.334056854,,,580.85797119,442441.78125,6759399.0,-555.8536377
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,581.01000061,,,,1.0093306303,0.9938449264,61.186172485,163.27484131,,,20.820802689,,,581.01000977,442441.78125,6759399.0,-556.0056763
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,581.16200061,,,,1.0157976151,1.0016053915,60.786388397,162.35227966,,,22.740110397,,,581.1619873,442441.78125,6759399.0,-556.1576538
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,581.31400061,,,,1.0218290091,1.0078053474,61.159389496,161.53503418,,,22.474819183,,,581.31402588,442441.78125,6759399.0,-556.3096924
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,581.46600061,,,,1.024600029,1.0117799044,61.745738983,161.00085449,,,23.980638504,,,581.46600342,442441.78125,6759399.0,-556.4616699
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,581.61800061,,,,1.0246071815,1.0153000355,62.539226532,160.9165802,,,23.625358582,,,581.61798096,442441.78125,6759399.0,-556.6136475
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,581.77000061,,,,1.0247547626,1.0153205395,63.225822449,161.33145142,,,22.885984421,,,581.77001953,442441.78125,6759399.0,-556.765686
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,581.92200061,,,,1.0260978937,1.0159153938,62.917224884,161.92802429,,,22.191717148,,,581.92199707,442441.78125,6759399.0,-556.9176636
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,582.07400061,,,,1.0351737738,1.0211565495,62.934673309,162.25440979,,,21.88253212,,,582.07397461,442441.78125,6759399.0,-557.0696411
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,582.22600061,,,,1.0442374945,1.0331246853,62.52463913,161.81144714,,,21.661300659,,,582.22601318,442441.78125,6759399.0,-557.2216797
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,582.37800061,,,,1.0529464483,1.0450812578,62.262958527,160.49613953,,,21.345510483,,,582.37799072,442441.78125,6759399.0,-557.3736572
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,582.53000061,,,,1.0589139462,1.0565800667,62.034408569,159.04501343,,,20.929475784,,,582.5300293,442441.78125,6759399.0,-557.5256958
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,582.68200061,,,,1.0645935535,1.0630999804,61.802497864,158.25561523,,,23.315948486,,,582.68200684,442441.78125,6759399.0,-557.6776733
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,582.83400061,,,,1.070163846,1.0631397963,61.639896393,158.35682678,,,22.340639114,,,582.83398438,442441.8125,6759399.0,-557.8296509
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,582.98600061,,,,1.0754308701,1.0644891262,61.138454437,159.24520874,,,20.650306702,,,582.98602295,442441.8125,6759399.0,-557.9816895
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,583.13800061,,,,1.0802257061,1.0769921541,61.528316498,160.24694824,,,19.410057068,,,583.13800049,442441.8125,6759399.0,-558.133667
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,583.29000061,,,,1.0829000473,1.0897392035,61.402225494,160.48127747,,,21.590497971,,,583.28997803,442441.8125,6759399.0,-558.2856445
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,583.44200061,,,,1.0829000473,1.0929000378,61.231628418,159.86080933,,,23.653926849,,,583.4420166,442441.8125,6759399.0,-558.4376831
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,583.59400061,,,,1.0829111338,1.0929000378,61.524692535,158.97436523,,,22.800382614,,,583.59399414,442441.8125,6759399.0,-558.5896606
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,583.74600061,,,,1.0833402872,1.0929102898,61.949806213,158.54652405,,,21.922382355,,,583.74597168,442441.8125,6759399.0,-558.7416382
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,583.89800061,,,,1.0878936052,1.0933294296,62.64723587,158.61224365,,,21.739015579,,,583.89801025,442441.8125,6759399.0,-558.8936768
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,584.05000061,,,,1.1072046757,1.0977916718,63.550270081,158.38490295,,,25.42294693,,,584.04998779,442441.8125,6759399.0,-559.0456543
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,584.20200061,,,,1.1452953815,1.1152166128,63.125534058,157.71176147,,,26.626579285,,,584.20202637,442441.8125,6759399.0,-559.1976929
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,584.35400061,,,,1.1832693815,1.1502386332,62.634441376,156.80947876,,,29.446353912,,,584.35400391,442441.8125,6759399.0,-559.3496704
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,584.50600061,,,,1.2284929752,1.194314599,62.049934387,154.81634521,,,33.015403748,,,584.50598145,442441.8125,6759399.0,-559.5015869
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,584.65800061,,,,1.2757652998,1.2473714352,61.999641418,151.74708557,,,37.022216797,,,584.65802002,442441.8125,6759399.0,-559.6536255
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,584.81000061,,,,1.3229396343,1.3002928495,62.167751312,150.13665771,,,40.649692535,,,584.80999756,442441.8125,6759399.0,-559.805603
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,584.96200061,,,,1.3701195717,1.3503701687,62.065376282,151.7885437,,,41.975841522,,,584.9619751,442441.8125,6759399.0,-559.9575806
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,585.11400061,,,,1.4177062511,1.3634437323,63.062725067,155.83631897,,,44.270214081,,,585.11401367,442441.8125,6759399.0,-560.1096191
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,585.26600061,,,,1.4646930695,1.3769001961,63.276771545,159.91487122,,,46.032844543,,,585.26599121,442441.8125,6759399.0,-560.2615967
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,585.41800061,,,,1.5008071661,1.4015514851,63.57844162,161.31556702,,,47.161338806,,,585.41802979,442441.8125,6759399.0,-560.4136353
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,585.57000061,,,,1.5204638243,1.4109666348,63.195617676,158.93362427,,,48.040569305,,,585.57000732,442441.8125,6759399.0,-560.5656128
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,585.72200061,,,,1.5073987246,1.3988976479,63.081932068,154.26347351,,,51.427112579,,,585.72198486,442441.8125,6759399.0,-560.7175903
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,585.87400061,,,,1.4943335056,1.3753602505,63.529903412,149.89570618,,,50.575283051,,,585.87402344,442441.8125,6759399.0,-560.8696289
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,586.02600061,,,,1.4819645882,1.3753994703,63.083236694,147.66041565,,,46.773197174,,,586.02600098,442441.8125,6759399.0,-561.0216064
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,586.17800061,,,,1.4810069799,1.3764913082,63.529827118,148.06144714,,,42.182235718,,,586.17797852,442441.8125,6759399.0,-561.173584
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,586.33000061,,,,1.4944570065,1.3945086002,62.762775421,150.75721741,,,41.731506348,,,586.33001709,442441.8125,6759399.0,-561.3256226
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,586.48200061,,,,1.5330860615,1.4155219793,62.722106934,154.03488159,,,42.037948608,,,586.48199463,442441.8125,6759399.0,-561.4776001
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,586.63400061,,,,1.5745413303,1.4428646564,63.319328308,154.72528076,,,42.425632477,,,586.63397217,442441.8125,6759399.0,-561.6295776
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,586.78600061,,,,1.6136752367,1.4807937145,63.160522461,151.8008728,,,45.808101654,,,586.78601074,442441.8125,6759399.0,-561.7816162
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,586.93800061,,,,1.6521837711,1.5418953896,62.815807343,147.23904419,,,49.072948456,,,586.93798828,442441.8125,6759399.0,-561.9335938
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,587.09000061,,,,1.6793572903,1.6179769039,62.187194824,143.66175842,,,50.733207703,,,587.09002686,442441.8125,6759399.0,-562.0856323
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,587.24200061,,,,1.6983098984,1.6540824175,62.577232361,142.65390015,,,45.735496521,,,587.24200439,442441.8125,6759399.0,-562.2376099
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,587.39400061,,,,1.7171573639,1.6574282646,62.544048309,143.4947052,,,40.052700043,,,587.39398193,442441.8125,6759399.0,-562.3895874
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,587.54600061,,,,1.7350385189,1.6385147572,63.006526947,144.52865601,,,40.384059906,,,587.54602051,442441.8125,6759399.0,-562.541626
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,587.69800061,,,,1.7322191,1.6153926849,63.763969421,144.89555359,,,42.370304108,,,587.69799805,442441.8125,6759399.0,-562.6936035
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,587.85000061,,,,1.7184208632,1.591383934,63.353046417,144.90576172,,,46.218902588,,,587.84997559,442441.8125,6759399.0,-562.8455811
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,588.00200061,,,,1.6804341078,1.5621603727,63.028156281,145.20469666,,,50.175193787,,,588.00201416,442441.8125,6759399.0,-562.9976196
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,588.15400061,,,,1.6423999071,1.5266075134,62.837249756,145.59703064,,,50.482089996,,,588.1539917,442441.8125,6759399.0,-563.1495361
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,588.30600061,,,,1.606025219,1.4908028841,62.365573883,145.69282532,,,44.867408752,,,588.30603027,442441.84375,6759399.0,-563.3015747
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,588.45800061,,,,1.569721818,1.4560461044,62.587696075,145.54524231,,,39.711082458,,,588.45800781,442441.84375,6759399.0,-563.4535522
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,588.61000061,,,,1.5334185362,1.4394843578,62.616462708,145.14085388,,,37.510925293,,,588.60998535,442441.84375,6759399.0,-563.6055298
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,588.76200061,,,,1.4990099669,1.4246786833,63.043018341,144.50428772,,,37.737689972,,,588.76202393,442441.84375,6759399.0,-563.7575684
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,588.91400061,,,,1.4689526558,1.4102959633,62.840530396,143.9216156,,,39.011447906,,,588.91400146,442441.84375,6759399.0,-563.9095459
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,589.06600061,,,,1.4544878006,1.3965935707,62.260292053,143.71524048,,,40.842712402,,,589.065979,442441.84375,6759399.0,-564.0615234
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,589.21800061,,,,1.4458088875,1.3836815357,61.942352295,143.9228363,,,42.101303101,,,589.21801758,442441.84375,6759399.0,-564.213562
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,589.37000061,,,,1.4462372065,1.3817754984,61.485271454,144.01882935,,,41.905696869,,,589.36999512,442441.84375,6759399.0,-564.3655396
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,589.52200061,,,,1.4572336674,1.3913253546,61.98639679,143.79821777,,,41.08953476,,,589.52197266,442441.84375,6759399.0,-564.5175171
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,589.67400061,,,,1.478687048,1.4015048742,62.431861877,144.20271301,,,40.329681396,,,589.67401123,442441.84375,6759399.0,-564.6695557
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,589.82600061,,,,1.5103987455,1.4117707014,63.157505035,145.15701294,,,39.511894226,,,589.82598877,442441.84375,6759399.0,-564.8215332
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,589.97800061,,,,1.5505027771,1.4465038776,63.610019684,145.32583618,,,38.706619263,,,589.97802734,442441.84375,6759399.0,-564.9735718
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,590.13000061,,,,1.6182640791,1.505279541,63.354232788,144.88761902,,,41.747112274,,,590.13000488,442441.84375,6759399.0,-565.1255493
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,590.28200061,,,,1.688177824,1.5678451061,64.29599762,144.03738403,,,46.26795578,,,590.28198242,442441.84375,6759399.0,-565.2775269
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,590.43400061,,,,1.7583671808,1.6524399519,63.918312073,143.24105835,,,55.217182159,,,590.434021,442441.84375,6759399.0,-565.4295654
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,590.58600061,,,,1.8338009119,1.7375357151,63.483997345,144.12580872,,,59.641941071,,,590.58599854,442441.84375,6759399.0,-565.581543
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,590.73800061,,,,1.911616683,1.8005912304,63.479503632,146.06535339,,,63.748222351,,,590.73797607,442441.84375,6759399.0,-565.7335205
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,590.89000061,,,,1.9854202271,1.8409581184,63.545631409,147.64749146,,,64.34223938,,,590.89001465,442441.84375,6759399.0,-565.8855591
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,591.04200061,,,,2.0261385441,1.8614692688,64.743423462,148.7756958,,,63.47851944,,,591.04199219,442441.84375,6759399.0,-566.0375366
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,591.19400061,,,,2.0589313507,1.8533324003,65.053886414,149.30226135,,,62.960124969,,,591.19403076,442441.84375,6759399.0,-566.1895752
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,591.34600061,,,,2.0607359409,1.8392065763,64.913314819,149.16423035,,,65.464447021,,,591.3460083,442441.84375,6759399.0,-566.3415527
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,591.49800061,,,,2.0375504494,1.8265452385,64.272354126,148.63537598,,,67.8645401,,,591.49798584,442441.84375,6759399.0,-566.4935303
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,591.65000061,,,,2.0099537373,1.8166819811,63.539157867,148.06990051,,,69.587860107,,,591.65002441,442441.84375,6759399.0,-566.6455688
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,591.80200061,,,,1.9834703207,1.8136414289,63.955230713,147.88624573,,,69.382461548,,,591.80200195,442441.84375,6759399.0,-566.7974854
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,591.95400061,,,,1.9787367582,1.8134000301,63.836853027,148.17474365,,,66.664573669,,,591.95397949,442441.84375,6759399.0,-566.9494629
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,592.10600061,,,,1.9870417118,1.8160693645,64.323654175,148.17170715,,,67.111839294,,,592.10601807,442441.84375,6759399.0,-567.1015015
