source_file,well_name,DEPT,FORCE_2020_LITHOFACIES_CONFIDENCE,FORCE_2020_LITHOFACIES_LITHOLOGY,CALI,BS,RDEP,RSHA,RMED,RXO,SP,DTC,NPHI,GR,RHOB,DRHO,DEPTH_MD,X_LOC,Y_LOC,Z_LOC
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,482.5242,,,21.078882217,26.000001907,1.6321985722,1.3018255234,1.3018255234,,20.067338943,,0.5619010925,56.209320068,1.9387738705,0.0420045815,482.52420044,530203.25,6737678.5,-458.5066223
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,482.6762,,,21.132553101,26.000001907,1.6173372269,1.285574317,1.285574317,,19.611244202,,0.5579006672,58.055873871,1.9300035238,0.0312134884,482.6762085,530203.25,6737678.5,-458.6586304
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,482.8282,,,21.084253311,26.000001907,1.6035382748,1.293328166,1.293328166,,19.695512772,,0.5643293858,60.030132294,1.9429513216,0.0372245945,482.82818604,530203.25,6737678.5,-458.8106079
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,482.9802,,,20.87282753,26.000001907,1.5891144276,1.3124555349,1.3124555349,,19.815536499,,0.5802173018,61.110782623,1.9614095688,0.0555891693,482.98019409,530203.25,6737678.5,-458.9625854
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,483.1322,,,20.862911224,26.000001907,1.5752084255,1.3245034218,1.3245034218,,19.98764801,,0.5815794468,61.559158325,1.9649267197,0.0723846704,483.13220215,530203.25,6737678.5,-459.1145935
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,483.2842,,,20.758516312,26.000001907,1.5612821579,1.322764039,1.322764039,,20.000307083,,0.5697859526,62.22977829,1.9566079378,0.0674765706,483.28421021,530203.25,6737678.5,-459.2666016
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,483.4362,,,20.178001404,26.000001907,1.5466626883,1.3043609858,1.3043609858,,19.681610107,,0.5570581555,64.130065918,1.9368898869,0.0575005412,483.43618774,530203.25,6737678.5,-459.4185791
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,483.5882,,,19.610048294,26.000001907,1.533039093,1.2959973812,1.2959973812,,19.20582962,,0.5692113638,66.920158386,1.9362139702,0.054055687,483.5881958,530203.25,6737678.5,-459.5705566
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,483.7402,,,19.245479584,26.000001907,1.5253891945,1.2962297201,1.2962297201,,18.810026169,,0.5786781907,67.867965698,1.9439017773,0.0444267541,483.74020386,530203.25,6737678.5,-459.7225647
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,483.8922,,,19.324071884,26.000001907,1.5237009525,1.2964937687,1.2964937687,,18.798749924,,0.5790952444,66.868629456,1.9468337297,0.0452235304,483.89221191,530203.25,6737678.5,-459.8745728
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,484.0442,,,19.610742569,26.000001907,1.527238369,1.2967318296,1.2967318296,,19.173757553,,0.556910336,65.440284729,1.9506806135,0.0698215663,484.04418945,530203.25,6737678.5,-460.0265503
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,484.1962,,,18.786809921,26.000001907,1.5390613079,1.3144751787,1.3144751787,,19.874406815,,0.5331992507,66.320709229,1.9554442167,0.0913212746,484.19619751,530203.25,6737678.5,-460.1785583
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,484.3482,,,17.918718338,26.000001907,1.5516148806,1.3448091745,1.3448091745,,20.5473423,,0.5224616528,69.726234436,1.944668293,0.0826368257,484.34820557,530203.25,6737678.5,-460.3305359
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,484.5002,,,17.445518494,26.000001907,1.5629037619,1.3807857037,1.3807857037,,20.676156998,,0.5157453418,73.660316467,1.9539954662,0.0614835173,484.50021362,530203.25,6737678.5,-460.4825439
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,484.6522,,,17.289014816,26.000001907,1.5739308596,1.4056763649,1.4056763649,,20.438913345,,0.5171550512,75.843986511,1.9891521931,0.0603864826,484.65219116,530203.25,6737678.5,-460.6345215
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,484.8042,,,17.323579788,26.000001907,1.5828126669,1.4146447182,1.4146447182,,20.056627274,,0.5035817623,76.452629089,2.0157566071,0.0589951016,484.80419922,530203.25,6737678.5,-460.7865295
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,484.9562,,,17.348819733,26.000001907,1.58695364,1.4187713861,1.4187713861,,19.789274216,,0.4777392745,76.051025391,2.0250480175,0.0550302416,484.95620728,530203.25,6737678.5,-460.9385376
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,485.1082,,,17.344417572,26.000001907,1.5848269463,1.4192988873,1.4192988873,,19.846265793,,0.4800214767,74.951019287,2.0333087444,0.0621622168,485.10818481,530203.25,6737678.5,-461.0905151
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,485.2602,,,17.339738846,26.000001907,1.5817320347,1.409183979,1.409183979,,20.115921021,,0.4985581934,73.699920654,2.0339787006,0.0556797348,485.26019287,530203.25,6737678.5,-461.2424927
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,485.4122,,,17.357177734,26.000001907,1.5768742561,1.3939862251,1.3939862251,,20.469957352,,0.4980285764,72.831878662,2.0317723751,0.053360194,485.41220093,530203.25,6737678.5,-461.3945007
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,485.5642,,,17.409984589,26.000001907,1.5704530478,1.3780839443,1.3780839443,,20.791517258,,0.4912789762,72.822799683,2.0206582546,0.0438193046,485.56420898,530203.25,6737678.5,-461.5465088
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,485.7162,,,17.484766006,26.000001907,1.5670176744,1.3635705709,1.3635705709,,20.656406403,,0.4894708395,72.868530273,2.0192704201,0.0501344539,485.71618652,530203.25,6737678.5,-461.6984863
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,485.8682,,,17.553531647,26.000001907,1.5664000511,1.3544273376,1.3544273376,,20.146221161,,0.4926861823,72.614471436,2.0355443954,0.0626088679,485.86819458,530203.25,6737678.5,-461.8504944
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,486.0202,,,17.558612823,26.000001907,1.5664012432,1.3556166887,1.3556166887,,19.908035278,,0.4933776557,72.968414307,2.04053092,0.0621444508,486.02020264,530203.25,6737678.5,-462.0024719
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,486.1722,,,17.505064011,26.000001907,1.5715539455,1.3705496788,1.3705496788,,20.009998322,,0.4931884706,73.106887817,2.0258870125,0.0547739305,486.17221069,530203.25,6737678.5,-462.15448
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,486.3242,,,17.438821793,26.000001907,1.5836510658,1.3963204622,1.3963204622,,20.11722374,,0.4953299463,72.699569702,2.0093700886,0.0464959741,486.32418823,530203.25,6737678.5,-462.3064575
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,486.4762,,,17.4185009,26.000001907,1.5986543894,1.4108430147,1.4108430147,,20.208215714,,0.4972432256,71.810516357,2.006305933,0.0429037884,486.47619629,530203.25,6737678.5,-462.4584656
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,486.6282,,,17.468412399,26.000001907,1.6140757799,1.419922471,1.419922471,,20.256761551,,0.5042661428,70.501594543,2.0145461559,0.0494825803,486.62820435,530203.25,6737678.5,-462.6104431
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,486.7802,,,17.52456665,26.000001907,1.6293548346,1.4332178831,1.4332178831,,20.260751724,,0.5168853402,70.026161194,2.0272231102,0.0580930188,486.7802124,530203.25,6737678.5,-462.7624512
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,486.9322,,,17.614591599,26.000001907,1.638761878,1.4336605072,1.4336605072,,20.264741898,,0.5309225917,70.982208252,2.0269854069,0.0564442277,486.93218994,530203.25,6737678.5,-462.9144287
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,487.0842,,,17.753662109,26.000001907,1.6470226049,1.4291752577,1.4291752577,,20.231100082,,0.5273681283,73.023765564,2.0191016197,0.0476950817,487.084198,530203.25,6737678.5,-463.0664368
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,487.2362,,,17.815340042,26.000001907,1.653608799,1.4356546402,1.4356546402,,20.128116608,,0.5181957483,75.440834045,2.0121657848,0.0397176743,487.23620605,530203.25,6737678.5,-463.2184448
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,487.3882,,,17.8188591,26.000001907,1.6565870047,1.4487328529,1.4487328529,,19.998462677,,0.5181734562,76.882827759,1.999076128,0.0238433219,487.38821411,530203.25,6737678.5,-463.3704224
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,487.5402,,,17.716567993,26.000001907,1.6615761518,1.4627126455,1.4627126455,,19.838645935,,0.5263183117,76.424385071,2.0043668747,0.0262868721,487.54019165,530203.25,6737678.5,-463.5223999
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,487.6922,,,17.563396454,26.000001907,1.6610766649,1.4740488529,1.4740488529,,19.624225616,,0.5386844873,74.972206116,2.0112125874,0.0279440507,487.69219971,530203.25,6737678.5,-463.674408
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,487.8442,,,17.420387268,26.000001907,1.6546727419,1.4714150429,1.4714150429,,19.744028091,,0.5478540659,73.682174683,2.0142030716,0.0324949995,487.84420776,530203.25,6737678.5,-463.826416
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,487.9962,,,17.340782166,26.000001907,1.6444429159,1.4584966898,1.4584966898,,20.349996567,,0.5507708192,72.362663269,2.0096247196,0.0271331239,487.9961853,530203.25,6737678.5,-463.9783936
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,488.1482,,,17.344839096,26.000001907,1.6325365305,1.4467234612,1.4467234612,,20.866758347,,0.5411146879,71.562110901,2.0087790489,0.0231701788,488.14819336,530203.25,6737678.5,-464.1304016
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,488.3002,,,17.357076645,26.000001907,1.6234873533,1.4418314695,1.4418314695,,21.098646164,,0.5286168456,71.019302368,2.0206432343,0.0297201555,488.30020142,530203.25,6737678.5,-464.2823792
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,488.4522,,,17.384973526,26.000001907,1.6158243418,1.4413994551,1.4413994551,,21.12225914,,0.5212416649,69.707832336,2.0189788342,0.0344151855,488.45220947,530203.25,6737678.5,-464.4343872
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,488.6042,,,17.389936447,26.000001907,1.6144329309,1.4384077787,1.4384077787,,21.252532959,,0.5171909332,69.023910522,2.0184156895,0.0453208238,488.60418701,530203.25,6737678.5,-464.5863647
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,488.7562,,,17.332355499,26.000001907,1.6200996637,1.4255964756,1.4255964756,,21.585325241,,0.5228419304,69.013961792,2.0154094696,0.0451665409,488.75619507,530203.25,6737678.5,-464.7383728
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,488.9082,,,17.310522079,26.000001907,1.6243064404,1.406054616,1.406054616,,22.121486664,,0.5338042378,68.238441467,2.0073409081,0.0433827937,488.90820313,530203.25,6737678.5,-464.8903503
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,489.0602,,,17.369766235,26.000001907,1.6283280849,1.4003853798,1.4003853798,,22.740472794,,0.5435842276,67.126327515,2.0116336346,0.0391508453,489.06021118,530203.25,6737678.5,-465.0423584
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,489.2122,,,17.512838364,26.000001907,1.6416972876,1.4091453552,1.4091453552,,22.901227951,,0.5326243043,66.78478241,2.0241866112,0.0443033092,489.21218872,530203.25,6737678.5,-465.1943359
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,489.3642,,,17.700590134,26.000001907,1.6631269455,1.4182873964,1.4182873964,,22.425495148,,0.5081643462,66.310554504,2.0277645588,0.0350755341,489.36419678,530203.25,6737678.5,-465.346344
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,489.5162,,,17.88835144,26.000001907,1.6834257841,1.4322297573,1.4322297573,,21.959487915,,0.4933181405,65.787857056,2.0231773853,0.0371374525,489.51620483,530203.25,6737678.5,-465.4983521
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,489.6682,,,18.076042175,26.000001907,1.7048075199,1.4514328241,1.4514328241,,21.515615463,,0.4874536097,66.497627258,2.0205521584,0.0467578657,489.66821289,530203.25,6737678.5,-465.6503296
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,489.8202,,,17.949251175,26.000001907,1.7240550518,1.4684560299,1.4684560299,,21.207614899,,0.528760016,68.224693298,2.0093402863,0.0555019826,489.82019043,530203.25,6737678.5,-465.8023071
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,489.9722,,,17.668390274,26.000001907,1.7370004654,1.483076334,1.483076334,,21.13999939,,0.5215421319,69.780982971,1.9902430773,0.0428141318,489.97219849,530203.25,6737678.5,-465.9543152
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,490.1242,,,17.605566025,26.000001907,1.7506526709,1.497345686,1.497345686,,21.12061882,,0.4965296388,70.600906372,1.9889101982,0.033985164,490.12420654,530203.25,6737678.5,-466.1063232
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,490.2762,,,17.652275085,26.000001907,1.761798501,1.5118135214,1.5118135214,,21.069755554,,0.5027977824,70.702079773,1.9949394464,0.0348028541,490.2762146,530203.25,6737678.5,-466.2583313
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,490.4282,,,17.711673737,26.000001907,1.7653659582,1.5209413767,1.5209413767,,21.018890381,,0.490870297,70.450805664,1.9943215847,0.0296132639,490.42819214,530203.25,6737678.5,-466.4103088
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,490.5802,,,17.848894119,26.000001907,1.7711112499,1.5174860954,1.5174860954,,20.938251495,,0.4923669696,70.538551331,2.0077941418,0.031176284,490.5802002,530203.25,6737678.5,-466.5622864
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,490.7322,,,18.05247879,26.000001907,1.7791091204,1.5051124096,1.5051124096,,20.768407822,,0.5067338347,70.391929626,2.0341889858,0.0441890582,490.73220825,530203.25,6737678.5,-466.7142944
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,490.8842,,,18.0716362,26.000001907,1.7812665701,1.4973577261,1.4973577261,,20.532035828,,0.5161834359,68.983566284,2.0463290215,0.0494637899,490.88418579,530203.25,6737678.5,-466.866272
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,491.0362,,,17.892953873,26.000001907,1.7745358944,1.5073657036,1.5073657036,,20.378356934,,0.5266026258,67.95652771,2.0515465736,0.0454172939,491.03619385,530203.25,6737678.5,-467.01828
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,491.1882,,,17.890375137,26.000001907,1.7612123489,1.5144335032,1.5144335032,,20.414670944,,0.5385083556,67.545150757,2.0684952736,0.0549329817,491.1882019,530203.25,6737678.5,-467.1702576
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,491.3402,,,18.205389023,26.000001907,1.7490327358,1.5104607344,1.5104607344,,20.677776337,,0.5396650434,66.42640686,2.0671989918,0.0616818219,491.34020996,530203.25,6737678.5,-467.3222656
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,491.4922,,,18.328050613,26.000001907,1.7331887484,1.5092999935,1.5092999935,,21.248344421,,0.5258598328,65.565933228,2.0617113113,0.0466001853,491.4921875,530203.25,6737678.5,-467.4742432
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,491.6442,,,18.334651947,26.000001907,1.7122132778,1.5079140663,1.5079140663,,21.686100006,,0.5079029202,65.131134033,2.0656480789,0.0493523926,491.64419556,530203.25,6737678.5,-467.6262512
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,491.7962,,,18.251262665,26.000001907,1.693903327,1.4953930378,1.4953930378,,21.669237137,,0.4939401448,64.297393799,2.0626213551,0.0507372878,491.79620361,530203.25,6737678.5,-467.7782593
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,491.9482,,,18.033504486,26.000001907,1.6756179333,1.4624160528,1.4624160528,,21.594348907,,0.4852611423,62.647640228,2.0591630936,0.0524199307,491.94821167,530203.25,6737678.5,-467.9302368
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,492.1002,,,18.013277054,26.000001907,1.6534606218,1.4253405333,1.4253405333,,21.572849274,,0.4827054441,60.412338257,2.0548377037,0.0527744628,492.10018921,530203.25,6737678.5,-468.0822144
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,492.2522,,,18.121927261,26.000001907,1.6346387863,1.4009362459,1.4009362459,,21.496313095,,0.4922275841,57.456142426,2.0507025719,0.0408563167,492.25219727,530203.25,6737678.5,-468.2342224
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,492.4042,,,18.241596222,26.000001907,1.6238124371,1.3905062675,1.3905062675,,21.39557457,,0.5087848306,54.672756195,2.047904253,0.0344142728,492.40420532,530203.25,6737678.5,-468.3862305
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,492.5562,,,18.298101425,26.000001907,1.6133025885,1.3840396404,1.3840396404,,21.294830322,,0.5246825814,53.118778229,2.0456986427,0.0324129686,492.55621338,530203.25,6737678.5,-468.5382385
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,492.7082,,,18.331993103,26.000001907,1.599105835,1.3696295023,1.3696295023,,21.307552338,,0.5301389694,52.465267181,2.0432217121,0.0321712866,492.70819092,530203.25,6737678.5,-468.6902161
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,492.8602,,,18.364524841,26.000001907,1.587033391,1.3621718884,1.3621718884,,21.414716721,,0.5199773908,53.066246033,2.0415244102,0.0435992144,492.86019897,530203.25,6737678.5,-468.8421936
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,493.0122,,,18.503582001,26.000001907,1.5783545971,1.3759155273,1.3759155273,,21.140895844,,0.5100679398,56.049995422,2.0413315296,0.0432219952,493.01220703,530203.25,6737678.5,-468.9942017
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,493.1642,,,18.79042244,26.000001907,1.5708910227,1.3942576647,1.3942576647,,20.730688095,,0.5147758722,59.999629974,2.0418376923,0.0316511057,493.16421509,530203.3125,6737678.5,-469.1462097
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,493.3162,,,19.048164368,26.000001907,1.5633068085,1.3867901564,1.3867901564,,20.553092957,,0.5215922594,63.024223328,2.0420837402,0.0355847031,493.31619263,530203.3125,6737678.5,-469.2981873
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,493.4682,,,19.279550552,26.000001907,1.5519741774,1.3592305183,1.3592305183,,20.549533844,,0.5190517306,64.505683899,2.0409832001,0.070696786,493.46820068,530203.3125,6737678.5,-469.4501648
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,493.6202,,,19.081315994,26.000001907,1.5377333164,1.3386298418,1.3386298418,,20.802635193,,0.5188964605,63.410873413,2.0380148888,0.0716082752,493.62020874,530203.3125,6737678.5,-469.6021729
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,493.7722,,,18.574615479,26.000001907,1.5230685472,1.3291091919,1.3291091919,,20.839267731,,0.5252811313,61.315750122,2.034471035,0.0495237075,493.77218628,530203.3125,6737678.5,-469.7541504
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,493.9242,,,18.697748184,26.000001907,1.5085521936,1.3267593384,1.3267593384,,20.843257904,,0.5250860453,60.385456085,2.0315794945,0.0652842447,493.92419434,530203.3125,6737678.5,-469.9061584
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,494.0762,,,18.702768326,26.000001907,1.4896767139,1.3266013861,1.3266013861,,20.827594757,,0.5121155381,60.653125763,2.028475523,0.0732180104,494.07620239,530203.3125,6737678.5,-470.0581665
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,494.2282,,,17.983884811,26.000001907,1.4731765985,1.331360817,1.331360817,,20.695137024,,0.5065296292,60.54486084,2.0255680084,0.04667034,494.22821045,530203.3125,6737678.5,-470.210144
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,494.3802,,,17.575330734,26.000001907,1.4686619043,1.327878356,1.327878356,,20.418857574,,0.5110090375,59.90096283,2.0245041847,0.0295048375,494.38018799,530203.3125,6737678.5,-470.3621216
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,494.5322,,,17.694501877,26.000001907,1.4654515982,1.3061494827,1.3061494827,,20.259216309,,0.5151000023,59.711051941,2.023866415,0.0349373743,494.53219604,530203.3125,6737678.5,-470.5141296
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,494.6842,,,17.914648056,26.000001907,1.4592839479,1.2794431448,1.2794431448,,20.325321198,,0.5142551064,60.087284088,2.0229418278,0.0382412896,494.6842041,530203.3125,6737678.5,-470.6661377
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,494.8362,,,18.122905731,26.000001907,1.4543741941,1.2568609715,1.2568609715,,20.744277954,,0.5266726613,60.316143036,2.0221400261,0.0392912105,494.83621216,530203.3125,6737678.5,-470.8181458
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,494.9882,,,18.472742081,26.000001907,1.4491138458,1.2489786148,1.2489786148,,21.636566162,,0.5507282615,58.816741943,2.0204665661,0.0591514632,494.9881897,530203.3125,6737678.5,-470.9701233
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,495.1402,,,18.765247345,26.000001907,1.4437770844,1.2549884319,1.2549884319,,22.357307434,,0.5521388054,56.422515869,2.0184104443,0.0598118976,495.14019775,530203.3125,6737678.5,-471.1221008
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,495.2922,,,18.604791641,26.000001907,1.441801548,1.2686276436,1.2686276436,,22.371452332,,0.5420268774,55.895019531,2.0178823471,0.0345045552,495.29220581,530203.3125,6737678.5,-471.2741089
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,495.4442,,,18.494117737,26.000001907,1.4441641569,1.2818881273,1.2818881273,,21.646566391,,0.5371638536,56.33788681,2.0185451508,0.0249153581,495.44421387,530203.3125,6737678.5,-471.4261169
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,495.5962,,,18.517337799,26.000001907,1.4498919249,1.2755494118,1.2755494118,,21.532133102,,0.545876503,55.635082245,2.0193030834,0.0436423458,495.59619141,530203.3125,6737678.5,-471.5780945
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,495.7482,,,18.423791885,26.000001907,1.4541476965,1.2545611858,1.2545611858,,21.71144104,,0.5543128848,53.193897247,2.0191435814,0.0626180246,495.74819946,530203.3125,6737678.5,-471.7301025
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,495.9002,,,18.253198624,26.000001907,1.4550994635,1.2434774637,1.2434774637,,21.927865982,,0.5454794765,52.356426239,2.0190434456,0.0564507172,495.90020752,530203.3125,6737678.5,-471.8820801
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,496.0522,,,18.005678177,26.000001907,1.4551000595,1.2334473133,1.2334473133,,22.088445663,,0.5523605347,54.80185318,2.0200693607,0.0539926849,496.05218506,530203.3125,6737678.5,-472.0340576
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,496.2042,,,17.704328537,26.000001907,1.455099225,1.2250748873,1.2250748873,,22.101100922,,0.5623995662,57.249710083,2.021137476,0.0596800707,496.20419312,530203.3125,6737678.5,-472.1860657
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,496.3562,,,17.389369965,26.000001907,1.451872468,1.2197803259,1.2197803259,,22.105089188,,0.549593091,58.273715973,2.0210034847,0.0528972447,496.35620117,530203.3125,6737678.5,-472.3380737
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,496.5082,,,17.293106079,26.000001907,1.4453355074,1.2157908678,1.2157908678,,22.082092285,,0.5331949592,57.937904358,2.019664526,0.0449088812,496.50820923,530203.3125,6737678.5,-472.4900513
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,496.6602,,,17.316200256,26.000001907,1.4420899153,1.2135436535,1.2135436535,,21.921131134,,0.5200542808,58.185321808,2.0191876888,0.050560154,496.66018677,530203.3125,6737678.5,-472.6420288
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,496.8122,,,17.231882095,26.000001907,1.4444637299,1.2136844397,1.2136844397,,21.581985474,,0.5184880495,59.110889435,2.0200688839,0.0449997,496.81219482,530203.3125,6737678.5,-472.7940369
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,496.9642,,,17.21090126,26.000001907,1.4555307627,1.2139263153,1.2139263153,,21.297927856,,0.5304665565,60.296154022,2.0227296352,0.0402389802,496.96420288,530203.3125,6737678.5,-472.9460449
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,497.1162,,,17.360591888,26.000001907,1.4737241268,1.2155629396,1.2155629396,,21.170089722,,0.5403122306,62.274578094,2.0270617008,0.0444061123,497.11621094,530203.3125,6737678.5,-473.098053
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,497.2682,,,17.520969391,26.000001907,1.4908477068,1.2270966768,1.2270966768,,21.047416687,,0.5406564474,64.219673157,2.0311541557,0.050639037,497.26818848,530203.3125,6737678.5,-473.2500305
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,497.4202,,,17.678052902,26.000001907,1.5028147697,1.2581666708,1.2581666708,,20.95091629,,0.5313491225,65.15486145,2.033724308,0.0591634028,497.42019653,530203.3125,6737678.5,-473.4020081
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,497.5722,,,17.849895477,26.000001907,1.5103174448,1.3026247025,1.3026247025,,20.937005997,,0.5229141712,64.242698669,2.0345621109,0.0620571561,497.57220459,530203.3125,6737678.5,-473.5540161
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,497.7242,,,17.7961483,26.000001907,1.5169852972,1.3439254761,1.3439254761,,20.94099617,,0.5252684355,61.796539307,2.0345003605,0.051603429,497.72421265,530203.3125,6737678.5,-473.7060242
